entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,result,pnl,r_multiple,symbol,strategy_name,trigger_reason,confidence_score
2026-06-17 14:45:00+00:00,2026-06-17 15:30:00+00:00,SELL,30104.20000,30151.47500,30150.97500,30012.15000,LOSS,-110.71,-1.01,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (30130.97500) swept and reclaimed at 30104.70000, mid=30140.97500",1.00
2026-06-18 14:10:00+00:00,2026-06-18 15:20:00+00:00,SELL,30086.40000,30136.95000,30136.45000,29987.80000,LOSS,-109.52,-1.01,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (30116.45000) swept and reclaimed at 30086.90000, mid=30126.45000",1.00
2026-06-19 14:20:00+00:00,2026-06-19 14:25:00+00:00,BUY,30257.20000,30233.75000,30234.25000,30301.60000,LOSS,-109.68,-1.02,USTEC,NasdaqMidlineSweepStrategy,"Bullish midline sweep: upper boundary (30254.25000) swept and reclaimed at 30256.70000, mid=30244.25000",1.00
2026-06-22 14:05:00+00:00,2026-06-22 16:30:00+00:00,BUY,30454.30000,30568.10000,30396.40000,30568.60000,WIN,208.82,1.97,USTEC,NasdaqMidlineSweepStrategy,"Bullish midline sweep: upper boundary (30416.40000) swept and reclaimed at 30453.80000, mid=30406.40000",1.00
2026-06-23 15:35:00+00:00,2026-06-23 16:40:00+00:00,SELL,29406.80000,29491.52500,29491.02500,29239.85000,LOSS,-108.97,-1.01,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (29471.02500) swept and reclaimed at 29407.30000, mid=29481.02500",1.00
2026-06-24 13:55:00+00:00,2026-06-24 14:45:00+00:00,SELL,29492.80000,29528.72500,29528.22500,29423.45000,LOSS,-108.75,-1.01,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (29508.22500) swept and reclaimed at 29493.30000, mid=29518.22500",1.00
2026-06-25 14:05:00+00:00,2026-06-25 14:10:00+00:00,BUY,29881.60000,29846.92500,29847.42500,29948.45000,LOSS,-107.71,-1.01,USTEC,NasdaqMidlineSweepStrategy,"Bullish midline sweep: upper boundary (29867.42500) swept and reclaimed at 29881.10000, mid=29857.42500",1.00
2026-06-26 14:55:00+00:00,2026-06-26 15:00:00+00:00,SELL,29010.00000,29070.90000,29070.40000,28890.70000,LOSS,-105.95,-1.01,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (29050.40000) swept and reclaimed at 29010.50000, mid=29060.40000",1.00
2026-06-29 14:15:00+00:00,2026-06-29 14:30:00+00:00,SELL,29421.00000,29447.65000,29447.15000,29370.20000,LOSS,-106.01,-1.02,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (29427.15000) swept and reclaimed at 29421.50000, mid=29437.15000",1.00
2026-06-30 16:35:00+00:00,2026-06-30 16:55:00+00:00,BUY,29901.80000,30072.45000,29815.47500,30072.95000,WIN,203.53,1.98,USTEC,NasdaqMidlineSweepStrategy,"Bullish midline sweep: upper boundary (29835.47500) swept and reclaimed at 29901.30000, mid=29825.47500",1.00
2026-07-01 14:50:00+00:00,2026-07-01 15:30:00+00:00,SELL,30105.30000,30045.85000,30136.02500,30045.35000,WIN,203.15,1.93,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (30116.02500) swept and reclaimed at 30105.80000, mid=30126.02500",1.00
2026-07-02 14:15:00+00:00,2026-07-02 14:20:00+00:00,BUY,29746.50000,29714.42500,29714.92500,29808.15000,LOSS,-108.72,-1.02,USTEC,NasdaqMidlineSweepStrategy,"Bullish midline sweep: upper boundary (29734.92500) swept and reclaimed at 29746.00000, mid=29724.92500",1.00
2026-07-03 14:55:00+00:00,2026-07-03 16:30:00+00:00,BUY,29647.10000,29692.50000,29623.40000,29693.00000,WIN,202.93,1.92,USTEC,NasdaqMidlineSweepStrategy,"Bullish midline sweep: upper boundary (29643.40000) swept and reclaimed at 29646.60000, mid=29633.40000",1.00
2026-07-06 14:00:00+00:00,2026-07-06 14:05:00+00:00,BUY,29644.10000,29616.90000,29617.40000,29696.00000,LOSS,-109.99,-1.02,USTEC,NasdaqMidlineSweepStrategy,"Bullish midline sweep: upper boundary (29637.40000) swept and reclaimed at 29643.60000, mid=29627.40000",1.00
2026-07-07 14:05:00+00:00,2026-07-07 15:00:00+00:00,SELL,29382.70000,29419.05000,29418.55000,29312.50000,LOSS,-108.36,-1.01,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (29398.55000) swept and reclaimed at 29383.20000, mid=29408.55000",1.00
2026-07-08 14:00:00+00:00,2026-07-08 14:40:00+00:00,SELL,28786.60000,28820.37500,28819.87500,28721.55000,LOSS,-107.37,-1.02,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (28799.87500) swept and reclaimed at 28787.10000, mid=28809.87500",1.00
2026-07-09 14:05:00+00:00,2026-07-09 14:30:00+00:00,SELL,29400.10000,29426.60000,29426.10000,29349.60000,LOSS,-106.72,-1.02,USTEC,NasdaqMidlineSweepStrategy,"Bearish midline sweep: lower boundary (29406.10000) swept and reclaimed at 29400.60000, mid=29416.10000",1.00
