entry_date,entry_time,exit_date,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,result,pnl,r_multiple,bars_held,trigger_reason
2022-04-25,22:00:00,2022-04-25,22:15:00,SELL,1898.92,1899.50,1899.47,1897.39,LOSS,-119.77,-1.09,1,Bearish Order Block pineob_bearish_130 touched at 1898.95000
2022-04-26,03:15:00,2022-04-26,04:15:00,BUY,1900.39,1899.27,1899.30,1903.58,LOSS,-116.01,-1.07,4,Bullish Order Block pineob_bullish_135 touched at 1900.37000
2022-04-26,12:45:00,2022-04-26,13:00:00,BUY,1904.19,1905.99,1903.54,1906.02,WIN,296.31,2.76,1,Bullish Order Block pineob_bullish_145 touched at 1904.16000
2022-04-26,15:30:00,2022-04-26,15:45:00,SELL,1902.73,1903.59,1903.56,1900.36,LOSS,-118.68,-1.08,1,Bearish Order Block pineob_bearish_146 touched at 1902.76000
2022-04-26,17:00:00,2022-04-26,17:15:00,SELL,1906.48,1903.36,1907.57,1903.33,WIN,309.88,2.84,1,Bearish Order Block pineob_bearish_148 touched at 1906.51000
2022-04-26,17:30:00,2022-04-26,17:45:00,SELL,1903.40,1904.20,1904.17,1901.21,LOSS,-120.92,-1.08,1,Bearish Order Block pineob_bearish_149 touched at 1903.43000
2022-04-27,04:15:00,2022-04-27,04:30:00,SELL,1903.03,1903.81,1903.78,1900.90,LOSS,-119.77,-1.08,1,Bearish Order Block pineob_bearish_152 touched at 1903.06000
2022-04-27,13:45:00,2022-04-27,14:15:00,BUY,1896.84,1899.15,1896.07,1899.15,WIN,324.53,2.95,2,Bullish Order Block pineob_bullish_158 touched at 1896.84000
2022-04-27,14:45:00,2022-04-27,15:00:00,SELL,1897.62,1898.43,1898.43,1895.23,LOSS,-118.09,-1.04,1,Bearish Order Block pineob_bearish_159 touched at 1897.63000
2022-04-27,17:45:00,2022-04-27,18:00:00,SELL,1887.35,1885.62,1887.93,1885.61,WIN,327.83,2.93,1,Bearish Order Block pineob_bearish_160 touched at 1887.35000
2022-04-27,23:15:00,2022-04-27,23:30:00,SELL,1885.23,1885.97,1885.92,1883.36,LOSS,-128.53,-1.12,1,Bearish Order Block pineob_bearish_162 touched at 1885.28000
2022-04-28,03:45:00,2022-04-28,05:00:00,SELL,1884.58,1881.43,1885.68,1881.40,WIN,323.70,2.84,5,Bearish Order Block pineob_bearish_163 touched at 1884.61000
2022-04-28,15:45:00,2022-04-28,16:00:00,BUY,1886.24,1885.33,1885.33,1888.97,LOSS,-122.14,-1.04,1,Bullish Order Block pineob_bullish_173 touched at 1886.24000
2022-04-28,20:15:00,2022-04-28,20:45:00,BUY,1890.09,1888.86,1888.86,1893.78,LOSS,-120.92,-1.04,2,Bullish Order Block pineob_bullish_174 touched at 1890.09000
2022-04-29,12:30:00,2022-04-29,15:15:00,BUY,1915.52,1913.88,1913.90,1920.34,LOSS,-120.77,-1.05,11,Bullish Order Block pineob_bullish_182 touched at 1915.51000
2022-04-29,17:00:00,2022-04-29,17:15:00,BUY,1910.64,1908.88,1908.88,1915.92,LOSS,-118.50,-1.04,1,Bullish Order Block pineob_bullish_183 touched at 1910.64000
2022-05-04,11:30:00,2022-05-04,12:15:00,SELL,1869.91,1867.19,1870.82,1867.18,WIN,331.32,2.95,3,Bearish Order Block pineob_bearish_229 touched at 1869.91000
2022-05-05,18:15:00,2022-05-05,19:00:00,SELL,1882.86,1874.10,1885.78,1874.10,WIN,341.88,2.96,3,Bearish Order Block pineob_bearish_244 touched at 1882.86000
2022-05-05,23:00:00,2022-05-05,23:30:00,SELL,1878.23,1879.19,1879.14,1875.66,LOSS,-129.93,-1.09,2,Bearish Order Block pineob_bearish_246 touched at 1878.27000
2022-05-06,03:30:00,2022-05-06,03:45:00,BUY,1875.43,1874.07,1874.12,1879.24,LOSS,-126.79,-1.08,1,Bullish Order Block pineob_bullish_249 touched at 1875.40000
2022-05-06,10:00:00,2022-05-06,10:15:00,SELL,1875.27,1876.37,1876.37,1871.97,LOSS,-121.48,-1.04,1,Bearish Order Block pineob_bearish_254 touched at 1875.27000
2022-05-06,10:45:00,2022-05-06,11:00:00,SELL,1874.94,1875.69,1875.69,1872.69,LOSS,-120.26,-1.04,1,Bearish Order Block pineob_bearish_255 touched at 1874.94000
2022-05-06,19:15:00,2022-05-06,20:00:00,BUY,1887.89,1887.10,1887.11,1890.23,LOSS,-120.52,-1.06,3,Bullish Order Block pineob_bullish_259 touched at 1887.89000
2022-05-09,12:30:00,2022-05-09,12:45:00,SELL,1864.98,1865.61,1865.61,1863.09,LOSS,-117.86,-1.04,1,Bearish Order Block pineob_bearish_268 touched at 1864.98000
2022-05-09,21:45:00,2022-05-09,23:00:00,SELL,1855.36,1852.60,1856.30,1852.58,WIN,325.85,2.92,5,Bearish Order Block pineob_bearish_271 touched at 1855.37000
2022-05-10,09:30:00,2022-05-10,09:45:00,SELL,1862.71,1860.74,1863.38,1860.74,WIN,332.95,2.90,1,Bearish Order Block pineob_bearish_276 touched at 1862.72000
2022-05-10,13:45:00,2022-05-10,14:15:00,BUY,1857.55,1859.47,1856.91,1859.47,WIN,349.80,2.96,2,Bullish Order Block pineob_bullish_279 touched at 1857.55000
2022-05-10,20:45:00,2022-05-10,21:00:00,BUY,1843.77,1845.60,1843.14,1845.62,WIN,349.66,2.87,1,Bullish Order Block pineob_bullish_284 touched at 1843.76000
2022-05-11,13:00:00,2022-05-11,14:45:00,BUY,1851.95,1851.06,1851.06,1854.46,LOSS,-130.26,-1.04,7,Bullish Order Block pineob_bullish_289 touched at 1851.91000
2022-05-11,17:45:00,2022-05-11,18:00:00,BUY,1851.40,1848.98,1848.98,1858.66,LOSS,-128.96,-1.04,1,Bullish Order Block pineob_bullish_291 touched at 1851.40000
2022-05-11,19:00:00,2022-05-11,19:15:00,SELL,1852.71,1853.45,1853.45,1850.49,LOSS,-127.67,-1.04,1,Bearish Order Block pineob_bearish_293 touched at 1852.71000
2022-05-12,03:30:00,2022-05-12,03:45:00,BUY,1854.84,1856.96,1854.11,1856.99,WIN,350.80,2.89,1,Bullish Order Block pineob_bullish_299 touched at 1854.83000
2022-05-12,18:00:00,2022-05-12,18:15:00,BUY,1840.41,1839.47,1839.47,1843.19,LOSS,-129.90,-1.04,1,Bullish Order Block pineob_bullish_315 touched at 1840.40000
2022-05-13,08:30:00,2022-05-13,08:45:00,BUY,1827.56,1826.66,1826.66,1830.18,LOSS,-128.60,-1.04,1,Bullish Order Block pineob_bullish_323 touched at 1827.54000
2022-05-13,10:15:00,2022-05-13,10:30:00,BUY,1824.37,1827.10,1823.46,1827.10,WIN,361.94,2.96,1,Bullish Order Block pineob_bullish_324 touched at 1824.37000
2022-05-13,12:45:00,2022-05-13,13:00:00,BUY,1823.66,1822.94,1822.94,1825.82,LOSS,-130.93,-1.04,1,Bullish Order Block pineob_bullish_326 touched at 1823.66000
2022-05-13,14:00:00,2022-05-13,14:15:00,BUY,1818.65,1817.97,1817.97,1820.61,LOSS,-129.62,-1.04,1,Bullish Order Block pineob_bullish_327 touched at 1818.63000
2022-05-13,15:30:00,2022-05-13,15:45:00,SELL,1813.05,1810.23,1813.99,1810.23,WIN,364.98,2.96,1,Bearish Order Block pineob_bearish_328 touched at 1813.05000
2022-05-13,20:30:00,2022-05-13,20:45:00,SELL,1810.50,1808.18,1811.28,1808.16,WIN,373.49,2.94,1,Bearish Order Block pineob_bearish_330 touched at 1810.50000
2022-05-13,23:30:00,2022-05-13,23:45:00,BUY,1810.43,1812.03,1809.78,1812.10,WIN,316.75,2.42,1,Bullish Order Block pineob_bullish_332 touched at 1810.36000
2022-05-16,02:30:00,2022-05-16,02:45:00,BUY,1811.80,1811.01,1811.08,1813.68,LOSS,-151.99,-1.14,1,Bullish Order Block pineob_bullish_333 touched at 1811.73000
2022-05-16,11:15:00,2022-05-16,15:45:00,BUY,1798.49,1808.99,1794.99,1808.99,WIN,392.08,2.96,18,Bullish Order Block pineob_bullish_339 touched at 1798.49000
2022-05-16,19:30:00,2022-05-16,19:45:00,SELL,1813.17,1813.89,1813.89,1811.01,LOSS,-141.28,-1.04,1,Bearish Order Block pineob_bearish_341 touched at 1813.17000
2022-05-16,21:45:00,2022-05-16,22:00:00,BUY,1816.17,1817.73,1815.65,1817.73,WIN,399.61,2.96,1,Bullish Order Block pineob_bullish_342 touched at 1816.17000
2022-05-17,09:30:00,2022-05-17,09:45:00,SELL,1827.93,1828.48,1828.48,1826.28,LOSS,-143.86,-1.04,1,Bearish Order Block pineob_bearish_346 touched at 1827.93000
2022-05-17,21:15:00,2022-05-17,21:30:00,SELL,1818.47,1816.84,1819.09,1816.81,WIN,360.35,2.62,1,Bearish Order Block pineob_bearish_353 touched at 1818.52000
2022-05-17,22:45:00,2022-05-17,23:00:00,BUY,1816.79,1815.70,1815.74,1819.86,LOSS,-151.43,-1.07,1,Bullish Order Block pineob_bullish_354 touched at 1816.77000
2022-05-18,07:45:00,2022-05-18,08:00:00,BUY,1809.77,1808.85,1808.85,1812.37,LOSS,-144.52,-1.04,1,Bullish Order Block pineob_bullish_360 touched at 1809.73000
2022-05-19,07:45:00,2022-05-19,08:00:00,BUY,1816.87,1816.32,1816.34,1818.34,LOSS,-148.33,-1.07,1,Bullish Order Block pineob_bullish_375 touched at 1816.84000
2022-05-19,18:30:00,2022-05-19,18:45:00,BUY,1846.77,1845.73,1845.73,1849.89,LOSS,-141.59,-1.04,1,Bullish Order Block pineob_bullish_378 touched at 1846.77000
2022-05-20,10:15:00,2022-05-20,10:30:00,SELL,1847.31,1845.42,1847.94,1845.42,WIN,400.51,2.96,1,Bearish Order Block pineob_bearish_388 touched at 1847.31000
2022-05-23,05:00:00,2022-05-23,05:15:00,SELL,1851.18,1851.96,1851.95,1849.07,LOSS,-146.00,-1.05,1,Bearish Order Block pineob_bearish_401 touched at 1851.23000
2022-05-23,12:00:00,2022-05-23,12:30:00,BUY,1861.13,1864.04,1860.16,1864.04,WIN,408.15,2.96,2,Bullish Order Block pineob_bullish_405 touched at 1861.13000
2022-05-23,12:45:00,2022-05-23,13:15:00,BUY,1863.97,1862.82,1862.82,1867.42,LOSS,-146.80,-1.04,2,Bullish Order Block pineob_bullish_406 touched at 1863.97000
2022-05-25,14:45:00,2022-05-25,15:00:00,BUY,1855.72,1854.72,1854.72,1858.68,LOSS,-145.33,-1.04,1,Bullish Order Block pineob_bullish_438 touched at 1855.71000
2022-05-25,19:45:00,2022-05-25,20:15:00,SELL,1845.48,1846.49,1846.49,1842.45,LOSS,-143.88,-1.04,2,Bearish Order Block pineob_bearish_440 touched at 1845.48000
2022-05-26,04:45:00,2022-05-26,05:00:00,SELL,1852.43,1850.78,1852.98,1850.78,WIN,407.31,2.96,1,Bearish Order Block pineob_bearish_445 touched at 1852.43000
2022-05-26,17:00:00,2022-05-26,18:00:00,BUY,1847.90,1845.66,1845.66,1854.62,LOSS,-146.51,-1.04,4,Bullish Order Block pineob_bullish_452 touched at 1847.90000
2022-05-27,11:00:00,2022-05-27,11:30:00,BUY,1857.81,1860.36,1856.96,1860.36,WIN,415.14,2.96,2,Bullish Order Block pineob_bullish_467 touched at 1857.81000
2022-05-27,13:15:00,2022-05-27,13:30:00,BUY,1859.57,1859.01,1859.01,1861.25,LOSS,-149.20,-1.03,1,Bullish Order Block pineob_bullish_469 touched at 1859.57000
2022-05-27,15:15:00,2022-05-27,15:30:00,BUY,1859.67,1858.63,1858.63,1862.79,LOSS,-147.70,-1.04,1,Bullish Order Block pineob_bullish_470 touched at 1859.67000
2022-05-31,04:00:00,2022-05-31,04:30:00,SELL,1847.95,1848.51,1848.47,1846.39,LOSS,-157.09,-1.11,2,Bearish Order Block pineob_bearish_491 touched at 1847.95000
2022-05-31,15:15:00,2022-05-31,15:30:00,BUY,1849.71,1848.98,1848.98,1851.90,LOSS,-144.66,-1.04,1,Bullish Order Block pineob_bullish_495 touched at 1849.71000
2022-05-31,21:30:00,2022-05-31,22:00:00,SELL,1841.84,1839.44,1842.64,1839.44,WIN,409.63,2.96,2,Bearish Order Block pineob_bearish_499 touched at 1841.84000
2022-05-31,23:30:00,2022-06-01,03:00:00,BUY,1837.56,1836.08,1836.09,1841.85,LOSS,-148.27,-1.04,10,Bullish Order Block pineob_bullish_500 touched at 1837.53000
2022-06-01,04:45:00,2022-06-01,05:00:00,SELL,1834.53,1835.15,1835.15,1832.79,LOSS,-145.82,-1.04,1,Bearish Order Block pineob_bearish_502 touched at 1834.56000
2022-06-02,13:15:00,2022-06-02,13:30:00,BUY,1854.93,1857.03,1854.23,1857.03,WIN,413.10,2.96,1,Bullish Order Block pineob_bullish_522 touched at 1854.93000
2022-06-02,15:45:00,2022-06-02,16:00:00,SELL,1855.19,1855.69,1855.69,1853.69,LOSS,-148.50,-1.03,1,Bearish Order Block pineob_bearish_523 touched at 1855.19000
2022-06-02,17:15:00,2022-06-02,17:30:00,BUY,1867.39,1866.57,1866.57,1869.85,LOSS,-147.01,-1.04,1,Bullish Order Block pineob_bullish_524 touched at 1867.39000
2022-06-02,19:15:00,2022-06-02,19:45:00,BUY,1869.80,1868.21,1868.21,1874.57,LOSS,-145.54,-1.04,2,Bullish Order Block pineob_bullish_525 touched at 1869.80000
2022-06-03,08:30:00,2022-06-03,08:45:00,BUY,1868.65,1867.86,1867.86,1871.02,LOSS,-144.09,-1.04,1,Bullish Order Block pineob_bullish_535 touched at 1868.65000
2022-06-03,14:45:00,2022-06-03,15:00:00,SELL,1865.70,1866.54,1866.54,1863.22,LOSS,-142.65,-1.04,1,Bearish Order Block pineob_bearish_542 touched at 1865.71000
2022-06-06,20:45:00,2022-06-06,21:00:00,BUY,1843.05,1841.64,1841.64,1847.28,LOSS,-141.22,-1.04,1,Bullish Order Block pineob_bullish_563 touched at 1843.05000
2022-06-07,13:15:00,2022-06-07,13:30:00,SELL,1846.81,1847.33,1847.33,1845.25,LOSS,-139.81,-1.04,1,Bearish Order Block pineob_bearish_573 touched at 1846.81000
2022-06-07,17:45:00,2022-06-07,18:00:00,BUY,1851.93,1850.55,1850.55,1856.07,LOSS,-138.41,-1.04,1,Bullish Order Block pineob_bullish_577 touched at 1851.93000
2022-06-08,03:15:00,2022-06-08,04:00:00,SELL,1851.18,1849.15,1851.87,1849.15,WIN,387.22,2.93,3,Bearish Order Block pineob_bearish_581 touched at 1851.19000
2022-06-09,14:15:00,2022-06-09,14:30:00,SELL,1847.98,1848.86,1848.86,1845.34,LOSS,-140.90,-1.04,1,Bearish Order Block pineob_bearish_596 touched at 1847.98000
2022-06-09,20:45:00,2022-06-09,21:45:00,SELL,1848.93,1849.85,1849.85,1846.17,LOSS,-139.49,-1.04,4,Bearish Order Block pineob_bearish_603 touched at 1848.93000
2022-06-10,03:45:00,2022-06-10,04:15:00,BUY,1846.94,1846.21,1846.21,1849.09,LOSS,-138.09,-1.04,2,Bullish Order Block pineob_bullish_609 touched at 1846.93000
2022-06-10,06:15:00,2022-06-10,07:00:00,SELL,1845.08,1845.72,1845.72,1843.16,LOSS,-136.71,-1.04,3,Bearish Order Block pineob_bearish_610 touched at 1845.08000
2022-06-10,11:00:00,2022-06-10,12:15:00,SELL,1846.26,1844.07,1846.99,1844.07,WIN,386.03,2.96,5,Bearish Order Block pineob_bearish_613 touched at 1846.26000
2022-06-13,03:15:00,2022-06-13,03:30:00,SELL,1874.58,1875.40,1875.40,1872.20,LOSS,-139.21,-1.04,1,Bearish Order Block pineob_bearish_618 touched at 1874.60000
2022-06-14,10:45:00,2022-06-14,11:00:00,SELL,1826.92,1828.29,1828.29,1822.81,LOSS,-137.81,-1.04,1,Bearish Order Block pineob_bearish_632 touched at 1826.92000
2022-06-15,04:00:00,2022-06-15,04:15:00,BUY,1811.09,1813.82,1810.18,1813.82,WIN,389.30,2.96,1,Bullish Order Block pineob_bullish_635 touched at 1811.09000
2022-06-15,08:30:00,2022-06-15,08:45:00,BUY,1815.28,1817.57,1814.50,1817.58,WIN,396.62,2.93,1,Bullish Order Block pineob_bullish_638 touched at 1815.27000
2022-06-15,10:45:00,2022-06-15,11:00:00,BUY,1822.45,1821.46,1821.47,1825.39,LOSS,-145.72,-1.05,1,Bullish Order Block pineob_bullish_639 touched at 1822.45000
2022-06-15,15:45:00,2022-06-15,16:00:00,BUY,1833.74,1831.58,1831.58,1840.22,LOSS,-142.84,-1.04,1,Bullish Order Block pineob_bullish_642 touched at 1833.74000
2022-06-15,18:15:00,2022-06-15,18:30:00,BUY,1821.58,1820.43,1820.43,1825.03,LOSS,-141.41,-1.04,1,Bullish Order Block pineob_bullish_643 touched at 1821.58000
2022-06-15,18:45:00,2022-06-15,19:00:00,SELL,1820.81,1821.80,1821.80,1817.84,LOSS,-139.99,-1.04,1,Bearish Order Block pineob_bearish_644 touched at 1820.81000
2022-06-16,10:15:00,2022-06-16,10:30:00,SELL,1828.33,1829.16,1829.16,1825.84,LOSS,-138.59,-1.04,1,Bearish Order Block pineob_bearish_651 touched at 1828.33000
2022-06-16,14:45:00,2022-06-16,15:00:00,SELL,1818.82,1820.13,1820.13,1814.89,LOSS,-137.21,-1.04,1,Bearish Order Block pineob_bearish_654 touched at 1818.82000
2022-06-16,17:30:00,2022-06-16,17:45:00,BUY,1829.17,1832.62,1828.02,1832.62,WIN,387.51,2.96,1,Bullish Order Block pineob_bullish_656 touched at 1829.17000
2022-06-17,05:45:00,2022-06-17,06:00:00,BUY,1845.32,1844.46,1844.50,1847.74,LOSS,-145.46,-1.08,1,Bullish Order Block pineob_bullish_663 touched at 1845.31000
2022-06-17,09:30:00,2022-06-17,09:45:00,BUY,1846.96,1845.40,1845.42,1851.58,LOSS,-139.56,-1.05,1,Bullish Order Block pineob_bullish_666 touched at 1846.96000
2022-06-17,11:15:00,2022-06-17,11:30:00,BUY,1850.05,1849.12,1849.12,1852.84,LOSS,-136.86,-1.04,1,Bullish Order Block pineob_bullish_668 touched at 1850.05000
2022-06-17,12:15:00,2022-06-17,12:30:00,BUY,1851.16,1850.20,1850.20,1854.04,LOSS,-135.49,-1.04,1,Bullish Order Block pineob_bullish_669 touched at 1851.16000
2022-06-17,15:30:00,2022-06-17,15:45:00,BUY,1848.47,1850.03,1847.95,1850.03,WIN,382.41,2.96,1,Bullish Order Block pineob_bullish_670 touched at 1848.47000
2022-06-17,16:15:00,2022-06-17,16:30:00,SELL,1849.69,1846.99,1850.59,1846.99,WIN,393.89,2.96,1,Bearish Order Block pineob_bearish_671 touched at 1849.69000
2022-06-17,19:30:00,2022-06-17,19:45:00,SELL,1840.50,1838.52,1841.16,1838.52,WIN,405.70,2.96,1,Bearish Order Block pineob_bearish_673 touched at 1840.50000
2022-06-17,21:00:00,2022-06-17,21:15:00,SELL,1837.49,1838.22,1838.22,1835.30,LOSS,-145.96,-1.04,1,Bearish Order Block pineob_bearish_675 touched at 1837.49000
2022-06-20,09:15:00,2022-06-20,09:30:00,BUY,1843.47,1842.63,1842.63,1845.95,LOSS,-144.50,-1.04,1,Bullish Order Block pineob_bullish_680 touched at 1843.46000
2022-06-20,14:45:00,2022-06-20,15:00:00,BUY,1839.09,1838.33,1838.33,1841.37,LOSS,-143.05,-1.04,1,Bullish Order Block pineob_bullish_682 touched at 1839.09000
2022-06-21,05:30:00,2022-06-21,05:45:00,BUY,1842.10,1841.50,1841.52,1843.84,LOSS,-146.33,-1.07,1,Bullish Order Block pineob_bullish_687 touched at 1842.10000
2022-06-21,09:45:00,2022-06-21,10:00:00,SELL,1834.29,1834.83,1834.83,1832.67,LOSS,-140.16,-1.04,1,Bearish Order Block pineob_bearish_690 touched at 1834.29000
2022-06-21,20:00:00,2022-06-21,20:30:00,BUY,1835.90,1835.40,1835.40,1837.40,LOSS,-138.76,-1.04,2,Bullish Order Block pineob_bullish_695 touched at 1835.90000
2022-06-22,01:30:00,2022-06-22,02:00:00,SELL,1832.59,1830.51,1833.32,1830.44,WIN,375.68,2.84,2,Bearish Order Block pineob_bearish_697 touched at 1832.60000
2022-06-22,05:15:00,2022-06-22,06:00:00,SELL,1827.66,1828.63,1828.63,1824.75,LOSS,-141.13,-1.04,3,Bearish Order Block pineob_bearish_699 touched at 1827.66000
2022-06-22,10:30:00,2022-06-22,11:00:00,BUY,1827.45,1826.20,1826.20,1831.20,LOSS,-139.72,-1.04,2,Bullish Order Block pineob_bullish_701 touched at 1827.45000
2022-06-22,15:00:00,2022-06-22,15:15:00,SELL,1838.01,1838.86,1838.86,1835.46,LOSS,-138.32,-1.04,1,Bearish Order Block pineob_bearish_703 touched at 1838.01000
2022-06-22,16:45:00,2022-06-22,17:00:00,BUY,1843.43,1842.37,1842.37,1846.61,LOSS,-136.94,-1.04,1,Bullish Order Block pineob_bullish_705 touched at 1843.43000
2022-06-22,17:15:00,2022-06-22,17:30:00,SELL,1842.19,1843.43,1843.43,1838.47,LOSS,-135.57,-1.04,1,Bearish Order Block pineob_bearish_706 touched at 1842.19000
2022-06-22,21:30:00,2022-06-23,02:30:00,SELL,1839.76,1837.17,1840.64,1837.12,WIN,375.29,2.90,16,Bearish Order Block pineob_bearish_710 touched at 1839.76000
2022-06-23,04:30:00,2022-06-23,04:45:00,BUY,1836.65,1835.62,1835.63,1839.59,LOSS,-139.26,-1.05,1,Bullish Order Block pineob_bullish_711 touched at 1836.62000
2022-06-23,08:15:00,2022-06-23,08:30:00,SELL,1832.26,1832.96,1832.96,1830.16,LOSS,-136.57,-1.04,1,Bearish Order Block pineob_bearish_715 touched at 1832.26000
2022-06-23,10:00:00,2022-06-23,10:15:00,BUY,1834.59,1833.70,1833.70,1837.26,LOSS,-135.21,-1.04,1,Bullish Order Block pineob_bullish_717 touched at 1834.59000
2022-06-23,11:15:00,2022-06-23,12:30:00,SELL,1836.00,1830.75,1837.75,1830.75,WIN,381.56,2.96,5,Bearish Order Block pineob_bearish_718 touched at 1836.00000
2022-06-24,16:15:00,2022-06-24,16:30:00,BUY,1825.42,1824.02,1824.02,1829.62,LOSS,-137.67,-1.04,1,Bullish Order Block pineob_bullish_735 touched at 1825.42000
2022-06-24,17:00:00,2022-06-24,17:15:00,SELL,1823.01,1826.01,1826.01,1814.01,LOSS,-136.29,-1.04,1,Bearish Order Block pineob_bearish_736 touched at 1823.01000
2022-06-27,09:30:00,2022-06-27,09:45:00,BUY,1836.12,1838.04,1835.48,1838.04,WIN,384.79,2.96,1,Bullish Order Block pineob_bullish_743 touched at 1836.12000
2022-06-27,13:45:00,2022-06-27,14:00:00,BUY,1839.12,1838.38,1838.38,1841.34,LOSS,-138.78,-1.04,1,Bullish Order Block pineob_bullish_748 touched at 1839.12000
