entry_time,direction,daily_bias,sweep_kind,entry_price,sl,tp1,tp2,tp3,of_score,leg1_exit_time,leg1_exit_price,leg1_exit_reason,leg2_exit_time,leg2_exit_price,leg2_exit_reason,r_multiple,pnl_usd
2024-09-02 19:50:00-04:00,LONG,Bullish,Trendline,1.10666,1.106444972948267,1.10726,1.10773,1.10799,2,2024-09-02 20:35:00-04:00,1.106444972948267,SL,2024-09-02 20:35:00-04:00,1.106444972948267,SL,-1.0,-1000.0
2024-09-25 03:20:00-04:00,LONG,Bullish,SessionLow,1.11882,1.1186470645887832,1.11983,1.11984,1.11985,2,2024-09-25 04:15:00-04:00,1.1186470645887832,SL,2024-09-25 04:15:00-04:00,1.1186470645887832,SL,-1.0,-1000.0
2024-09-29 20:50:00-04:00,LONG,Bullish,Trendline,1.117,1.1169101343789347,1.11737,1.11919,1.12028,2,2024-09-29 20:55:00-04:00,1.1169101343789347,SL,2024-09-29 20:55:00-04:00,1.1169101343789347,SL,-1.0,-1000.0
2024-10-18 03:10:00-04:00,LONG,Bullish,Trendline,1.08399,1.0838051208002892,1.08484,1.08491,1.08733,2,2024-10-18 03:20:00-04:00,1.0838051208002892,SL,2024-10-18 03:20:00-04:00,1.0838051208002892,SL,-1.0,-1000.0
2024-10-23 00:55:00-04:00,SHORT,Bearish,SessionHigh,1.0802,1.080268143334128,1.07994,1.07987,1.07936,2,2024-10-23 01:00:00-04:00,1.080268143334128,SL,2024-10-23 01:00:00-04:00,1.080268143334128,SL,-1.0,-1000.0
2024-11-04 08:05:00-05:00,LONG,Bullish,Trendline,1.09041,1.0901810888898484,1.09096,1.09147,,2,2024-11-04 08:20:00-05:00,1.0901810888898484,SL,2024-11-04 08:20:00-05:00,1.0901810888898484,SL,-1.0,-1000.0
2024-11-25 02:15:00-05:00,LONG,Bullish,SessionLow,1.0475,1.0473339752026414,1.04894,1.048965,1.04899,2,2024-11-25 02:20:00-05:00,1.0473339752026414,SL,2024-11-25 02:20:00-05:00,1.0473339752026414,SL,-1.0,-1000.0
2025-01-06 00:45:00-05:00,LONG,Bullish,SessionLow,1.03134,1.03119080354408,1.03181,1.03238,1.03296,2,2025-01-06 00:50:00-05:00,1.03119080354408,SL,2025-01-06 00:50:00-05:00,1.03119080354408,SL,-1.0,-1000.0
2025-01-09 15:05:00-05:00,SHORT,Bearish,Trendline,1.03008,1.0302196526431513,1.02939,1.02936,1.0291,2,2025-01-09 15:30:00-05:00,1.0302196526431513,SL,2025-01-09 15:30:00-05:00,1.0302196526431513,SL,-1.0,-1000.0
2025-01-13 02:45:00-05:00,SHORT,Bearish,Trendline,1.02209,1.022231699179555,1.02075,1.01772,,2,2025-01-13 02:50:00-05:00,1.022231699179555,SL,2025-01-13 02:50:00-05:00,1.022231699179555,SL,-1.0,-1000.0
2025-01-14 08:10:00-05:00,SHORT,Bearish,Trendline,1.02526,1.0255743498636647,1.02394,1.02385,1.02111,2,2025-01-14 08:30:00-05:00,1.0255743498636647,SL,2025-01-14 08:30:00-05:00,1.0255743498636647,SL,-1.0,-1000.0
2025-01-14 20:25:00-05:00,LONG,Bullish,Trendline,1.03004,1.0299427168344404,1.03047,1.03062,1.0308,2,2025-01-14 20:30:00-05:00,1.0299427168344404,SL,2025-01-14 20:30:00-05:00,1.0299427168344404,SL,-1.0,-1000.0
2025-02-11 03:10:00-05:00,SHORT,Bearish,Trendline,1.0305,1.030800060513113,1.02975,1.0292,1.02879,2,2025-02-11 03:20:00-05:00,1.030800060513113,SL,2025-02-11 03:20:00-05:00,1.030800060513113,SL,-1.0,-1000.0
2025-02-13 20:50:00-05:00,LONG,Bullish,Trendline,1.04609,1.0458676209220796,1.04668,1.04673,1.046745,2,2025-02-13 20:55:00-05:00,1.0458676209220796,SL,2025-02-13 20:55:00-05:00,1.0458676209220796,SL,-1.0,-1000.0
2025-02-20 19:00:00-05:00,LONG,Bullish,Trendline,1.04977,1.0495765189017696,1.05058,,,2,2025-02-20 19:15:00-05:00,1.0495765189017696,SL,2025-02-20 19:15:00-05:00,1.0495765189017696,SL,-1.0,-1000.0
2025-02-24 01:15:00-05:00,LONG,Bullish,SessionLow,1.05109,1.0509437137595634,1.05197,1.05207,1.05219,2,2025-02-24 01:20:00-05:00,1.0509437137595634,SL,2025-02-24 01:20:00-05:00,1.0509437137595634,SL,-1.0,-1000.0
