entry_time,direction,exit_reason,spread_price,r_multiple_gross,r_multiple_net,pnl_usd_net
2020-01-28 18:00:00-05:00,SHORT,SL,0.021533,-1.0,-1.2268,-1226.79
2020-04-01 21:15:00-04:00,LONG,SL,0.014933,-1.0,-1.0989,-1098.86
2021-04-05 21:00:00-04:00,LONG,SL,0.021,-1.0,-2.7216,-2721.57
2021-04-05 21:15:00-04:00,LONG,SL,0.021067,-1.0,-1.8002,-1800.2
2021-04-05 21:30:00-04:00,LONG,SL,0.021,-1.0,-1.5351,-1535.13
2021-04-05 21:45:00-04:00,LONG,TP,0.021,8.3421,6.7495,6749.48
2021-05-03 20:00:00-04:00,LONG,SL,0.025467,-1.0,-1.4773,-1477.35
2021-09-21 21:00:00-04:00,LONG,TP,0.0224,9.0747,8.3076,8307.6
2021-09-21 22:00:00-04:00,LONG,TP,0.0226,2.3357,2.1861,2186.14
2021-11-18 00:00:00-05:00,LONG,SL,0.020933,-1.0,-1.1042,-1104.19
2021-12-27 19:15:00-05:00,SHORT,SL,0.021933,-1.0,-1.5218,-1521.83
2021-12-27 19:30:00-05:00,SHORT,SL,0.020667,-1.0,-1.5519,-1551.89
2021-12-27 20:00:00-05:00,SHORT,SL,0.021533,-1.0,-1.8131,-1813.09
2022-02-14 15:00:00-05:00,SHORT,TP,0.020867,7.0537,6.5086,6508.59
2022-04-17 21:15:00-04:00,SHORT,SL,0.0238,-1.0,-1.3762,-1376.23
2022-05-09 18:30:00-04:00,LONG,SL,0.0326,-1.0,-1.7228,-1722.81
2022-07-26 20:30:00-04:00,SHORT,SL,0.016333,-1.0,-1.4907,-1490.71
2022-08-17 14:00:00-04:00,SHORT,SL,0.014733,-1.0,-1.4587,-1458.71
2022-08-22 21:45:00-04:00,SHORT,SL,0.016867,-1.0,-1.1279,-1127.91
2022-09-13 20:30:00-04:00,SHORT,SL,0.017,-1.0,-1.2098,-1209.83
2022-09-13 21:00:00-04:00,SHORT,SL,0.017,-1.0,-1.0732,-1073.2
2022-09-13 21:45:00-04:00,SHORT,TP,0.017,3.2203,3.1115,3111.5
2022-09-27 21:30:00-04:00,SHORT,TP,0.0242,3.9624,3.6006,3600.59
2022-09-27 22:00:00-04:00,SHORT,TP,0.027067,7.772,7.3817,7381.74
2022-12-19 22:00:00-05:00,SHORT,TP,0.0348,23.0512,22.8659,22865.94
2023-04-09 18:00:00-04:00,SHORT,SL,0.032333,-1.0,-1.1343,-1134.26
2023-04-17 20:00:00-04:00,SHORT,SL,0.021,-1.0,-2.3642,-2364.18
2023-06-27 20:00:00-04:00,SHORT,SL,0.021,-1.0,-1.742,-1742.0
2023-08-31 20:45:00-04:00,LONG,SL,0.019,-1.0,-1.1672,-1167.18
2023-09-20 14:00:00-04:00,LONG,TP,0.020267,7.3563,7.1019,7101.92
2023-11-22 19:45:00-05:00,SHORT,SL,0.025,-1.0,-1.1322,-1132.24
2024-01-31 16:15:00-05:00,LONG,SL,0.0402,-1.0,-1.0951,-1095.15
2024-03-21 23:00:00-04:00,SHORT,SL,0.024,-1.0,-1.1254,-1125.43
2024-04-21 18:00:00-04:00,SHORT,SL,0.034133,-1.0,-1.3962,-1396.16
2024-06-12 14:30:00-04:00,LONG,TP,0.021467,2.7085,2.6596,2659.56
2024-09-24 20:30:00-04:00,LONG,SL,0.016,-1.0,-1.4293,-1429.3
2024-09-24 21:00:00-04:00,LONG,SL,0.016,-1.0,-1.2237,-1223.67
2024-09-24 21:15:00-04:00,LONG,TP,0.016,4.9329,4.7828,4782.85
2024-12-01 18:00:00-05:00,LONG,TP,0.0318,5.827,5.6267,5626.69
2025-03-31 21:15:00-04:00,SHORT,SL,0.022,-1.0,-1.1873,-1187.33
2025-06-19 19:15:00-04:00,SHORT,SL,0.021,-1.0,-1.1404,-1140.43
2025-07-22 20:00:00-04:00,LONG,SL,0.021,-1.0,-1.0778,-1077.82
2025-08-06 16:30:00-04:00,LONG,TP,0.034733,2.1666,1.9964,1996.36
2025-10-26 22:00:00-04:00,SHORT,SL,0.022867,-1.0,-1.179,-1179.03
2026-03-15 19:15:00-04:00,SHORT,TP,0.022933,2.7487,2.6354,2635.37
2026-04-07 14:45:00-04:00,SHORT,TP,0.014,4.197,4.0436,4043.61
2026-04-14 21:00:00-04:00,LONG,SL,0.017,-1.0,-1.2462,-1246.18
2026-05-06 00:15:00-04:00,SHORT,TP,0.017,8.9363,8.8167,8816.66
2026-05-13 18:00:00-04:00,SHORT,SL,0.031267,-1.0,-2.042,-2042.03
2026-05-19 12:00:00-04:00,SHORT,TP,0.014,3.3201,3.2073,3207.3
2026-07-08 21:15:00-04:00,SHORT,TP,0.017,17.5841,16.1607,16160.66
2026-07-28 20:30:00-04:00,SHORT,TP,0.017,2.0113,1.8041,1804.06
