entry_time,direction,daily_bias,sweep_kind,entry_price,sl,tp1,tp2,tp3,of_score,leg1_exit_time,leg1_exit_price,leg1_exit_reason,leg2_exit_time,leg2_exit_price,leg2_exit_reason,r_multiple,pnl_usd
2025-02-05 10:15:00-05:00,SHORT,Neutral,Trendline,1.04201,1.0427308800931239,1.04015,1.03901,1.03731,2,2025-02-05 15:00:00-05:00,1.04015,TP1,2025-02-05 22:45:00-05:00,1.03901,TP2,3.371,3370.88
2025-02-17 02:30:00-05:00,LONG,Bullish,SessionLow,1.04862,1.048389235760984,1.04981,1.05035,1.05063,2,2025-02-17 02:45:00-05:00,1.048389235760984,SL,2025-02-17 02:45:00-05:00,1.048389235760984,SL,-1.0,-1000.0
2025-05-22 04:15:00-04:00,SHORT,Neutral,Trendline,1.13243,1.1335245130263483,1.1295,1.12862,1.12797,2,2025-05-22 05:00:00-04:00,1.1295,TP1,2025-05-22 08:45:00-04:00,1.12862,TP2,3.079,3078.99
2025-06-03 03:30:00-04:00,LONG,Bullish,Trendline,1.1419,1.1413716378874796,1.14541,,,2,2025-06-03 04:00:00-04:00,1.1413716378874796,SL,2025-06-03 04:00:00-04:00,1.1413716378874796,SL,-1.0,-1000.0
2025-06-17 06:30:00-04:00,SHORT,Bearish,SessionHigh,1.15636,1.156874185434709,1.15494,1.15447,1.15421,2,2025-06-17 07:00:00-04:00,1.156874185434709,SL,2025-06-17 07:00:00-04:00,1.156874185434709,SL,-1.0,-1000.0
2025-07-06 20:30:00-04:00,LONG,Bullish,Trendline,1.17799,1.177398133222917,1.17995,1.18016,1.18028,2,2025-07-06 21:00:00-04:00,1.177398133222917,SL,2025-07-06 21:00:00-04:00,1.177398133222917,SL,-1.0,-1000.0
2025-07-29 06:15:00-04:00,SHORT,Neutral,SessionHigh,1.15871,1.1590668996285753,1.15262,,,2,2025-07-29 08:45:00-04:00,1.15262,TP1,2025-07-29 08:45:00-04:00,1.15262,TP1,17.064,17063.62
2025-08-19 11:15:00-04:00,LONG,Neutral,Trendline,1.16696,1.1664099372658416,1.16874,1.16924,1.17029,2,2025-08-19 11:30:00-04:00,1.1664099372658416,SL,2025-08-19 11:30:00-04:00,1.1664099372658416,SL,-1.0,-1000.0
2025-09-04 06:00:00-04:00,SHORT,Neutral,Trendline,1.16574,1.1660394967615881,1.16382,1.16077,1.15816,2,2025-09-04 08:30:00-04:00,1.16382,TP1,2025-09-04 19:45:00-04:00,1.16574,SL_BE,3.205,3205.38
2025-09-15 03:45:00-04:00,SHORT,Bearish,SessionHigh,1.17334,1.1737104188936724,1.1716,1.17097,1.17011,2,2025-09-15 04:15:00-04:00,1.1737104188936724,SL,2025-09-15 04:15:00-04:00,1.1737104188936724,SL,-1.0,-1000.0
2025-09-23 10:00:00-04:00,LONG,Neutral,Trendline,1.17982,1.1791410665688433,1.18126,1.18202,1.18404,2,2025-09-23 11:15:00-04:00,1.1791410665688433,SL,2025-09-23 11:15:00-04:00,1.1791410665688433,SL,-1.0,-1000.0
2025-10-01 21:15:00-04:00,SHORT,Bearish,Trendline,1.1734499999999999,1.173724386522109,1.17211,1.17152,1.17119,2,2025-10-01 21:30:00-04:00,1.173724386522109,SL,2025-10-01 21:30:00-04:00,1.173724386522109,SL,-1.0,-1000.0
2025-10-03 09:00:00-04:00,LONG,Bullish,Trendline,1.17334,1.17306981550014,1.17431,1.17447,1.17585,2,2025-10-03 09:15:00-04:00,1.17431,TP1,2025-10-03 10:00:00-04:00,1.17447,TP2,3.886,3886.23
2025-10-07 09:30:00-04:00,SHORT,Bearish,Trendline,1.16659,1.1671563605925335,1.16535,1.16524,1.16522,2,2025-10-07 11:00:00-04:00,1.1671563605925335,SL,2025-10-07 11:00:00-04:00,1.1671563605925335,SL,-1.0,-1000.0
2025-10-31 05:15:00-04:00,SHORT,Bearish,SessionHigh,1.15696,1.1574198591640243,1.15546,1.1547,,2,2025-10-31 05:45:00-04:00,1.1574198591640243,SL,2025-10-31 05:45:00-04:00,1.1574198591640243,SL,-1.0,-1000.0
2026-01-08 01:45:00-05:00,SHORT,Bearish,Trendline,1.16815,1.1683001105324904,1.16724,1.16589,1.16425,2,2026-01-08 03:15:00-05:00,1.16724,TP1,2026-01-08 05:00:00-05:00,1.16815,SL_BE,3.031,3031.1
2026-01-13 10:00:00-05:00,LONG,Bullish,SessionLow,1.1655,1.1652178748814124,1.16775,1.16859,1.16985,2,2026-01-13 10:15:00-05:00,1.1652178748814124,SL,2026-01-13 10:15:00-05:00,1.1652178748814124,SL,-1.0,-1000.0
2026-03-09 05:30:00-04:00,SHORT,Neutral,Trendline,1.15554,1.1567125633671929,1.15153,1.15126,1.1507,2,2026-03-09 07:00:00-04:00,1.1567125633671929,SL,2026-03-09 07:00:00-04:00,1.1567125633671929,SL,-1.0,-1000.0
2026-03-19 06:15:00-04:00,SHORT,Bearish,SessionHigh,1.14695,1.1481200862207281,1.14428,1.1414,1.14108,2,2026-03-19 07:00:00-04:00,1.1481200862207281,SL,2026-03-19 07:00:00-04:00,1.1481200862207281,SL,-1.0,-1000.0
2026-04-13 06:45:00-04:00,SHORT,Neutral,SessionHigh,1.1693500000000001,1.1700986835045641,1.16766,1.16639,1.16637,2,2026-04-13 09:15:00-04:00,1.1700986835045641,SL,2026-04-13 09:15:00-04:00,1.1700986835045641,SL,-1.0,-1000.0
2026-04-21 02:45:00-04:00,LONG,Bullish,SessionLow,1.17746,1.1771189477040869,1.17822,1.17861,1.17908,2,2026-04-21 03:00:00-04:00,1.1771189477040869,SL,2026-04-21 03:00:00-04:00,1.1771189477040869,SL,-1.0,-1000.0
2026-05-08 09:00:00-04:00,LONG,Bullish,Trendline,1.17676,1.1758457728753702,1.17966,,,2,2026-05-10 17:00:00-04:00,1.1758457728753702,SL,2026-05-10 17:00:00-04:00,1.1758457728753702,SL,-1.0,-1000.0
2026-05-21 04:45:00-04:00,SHORT,Bearish,Trendline,1.16235,1.1634996011862997,1.15928,1.15814,,2,2026-05-21 08:15:00-04:00,1.15928,TP1,2026-05-21 09:30:00-04:00,1.15814,TP2,3.166,3166.32
2026-06-01 22:00:00-04:00,LONG,Neutral,Trendline,1.16317,1.1629328420940417,1.16368,1.16377,1.16504,2,2026-06-02 00:30:00-04:00,1.16368,TP1,2026-06-02 00:45:00-04:00,1.16377,TP2,2.34,2340.21
2026-07-26 23:30:00-04:00,LONG,Bullish,Trendline,1.14033,1.1399646217653887,1.14145,1.14331,1.14358,2,2026-07-27 02:30:00-04:00,1.14145,TP1,2026-07-27 03:30:00-04:00,1.14033,SL_BE,1.533,1532.66
2026-08-10 10:45:00-04:00,SHORT,Bearish,Trendline,1.1552,1.1554232012797463,1.15438,1.15257,1.15181,2,2026-08-10 12:00:00-04:00,1.1554232012797463,SL,2026-08-10 12:00:00-04:00,1.1554232012797463,SL,-1.0,-1000.0
