entry_time,direction,daily_bias,sweep_kind,entry_price,sl,tp1,tp2,tp3,of_score,leg1_exit_time,leg1_exit_price,leg1_exit_reason,leg2_exit_time,leg2_exit_price,leg2_exit_reason,r_multiple,pnl_usd
2024-09-04 20:05:00-04:00,LONG,Bullish,Trendline,2495.41,2494.9406335880085,2496.8,2496.93,2497.22,2,2024-09-04 20:25:00-04:00,2494.9406335880085,SL,2024-09-04 20:25:00-04:00,2494.9406335880085,SL,-1.0,-1000.0
2024-09-08 21:40:00-04:00,SHORT,Bearish,SessionHigh,2497.98,2498.7631061434035,2495.39,2494.6,2490.6,2,2024-09-08 22:10:00-04:00,2498.7631061434035,SL,2024-09-08 22:10:00-04:00,2498.7631061434035,SL,-1.0,-1000.0
2024-09-09 21:20:00-04:00,LONG,Bullish,Trendline,2505.15,2504.291439846644,2507.56,2517.98,2518.33,2,2024-09-09 21:30:00-04:00,2504.291439846644,SL,2024-09-09 21:30:00-04:00,2504.291439846644,SL,-1.0,-1000.0
2024-09-10 07:05:00-04:00,LONG,Bullish,Trendline,2506.16,2504.7327849951175,2509.56,2517.98,2518.33,2,2024-09-10 07:15:00-04:00,2504.7327849951175,SL,2024-09-10 07:15:00-04:00,2504.7327849951175,SL,-1.0,-1000.0
2024-09-18 22:05:00-04:00,SHORT,Bearish,Trendline,2557.91,2559.394636806904,2550.94,2546.71,,2,2024-09-18 22:10:00-04:00,2559.394636806904,SL,2024-09-18 22:10:00-04:00,2559.394636806904,SL,-1.0,-1000.0
2024-10-08 21:45:00-04:00,SHORT,Bearish,Trendline,2622.2,2623.462856690531,2618.27,2614.94,2614.56,2,2024-10-08 22:00:00-04:00,2618.27,TP1,2024-10-08 23:35:00-04:00,2614.94,TP2,4.43,4430.43
2024-10-09 20:55:00-04:00,SHORT,Bearish,Trendline,2609.33,2610.2902564586543,2605.89,2605.21,2604.77,2,2024-10-09 21:00:00-04:00,2610.2902564586543,SL,2024-10-09 21:00:00-04:00,2610.2902564586543,SL,-1.0,-1000.0
2024-10-14 15:15:00-04:00,SHORT,Bearish,Trendline,2650.79,2651.1615115851423,2647.03,2643.93,2643.17,2,2024-10-14 15:25:00-04:00,2651.1615115851423,SL,2024-10-14 15:25:00-04:00,2651.1615115851423,SL,-1.0,-1000.0
2024-11-20 20:45:00-05:00,LONG,Bullish,Trendline,2654.4,2653.671415914451,2660.41,,,2,2024-11-20 20:55:00-05:00,2653.671415914451,SL,2024-11-20 20:55:00-05:00,2653.671415914451,SL,-1.0,-1000.0
2024-12-12 00:45:00-05:00,LONG,Bullish,Trendline,2715.08,2712.6763308091276,2720.3,2726.15,,2,2024-12-12 01:00:00-05:00,2712.6763308091276,SL,2024-12-12 01:00:00-05:00,2712.6763308091276,SL,-1.0,-1000.0
2024-12-16 07:45:00-05:00,LONG,Bullish,Trendline,2660.08,2658.0206136647594,2664.22,2664.23,2664.61,2,2024-12-16 08:15:00-05:00,2664.22,TP1,2024-12-16 08:15:00-05:00,2664.23,TP2,2.013,2012.74
2024-12-26 03:05:00-05:00,SHORT,Bearish,SessionHigh,2627.96,2628.6945973138777,2623.64,2621.73,2617.71,2,2024-12-26 03:10:00-05:00,2628.6945973138777,SL,2024-12-26 03:10:00-05:00,2628.6945973138777,SL,-1.0,-1000.0
2024-12-31 01:50:00-05:00,SHORT,Bearish,Trendline,2607.75,2608.152995585586,2602.59,2601.34,2596.09,2,2024-12-31 01:55:00-05:00,2608.152995585586,SL,2024-12-31 01:55:00-05:00,2608.152995585586,SL,-1.0,-1000.0
2025-01-30 16:15:00-05:00,LONG,Bullish,Trendline,2793.6,2792.463885156789,2798.49,2799.65,,2,2025-01-30 16:20:00-05:00,2792.463885156789,SL,2025-01-30 16:20:00-05:00,2792.463885156789,SL,-1.0,-1000.0
2025-02-24 02:05:00-05:00,SHORT,Bearish,SessionHigh,2940.68,2942.3594586502404,2936.86,2935.37,2930.78,2,2025-02-24 02:35:00-05:00,2942.3594586502404,SL,2025-02-24 02:35:00-05:00,2942.3594586502404,SL,-1.0,-1000.0
2025-04-09 21:20:00-04:00,LONG,Bullish,Trendline,3084.18,3080.7196766835477,3100.45,3101.29,,2,2025-04-09 21:35:00-04:00,3080.7196766835477,SL,2025-04-09 21:35:00-04:00,3080.7196766835477,SL,-1.0,-1000.0
2025-04-14 02:20:00-04:00,SHORT,Bearish,SessionHigh,3234.83,3236.477645580669,3221.49,3215.41,3210.24,2,2025-04-14 02:25:00-04:00,3236.477645580669,SL,2025-04-14 02:25:00-04:00,3236.477645580669,SL,-1.0,-1000.0
2025-05-12 19:05:00-04:00,SHORT,Bearish,Trendline,3236.4,3237.4060994311353,3229.78,3220.35,3213.64,2,2025-05-12 19:30:00-04:00,3237.4060994311353,SL,2025-05-12 19:30:00-04:00,3237.4060994311353,SL,-1.0,-1000.0
2025-05-20 19:00:00-04:00,LONG,Bullish,Trendline,3291.13,3289.203166202346,3304.16,,,2,2025-05-20 19:10:00-04:00,3289.203166202346,SL,2025-05-20 19:10:00-04:00,3289.203166202346,SL,-1.0,-1000.0
2025-07-25 09:25:00-04:00,SHORT,Bearish,Trendline,3341.93,3344.3977264493797,3336.28,,,2,2025-07-25 09:30:00-04:00,3344.3977264493797,SL,2025-07-25 09:30:00-04:00,3344.3977264493797,SL,-1.0,-1000.0
