entry_time,direction,daily_bias,sweep_kind,entry_price,sl,tp1,tp2,tp3,of_score,leg1_exit_time,leg1_exit_price,leg1_exit_reason,leg2_exit_time,leg2_exit_price,leg2_exit_reason,r_multiple,pnl_usd
2022-07-14 03:15:00-04:00,SHORT,Bearish,Trendline,11674.3,11689.520523625659,11631.6,11569.3,11493.2,2,2022-07-14 03:25:00-04:00,11689.520523625659,SL,2022-07-14 03:25:00-04:00,11689.520523625659,SL,-1.0,-1000.0
2022-07-27 21:40:00-04:00,LONG,Bullish,Trendline,12531.7,12528.588325405435,12543.8,12561.6,12568.0,2,2022-07-27 21:55:00-04:00,12543.8,TP1,2022-07-28 03:00:00-04:00,12531.7,SL_BE,1.944,1944.29
2022-09-20 02:40:00-04:00,LONG,Bullish,SessionLow,11969.9,11965.464507168434,11995.1,12019.8,,2,2022-09-20 03:05:00-04:00,11995.1,TP1,2022-09-20 03:35:00-04:00,11969.9,SL_BE,2.841,2840.72
2022-09-21 01:50:00-04:00,SHORT,Bearish,SessionHigh,11874.7,11880.915000900523,11854.6,11854.45,11854.3,2,2022-09-21 01:55:00-04:00,11854.6,TP1,2022-09-21 01:55:00-04:00,11854.45,TP2,3.246,3246.18
2022-09-27 20:00:00-04:00,SHORT,Bearish,Trendline,11302.3,11310.14698960075,11281.3,11270.8,11219.2,2,2022-09-27 20:05:00-04:00,11310.14698960075,SL,2022-09-27 20:05:00-04:00,11310.14698960075,SL,-1.0,-1000.0
2022-10-03 03:05:00-04:00,LONG,Bullish,Trendline,10946.7,10927.984128068165,11001.9,11088.2,11102.4,2,2022-10-03 03:10:00-04:00,10927.984128068165,SL,2022-10-03 03:10:00-04:00,10927.984128068165,SL,-1.0,-1000.0
2022-10-13 03:20:00-04:00,SHORT,Bearish,Trendline,10788.4,10802.435406313198,10750.1,10713.3,,2,2022-10-13 04:40:00-04:00,10802.435406313198,SL,2022-10-13 04:40:00-04:00,10802.435406313198,SL,-1.0,-1000.0
2022-10-14 03:10:00-04:00,LONG,Bullish,Trendline,11086.9,11079.204474130749,11129.7,11130.75,11131.8,2,2022-10-14 03:15:00-04:00,11079.204474130749,SL,2022-10-14 03:15:00-04:00,11079.204474130749,SL,-1.0,-1000.0
2022-10-18 22:15:00-04:00,LONG,Bullish,Trendline,11300.0,11287.598806798116,11327.4,11332.0,11378.6,2,2022-10-18 22:30:00-04:00,11287.598806798116,SL,2022-10-18 22:30:00-04:00,11287.598806798116,SL,-1.0,-1000.0
2022-10-26 16:45:00-04:00,SHORT,Bearish,Trendline,11429.1,11438.48995355745,11369.1,11329.0,11300.2,2,2022-10-26 16:55:00-04:00,11438.48995355745,SL,2022-10-26 16:55:00-04:00,11438.48995355745,SL,-1.0,-1000.0
2022-10-28 04:50:00-04:00,SHORT,Bearish,Trendline,11076.6,11081.673769932715,11049.0,11019.8,10884.7,2,2022-10-28 05:05:00-04:00,11049.0,TP1,2022-10-28 06:00:00-04:00,11076.6,SL_BE,2.72,2719.87
2022-11-10 03:05:00-05:00,SHORT,Bearish,Trendline,10837.7,10848.130578683715,10806.2,10805.85,10805.5,2,2022-11-10 03:35:00-05:00,10848.130578683715,SL,2022-11-10 03:35:00-05:00,10848.130578683715,SL,-1.0,-1000.0
2022-12-27 02:50:00-05:00,SHORT,Neutral,Trendline,11065.6,11071.699346357625,11050.6,10944.4,10926.0,2,2022-12-27 03:00:00-05:00,11071.699346357625,SL,2022-12-27 03:00:00-05:00,11071.699346357625,SL,-1.0,-1000.0
2023-01-24 10:55:00-05:00,SHORT,Bearish,SessionHigh,11869.5,11893.08049000995,11796.3,11777.0,11775.75,2,2023-01-24 16:00:00-05:00,11893.08049000995,SL,2023-01-24 16:00:00-05:00,11893.08049000995,SL,-1.0,-1000.0
2023-02-14 08:00:00-05:00,LONG,Bullish,Trendline,12540.4,12531.240361234211,12639.2,,,2,2023-02-14 08:05:00-05:00,12531.240361234211,SL,2023-02-14 08:05:00-05:00,12531.240361234211,SL,-1.0,-1000.0
2023-02-22 14:05:00-05:00,LONG,Bullish,Trendline,12129.9,12107.922188310811,12181.13,12195.6,12252.7,2,2023-02-22 14:10:00-05:00,12107.922188310811,SL,2023-02-22 14:10:00-05:00,12107.922188310811,SL,-1.0,-1000.0
2023-03-01 03:30:00-05:00,LONG,Bullish,Trendline,12070.1,12062.433443340504,12092.7,12116.4,12128.8,2,2023-03-01 03:45:00-05:00,12062.433443340504,SL,2023-03-01 03:45:00-05:00,12062.433443340504,SL,-1.0,-1000.0
2023-04-12 03:40:00-04:00,SHORT,Bearish,Trendline,12946.1,12954.964570511349,12906.5,12856.2,12842.8,2,2023-04-12 04:00:00-04:00,12954.964570511349,SL,2023-04-12 04:00:00-04:00,12954.964570511349,SL,-1.0,-1000.0
2023-04-14 02:10:00-04:00,SHORT,Neutral,Trendline,13091.8,13094.138981840468,13081.4,13075.0,13027.6,2,2023-04-14 02:15:00-04:00,13094.138981840468,SL,2023-04-14 02:15:00-04:00,13094.138981840468,SL,-1.0,-1000.0
2023-05-02 01:20:00-04:00,SHORT,Bearish,SessionHigh,13229.5,13231.993555035531,13221.3,13218.0,13217.1,2,2023-05-02 01:25:00-04:00,13231.993555035531,SL,2023-05-02 01:25:00-04:00,13231.993555035531,SL,-1.0,-1000.0
2023-05-02 03:40:00-04:00,LONG,Bullish,Trendline,13234.2,13228.852703076267,13259.2,13286.7,13289.4,2,2023-05-02 04:00:00-04:00,13228.852703076267,SL,2023-05-02 04:00:00-04:00,13228.852703076267,SL,-1.0,-1000.0
2023-05-26 03:20:00-04:00,LONG,Bullish,Trendline,13926.8,13923.236923257622,13951.2,13983.1,13990.2,2,2023-05-26 03:25:00-04:00,13923.236923257622,SL,2023-05-26 03:25:00-04:00,13923.236923257622,SL,-1.0,-1000.0
2023-06-01 20:30:00-04:00,LONG,Bullish,Trendline,14447.3,14443.93123707453,14458.3,14461.6,14465.3,2,2023-06-01 21:00:00-04:00,14443.93123707453,SL,2023-06-01 21:00:00-04:00,14443.93123707453,SL,-1.0,-1000.0
2023-06-08 03:20:00-04:00,SHORT,Bearish,Trendline,14249.1,14253.64078275916,14237.2,14232.0,,2,2023-06-08 03:25:00-04:00,14253.64078275916,SL,2023-06-08 03:25:00-04:00,14253.64078275916,SL,-1.0,-1000.0
2023-07-04 10:20:00-04:00,LONG,Bullish,Trendline,15201.0,15197.985975358399,15212.8,15215.0,15234.9,2,2023-07-04 10:25:00-04:00,15197.985975358399,SL,2023-07-04 10:25:00-04:00,15197.985975358399,SL,-1.0,-1000.0
2023-07-14 02:25:00-04:00,LONG,Bullish,SessionLow,15578.8,15576.490081175833,15594.1,15602.7,,2,2023-07-14 02:35:00-04:00,15576.490081175833,SL,2023-07-14 02:35:00-04:00,15576.490081175833,SL,-1.0,-1000.0
2023-07-24 02:00:00-04:00,LONG,Bullish,SessionLow,15429.1,15422.767131313827,15445.0,15447.0,15453.4,2,2023-07-24 02:05:00-04:00,15422.767131313827,SL,2023-07-24 02:05:00-04:00,15422.767131313827,SL,-1.0,-1000.0
2023-07-25 06:50:00-04:00,LONG,Bullish,Trendline,15491.1,15479.177071036973,15515.0,15538.2,15600.8,2,2023-07-25 09:15:00-04:00,15479.177071036973,SL,2023-07-25 09:15:00-04:00,15479.177071036973,SL,-1.0,-1000.0
2023-07-28 09:10:00-04:00,LONG,Bullish,Trendline,15626.5,15617.673111610007,15749.9,15795.1,,2,2023-07-28 09:30:00-04:00,15617.673111610007,SL,2023-07-28 09:30:00-04:00,15617.673111610007,SL,-1.0,-1000.0
2023-08-01 10:30:00-04:00,SHORT,Bearish,Trendline,15696.6,15719.383991095034,15630.9,,,2,2023-08-01 10:40:00-04:00,15719.383991095034,SL,2023-08-01 10:40:00-04:00,15719.383991095034,SL,-1.0,-1000.0
2023-08-02 20:25:00-04:00,SHORT,Bearish,Trendline,15392.8,15408.454192064297,15352.7,15341.1,15321.8,2,2023-08-02 21:30:00-04:00,15408.454192064297,SL,2023-08-02 21:30:00-04:00,15408.454192064297,SL,-1.0,-1000.0
2023-08-09 22:15:00-04:00,SHORT,Bearish,Trendline,15157.8,15161.77605963638,15136.3,15130.6,15120.7,2,2023-08-09 22:25:00-04:00,15161.77605963638,SL,2023-08-09 22:25:00-04:00,15161.77605963638,SL,-1.0,-1000.0
2023-08-30 21:25:00-04:00,LONG,Bullish,Trendline,15464.4,15461.12853514964,15477.2,15481.2,15483.6,2,2023-08-30 22:20:00-04:00,15477.2,TP1,2023-08-30 22:20:00-04:00,15481.2,TP2,4.524,4523.97
2023-09-06 02:05:00-04:00,SHORT,Neutral,Trendline,15484.0,15488.20328611592,15467.3,15465.4,15449.2,2,2023-09-06 02:45:00-04:00,15467.3,TP1,2023-09-06 02:55:00-04:00,15465.4,TP2,4.199,4199.1
2023-09-07 01:55:00-04:00,SHORT,Bearish,Trendline,15318.4,15327.137269757583,15287.5,,,2,2023-09-07 03:25:00-04:00,15287.5,TP1,2023-09-07 03:25:00-04:00,15287.5,TP1,3.537,3536.57
2023-09-14 21:20:00-04:00,LONG,Bullish,Trendline,15479.0,15475.28601747847,15494.3,15497.4,15513.5,2,2023-09-14 21:35:00-04:00,15475.28601747847,SL,2023-09-14 21:35:00-04:00,15475.28601747847,SL,-1.0,-1000.0
