day,setup_type,direction,signal_time,entry_time,entry_price,stop,target,exit_time,exit_price,exit_reason,r_multiple,pnl_usd
2022-12-01,reversal,SHORT,2022-12-01 10:10:00-05:00,2022-12-01 10:20:00-05:00,1798.91,1802.253865754898,1792.2222684902042,2022-12-01 11:45:00-05:00,1802.253865754898,SL,-1.1166,-558.32
2022-12-05,reversal,SHORT,2022-12-05 09:35:00-05:00,2022-12-05 09:50:00-05:00,1786.68,1791.6807656008473,1776.6784687983056,2022-12-05 10:05:00-05:00,1776.6784687983056,TP,1.922,961.01
2022-12-06,reversal,SHORT,2022-12-06 09:50:00-05:00,2022-12-06 10:00:00-05:00,1774.41,1777.880419252304,1767.4691614953924,2022-12-06 13:50:00-05:00,1767.4691614953924,TP,1.8876,943.81
2022-12-07,reversal,SHORT,2022-12-07 10:30:00-05:00,2022-12-07 10:40:00-05:00,1780.03,1783.8385643258862,1772.4128713482276,2022-12-07 13:00:00-05:00,1783.8385643258862,SL,-1.1024,-551.2
2022-12-12,reversal,LONG,2022-12-12 09:40:00-05:00,2022-12-12 09:50:00-05:00,1788.67,1785.3400568807187,1795.3298862385627,2022-12-12 10:35:00-05:00,1785.3400568807187,SL,-1.1171,-558.56
2022-12-13,reversal,LONG,2022-12-13 09:35:00-05:00,2022-12-13 09:55:00-05:00,1821.93,1814.7195168879603,1836.3509662240797,2022-12-13 10:25:00-05:00,1814.7195168879603,SL,-1.0541,-527.04
2022-12-16,reversal,LONG,2022-12-16 09:40:00-05:00,2022-12-16 09:50:00-05:00,1787.11,1781.9095690536262,1797.5108618927472,2022-12-16 16:55:00-05:00,1792.91,EOD,1.0403,520.15
2023-01-06,reversal,SHORT,2023-01-06 09:35:00-05:00,2023-01-06 09:45:00-05:00,1842.94,1849.209523410112,1830.400953179776,2023-01-06 10:00:00-05:00,1849.209523410112,SL,-1.0622,-531.1
2023-01-27,reversal,SHORT,2023-01-27 10:05:00-05:00,2023-01-27 10:20:00-05:00,1925.43,1929.268330918126,1917.7533381637484,2023-01-27 10:45:00-05:00,1917.7533381637484,TP,1.8984,949.2
2023-01-30,reversal,SHORT,2023-01-30 10:25:00-05:00,2023-01-30 10:40:00-05:00,1927.0,1929.2445468075575,1922.510906384885,2023-01-30 12:25:00-05:00,1922.510906384885,TP,1.8262,913.12
