entry_time,direction,daily_bias,sweep_kind,entry_price,sl,tp1,tp2,tp3,of_score,leg1_exit_time,leg1_exit_price,leg1_exit_reason,leg2_exit_time,leg2_exit_price,leg2_exit_reason,r_multiple,pnl_usd
2022-07-14 11:15:00-04:00,SHORT,Bearish,Trendline,11627.2,11658.392850439204,11480.4,11450.1,,2,2022-07-14 11:30:00-04:00,11658.392850439204,SL,2022-07-14 11:30:00-04:00,11658.392850439204,SL,-1.0,-1000.0
2022-09-21 02:00:00-04:00,SHORT,Bearish,SessionHigh,11841.3,11873.234426166146,11760.1,11742.7,11732.8,2,2022-09-21 03:45:00-04:00,11873.234426166146,SL,2022-09-21 03:45:00-04:00,11873.234426166146,SL,-1.0,-1000.0
2022-10-03 04:30:00-04:00,LONG,Bullish,Trendline,10920.5,10902.325358018721,11001.9,11203.2,11297.6,2,2022-10-03 05:00:00-04:00,10902.325358018721,SL,2022-10-03 05:00:00-04:00,10902.325358018721,SL,-1.0,-1000.0
2022-10-10 03:30:00-04:00,SHORT,Bearish,SessionHigh,11015.8,11042.308856152833,10959.8,10934.1,,2,2022-10-10 04:15:00-04:00,10959.8,TP1,2022-10-10 05:45:00-04:00,11015.8,SL_BE,1.056,1056.25
2022-10-10 20:30:00-04:00,SHORT,Bearish,Trendline,10952.7,10979.457217792762,10822.2,,,2,2022-10-11 03:00:00-04:00,10822.2,TP1,2022-10-11 03:00:00-04:00,10822.2,TP1,4.877,4877.19
2022-11-10 06:00:00-05:00,SHORT,Bearish,Trendline,10844.6,10855.994362476818,10809.4,10806.2,10796.0,2,2022-11-10 06:15:00-05:00,10855.994362476818,SL,2022-11-10 06:15:00-05:00,10855.994362476818,SL,-1.0,-1000.0
2022-11-11 12:45:00-05:00,SHORT,Neutral,SessionHigh,11728.9,11752.305578657642,11605.4,11535.6,11389.1,2,2022-11-11 13:00:00-05:00,11752.305578657642,SL,2022-11-11 13:00:00-05:00,11752.305578657642,SL,-1.0,-1000.0
2023-01-03 07:00:00-05:00,LONG,Bullish,Trendline,10990.7,10948.555796699759,11085.3,11090.2,11097.3,2,2023-01-03 09:30:00-05:00,11085.3,TP1,2023-01-03 09:30:00-05:00,11090.2,TP2,2.303,2302.81
2023-01-09 07:30:00-05:00,SHORT,Bearish,SessionHigh,11096.1,11111.124297353823,11063.5,11043.4,11027.4,2,2023-01-09 08:30:00-05:00,11111.124297353823,SL,2023-01-09 08:30:00-05:00,11111.124297353823,SL,-1.0,-1000.0
2023-03-16 05:15:00-04:00,LONG,Neutral,SessionLow,12271.7,12252.794440071397,12323.0,12330.2,12338.7,2,2023-03-16 05:45:00-04:00,12252.794440071397,SL,2023-03-16 05:45:00-04:00,12252.794440071397,SL,-1.0,-1000.0
2023-04-03 10:00:00-04:00,SHORT,Bearish,SessionHigh,13114.3,13127.292900258437,13055.8,12961.6,12937.9,2,2023-04-03 10:15:00-04:00,13127.292900258437,SL,2023-04-03 10:15:00-04:00,13127.292900258437,SL,-1.0,-1000.0
2023-04-24 10:00:00-04:00,LONG,Bullish,Trendline,12992.5,12981.22393873147,13105.4,13120.7,13131.4,2,2023-04-24 10:30:00-04:00,12981.22393873147,SL,2023-04-24 10:30:00-04:00,12981.22393873147,SL,-1.0,-1000.0
2023-05-01 12:15:00-04:00,SHORT,Neutral,Trendline,13244.9,13255.397107115303,13184.9,13107.3,13097.0,2,2023-05-01 12:30:00-04:00,13255.397107115303,SL,2023-05-01 12:30:00-04:00,13255.397107115303,SL,-1.0,-1000.0
2023-06-23 04:30:00-04:00,LONG,Bullish,SessionLow,14951.1,14934.58412964868,15001.2,15063.8,15074.6,2,2023-06-23 04:45:00-04:00,14934.58412964868,SL,2023-06-23 04:45:00-04:00,14934.58412964868,SL,-1.0,-1000.0
2023-07-26 03:15:00-04:00,SHORT,Neutral,SessionHigh,15550.9,15559.605217748525,15529.7,15519.3,15510.7,2,2023-07-26 03:30:00-04:00,15559.605217748525,SL,2023-07-26 03:30:00-04:00,15559.605217748525,SL,-1.0,-1000.0
2023-08-18 04:15:00-04:00,LONG,Neutral,Trendline,14683.8,14671.55367849551,14717.0,14731.0,14898.1,2,2023-08-18 05:00:00-04:00,14671.55367849551,SL,2023-08-18 05:00:00-04:00,14671.55367849551,SL,-1.0,-1000.0
2023-09-27 15:00:00-04:00,SHORT,Neutral,SessionHigh,14629.3,14650.428363616096,14430.1,,,2,2023-09-28 11:15:00-04:00,14650.428363616096,SL,2023-09-28 11:15:00-04:00,14650.428363616096,SL,-1.0,-1000.0
2023-11-09 04:00:00-05:00,LONG,Bullish,SessionLow,15299.9,15290.291563712224,15343.7,15385.8,,2,2023-11-09 09:30:00-05:00,15343.7,TP1,2023-11-09 10:00:00-05:00,15299.9,SL_BE,2.279,2279.25
2023-11-15 09:15:00-05:00,LONG,Bullish,Trendline,15886.3,15863.72556869726,15976.2,,,2,2023-11-15 09:30:00-05:00,15863.72556869726,SL,2023-11-15 09:30:00-05:00,15863.72556869726,SL,-1.0,-1000.0
2023-11-23 05:30:00-05:00,LONG,Bullish,Trendline,16020.2,16015.870874598879,16039.4,16056.8,16122.8,2,2023-11-23 07:30:00-05:00,16015.870874598879,SL,2023-11-23 07:30:00-05:00,16015.870874598879,SL,-1.0,-1000.0
2023-12-13 03:00:00-05:00,SHORT,Bearish,SessionHigh,16386.8,16392.972789647174,16369.0,16365.4,16355.0,2,2023-12-13 08:30:00-05:00,16392.972789647174,SL,2023-12-13 08:30:00-05:00,16392.972789647174,SL,-1.0,-1000.0
2024-04-03 04:30:00-04:00,SHORT,Bearish,Trendline,18089.91,18101.974198477918,18063.91,18063.55,18063.19,2,2024-04-03 04:45:00-04:00,18101.974198477918,SL,2024-04-03 04:45:00-04:00,18101.974198477918,SL,-1.0,-1000.0
2024-04-08 05:00:00-04:00,LONG,Bullish,Trendline,18097.87,18073.879635929443,18158.87,18186.39,18213.28,2,2024-04-08 08:45:00-04:00,18158.87,TP1,2024-04-08 09:30:00-04:00,18097.87,SL_BE,1.271,1271.34
2024-05-09 07:30:00-04:00,SHORT,Bearish,SessionHigh,18059.93,18063.404581134117,18004.68,17979.67,17971.79,2,2024-05-09 07:45:00-04:00,18063.404581134117,SL,2024-05-09 07:45:00-04:00,18063.404581134117,SL,-1.0,-1000.0
2024-05-21 07:00:00-04:00,SHORT,Neutral,SessionHigh,18681.05,18686.189343906422,18654.8,18630.9,18558.17,2,2024-05-21 08:30:00-04:00,18654.8,TP1,2024-05-21 09:00:00-04:00,18630.9,TP2,7.433,7432.86
2024-07-09 10:45:00-04:00,LONG,Bullish,SessionLow,20493.2,20473.88214013172,20554.95,,,2,2024-07-09 11:00:00-04:00,20473.88214013172,SL,2024-07-09 11:00:00-04:00,20473.88214013172,SL,-1.0,-1000.0
2024-09-17 10:45:00-04:00,LONG,Bullish,Trendline,19528.9,19512.338703850714,19636.05,,,2,2024-09-17 11:00:00-04:00,19512.338703850714,SL,2024-09-17 11:00:00-04:00,19512.338703850714,SL,-1.0,-1000.0
2024-09-23 09:15:00-04:00,SHORT,Neutral,Trendline,19848.54,19863.688171186855,19817.29,19789.29,19728.41,2,2024-09-23 09:30:00-04:00,19817.29,TP1,2024-09-23 09:45:00-04:00,19848.54,SL_BE,1.031,1031.48
2024-09-30 12:15:00-04:00,SHORT,Bearish,SessionHigh,20029.0,20059.336361406604,19920.75,19912.28,19900.27,2,2024-09-30 14:15:00-04:00,19920.75,TP1,2024-09-30 14:15:00-04:00,19912.28,TP2,3.708,3707.93
2025-02-07 03:45:00-05:00,LONG,Bullish,Trendline,21716.91,21703.57432752803,21754.41,21765.31,21771.69,2,2025-02-07 08:30:00-05:00,21703.57432752803,SL,2025-02-07 08:30:00-05:00,21703.57432752803,SL,-1.0,-1000.0
2025-02-17 11:30:00-05:00,SHORT,Neutral,Trendline,22159.5,22174.83914270529,22111.1,22070.3,22006.4,2,2025-02-17 21:45:00-05:00,22174.83914270529,SL,2025-02-17 21:45:00-05:00,22174.83914270529,SL,-1.0,-1000.0
2025-03-12 04:15:00-04:00,SHORT,Neutral,Trendline,19423.8,19454.604711822813,19356.7,19339.9,19170.3,2,2025-03-12 04:30:00-04:00,19454.604711822813,SL,2025-03-12 04:30:00-04:00,19454.604711822813,SL,-1.0,-1000.0
2025-03-17 11:00:00-04:00,LONG,Bullish,Trendline,19674.6,19642.711818416974,19827.35,19903.5,,2,2025-03-17 11:30:00-04:00,19642.711818416974,SL,2025-03-17 11:30:00-04:00,19642.711818416974,SL,-1.0,-1000.0
2025-06-04 08:15:00-04:00,LONG,Bullish,SessionLow,21637.35,21629.539532374252,21765.85,21806.35,,2,2025-06-04 10:00:00-04:00,21629.539532374252,SL,2025-06-04 10:00:00-04:00,21629.539532374252,SL,-1.0,-1000.0
2025-10-02 02:45:00-04:00,LONG,Bullish,Trendline,24847.4,24841.529752004957,24861.0,24861.15,24861.3,2,2025-10-02 03:00:00-04:00,24841.529752004957,SL,2025-10-02 03:00:00-04:00,24841.529752004957,SL,-1.0,-1000.0
2025-10-02 11:15:00-04:00,LONG,Bullish,SessionLow,24826.1,24795.743064963408,24964.5,,,2,2025-10-02 11:30:00-04:00,24795.743064963408,SL,2025-10-02 11:30:00-04:00,24795.743064963408,SL,-1.0,-1000.0
2025-10-16 09:15:00-04:00,LONG,Bullish,Trendline,24872.8,24854.345278559747,24939.5,25200.0,,2,2025-10-16 09:45:00-04:00,24939.5,TP1,2025-10-16 10:00:00-04:00,24872.8,SL_BE,1.807,1807.13
2025-11-10 12:45:00-05:00,SHORT,Neutral,SessionHigh,25532.4,25556.71554387808,25350.4,25350.1,25349.8,2,2025-11-10 13:30:00-05:00,25556.71554387808,SL,2025-11-10 13:30:00-05:00,25556.71554387808,SL,-1.0,-1000.0
2025-12-08 08:00:00-05:00,SHORT,Neutral,SessionHigh,25776.0,25786.232825196254,25727.9,25725.4,25664.9,2,2025-12-08 08:15:00-05:00,25786.232825196254,SL,2025-12-08 08:15:00-05:00,25786.232825196254,SL,-1.0,-1000.0
2025-12-23 10:45:00-05:00,SHORT,Bearish,SessionHigh,25498.2,25522.31512626238,25375.4,25311.5,25305.3,2,2025-12-23 11:45:00-05:00,25522.31512626238,SL,2025-12-23 11:45:00-05:00,25522.31512626238,SL,-1.0,-1000.0
2026-01-13 14:00:00-05:00,LONG,Bullish,SessionLow,25665.2,25637.011822165372,25859.9,25876.5,25877.95,2,2026-01-14 05:15:00-05:00,25637.011822165372,SL,2026-01-14 05:15:00-05:00,25637.011822165372,SL,-1.0,-1000.0
2026-02-03 03:30:00-05:00,LONG,Bullish,Trendline,25877.0,25859.072888129045,25915.5,25916.7,25917.9,2,2026-02-03 03:45:00-05:00,25859.072888129045,SL,2026-02-03 03:45:00-05:00,25859.072888129045,SL,-1.0,-1000.0
2026-02-12 09:15:00-05:00,LONG,Bullish,Trendline,25263.5,25236.193956283027,25338.7,25380.3,25385.3,2,2026-02-12 09:30:00-05:00,25236.193956283027,SL,2026-02-12 09:30:00-05:00,25236.193956283027,SL,-1.0,-1000.0
2026-05-27 10:00:00-04:00,LONG,Bullish,SessionLow,29943.3,29858.01828253891,30306.5,,,2,2026-05-27 10:15:00-04:00,29858.01828253891,SL,2026-05-27 10:15:00-04:00,29858.01828253891,SL,-1.0,-1000.0
2026-06-15 05:45:00-04:00,LONG,Bullish,Trendline,30225.7,30196.820792337327,30305.0,30545.2,30641.8,2,2026-06-15 09:15:00-04:00,30305.0,TP1,2026-06-15 11:45:00-04:00,30545.2,TP2,6.905,6904.62
