entry_time,direction,exit_reason,spread_price,r_multiple_gross,r_multiple_net,pnl_usd_net
2020-04-13 06:00:00-04:00,SHORT,SL,0.000137,-1.0,-1.0439,-1043.94
2021-04-09 13:00:00-04:00,SHORT,SL,0.00023,-1.0,-1.1226,-1122.64
2021-08-26 08:00:00-04:00,SHORT,SL,0.00019,-1.0,-1.1934,-1193.42
2021-10-07 02:00:00-04:00,LONG,SL,0.000201,-1.0,-1.072,-1071.95
2021-10-13 09:00:00-04:00,LONG,TP,0.000191,2.3996,2.2933,2293.34
2021-10-27 11:00:00-04:00,LONG,SL,0.000195,-1.0,-1.145,-1144.98
2022-02-17 03:00:00-05:00,SHORT,TP,0.000197,2.4138,2.3246,2324.56
2022-05-03 07:00:00-04:00,LONG,TP,0.000193,4.6423,4.5075,4507.5
2023-12-07 08:00:00-05:00,LONG,TP,0.00016,2.022,1.9237,1923.67
2023-12-15 03:00:00-05:00,SHORT,SL,0.00016,-1.0,-1.0666,-1066.65
2025-08-07 07:00:00-04:00,SHORT,SL,0.000179,-1.0,-1.0604,-1060.35
2025-09-12 06:00:00-04:00,SHORT,SL,0.000185,-1.0,-1.076,-1076.01
