entry_time,direction,exit_reason,spread_price,r_multiple_gross,r_multiple_net,pnl_usd_net
2020-01-07 22:30:00-05:00,LONG,TP,0.0214,2.271,2.089,2088.98
2020-01-28 11:00:00-05:00,LONG,SL,0.0212,-1.0,-1.2763,-1276.29
2020-02-07 02:30:00-05:00,LONG,SL,0.0212,-1.0,-1.4371,-1437.08
2020-12-29 10:00:00-05:00,SHORT,TP,0.020067,2.341,2.0614,2061.41
2021-06-09 11:00:00-04:00,LONG,SL,0.022133,-1.0,-1.3866,-1386.57
2021-06-29 05:00:00-04:00,SHORT,SL,0.022133,-1.0,-1.5258,-1525.79
2021-07-06 04:30:00-04:00,SHORT,TP,0.022033,4.709,4.4301,4430.08
2021-07-07 09:30:00-04:00,SHORT,TP,0.022,2.564,2.3778,2377.84
2021-07-12 04:30:00-04:00,SHORT,SL,0.022233,-1.0,-1.3679,-1367.9
2021-07-22 10:30:00-04:00,SHORT,SL,0.022233,-1.0,-1.2349,-1234.92
2021-08-27 10:30:00-04:00,LONG,SL,0.022033,-1.0,-1.1939,-1193.87
2021-08-31 13:00:00-04:00,LONG,TP,0.022633,3.684,3.3797,3379.69
2021-09-16 10:00:00-04:00,LONG,SL,0.0223,-1.0,-1.2975,-1297.46
2021-11-09 10:30:00-05:00,SHORT,SL,0.0242,-1.0,-1.265,-1264.96
2022-03-28 21:30:00-04:00,LONG,SL,0.025467,-1.0,-1.1168,-1116.79
2022-05-30 09:30:00-04:00,LONG,SL,0.021633,-1.0,-1.1942,-1194.17
2022-05-31 23:00:00-04:00,LONG,TP,0.022867,3.606,3.34,3340.01
2022-06-02 11:00:00-04:00,LONG,TP,0.0146,3.252,3.1426,3142.61
2022-12-26 20:00:00-05:00,LONG,SL,0.019733,-1.0,-1.1261,-1126.1
2023-01-03 19:30:00-05:00,LONG,SL,0.021933,-1.0,-1.1139,-1113.88
2023-01-30 05:00:00-05:00,LONG,SL,0.021067,-1.0,-1.1917,-1191.69
2023-02-14 10:00:00-05:00,LONG,TP,0.021,4.999,4.949,4948.96
2023-03-20 06:30:00-04:00,SHORT,SL,0.021367,-1.0,-1.0985,-1098.53
2023-04-25 03:30:00-04:00,LONG,SL,0.021,-1.0,-1.1724,-1172.43
2023-05-11 10:30:00-04:00,SHORT,SL,0.021,-1.0,-1.13,-1130.0
2023-06-23 11:30:00-04:00,LONG,SL,0.022467,-1.0,-1.1523,-1152.3
2023-09-26 02:30:00-04:00,LONG,SL,0.019,-1.0,-1.2021,-1202.09
2024-04-05 10:30:00-04:00,LONG,TP,0.019,2.412,2.2265,2226.47
2024-06-03 08:00:00-04:00,SHORT,TP,0.019,2.154,2.0041,2004.09
2024-06-20 22:30:00-04:00,LONG,SL,0.020933,-1.0,-1.1448,-1144.85
2024-06-21 12:30:00-04:00,LONG,SL,0.020967,-1.0,-1.2792,-1279.15
2024-06-28 11:30:00-04:00,LONG,SL,0.016,-1.0,-1.1513,-1151.29
2024-07-31 01:30:00-04:00,SHORT,TP,0.021233,3.481,3.4242,3424.18
2024-08-23 12:30:00-04:00,SHORT,TP,0.019,2.238,2.1306,2130.61
2024-09-25 22:30:00-04:00,LONG,SL,0.015967,-1.0,-1.1665,-1166.49
2024-11-06 20:00:00-05:00,LONG,SL,0.011933,-1.0,-1.055,-1054.98
2024-12-06 10:30:00-05:00,SHORT,SL,0.0119,-1.0,-1.0551,-1055.06
2024-12-06 11:00:00-05:00,SHORT,SL,0.012,-1.0,-1.0519,-1051.9
2024-12-11 05:30:00-05:00,LONG,SL,0.013567,-1.0,-1.0957,-1095.7
2025-01-20 20:30:00-05:00,SHORT,SL,0.0123,-1.0,-1.0408,-1040.84
2025-05-04 22:00:00-04:00,SHORT,SL,0.022,-1.0,-1.1581,-1158.06
2025-05-07 17:00:00-04:00,LONG,SL,0.036467,-1.0,-1.4388,-1438.76
2025-06-18 16:30:00-04:00,LONG,SL,0.0272,-1.0,-1.2377,-1237.71
2025-08-18 04:30:00-04:00,LONG,TP,0.02,2.228,2.0438,2043.84
2025-09-16 21:30:00-04:00,SHORT,SL,0.021,-1.0,-1.1631,-1163.08
2025-09-23 06:30:00-04:00,SHORT,SL,0.02,-1.0,-1.296,-1296.0
2026-04-16 12:00:00-04:00,LONG,TP,0.014,2.243,2.0963,2096.29
2026-06-17 05:30:00-04:00,SHORT,SL,0.014,-1.0,-1.2665,-1266.5
