entry_time,direction,daily_bias,sweep_kind,entry_price,sl,tp1,tp2,tp3,of_score,leg1_exit_time,leg1_exit_price,leg1_exit_reason,leg2_exit_time,leg2_exit_price,leg2_exit_reason,r_multiple,pnl_usd
2024-09-05 09:00:00-04:00,LONG,Bullish,Trendline,2514.75,2513.4359431448897,2524.72,2526.75,2528.6,2,2024-09-05 09:45:00-04:00,2513.4359431448897,SL,2024-09-05 09:45:00-04:00,2513.4359431448897,SL,-1.0,-1000.0
2024-09-10 04:00:00-04:00,LONG,Neutral,SessionLow,2501.54,2500.460614134434,2518.33,2529.08,,2,2024-09-10 04:30:00-04:00,2500.460614134434,SL,2024-09-10 04:30:00-04:00,2500.460614134434,SL,-1.0,-1000.0
2024-10-02 15:15:00-04:00,SHORT,Neutral,SessionHigh,2657.78,2660.174582401847,2647.07,2641.02,2637.29,2,2024-10-02 18:30:00-04:00,2660.174582401847,SL,2024-10-02 18:30:00-04:00,2660.174582401847,SL,-1.0,-1000.0
2024-10-08 21:30:00-04:00,SHORT,Bearish,Trendline,2621.8,2623.171219557598,2605.51,2604.77,,2,2024-10-09 01:30:00-04:00,2623.171219557598,SL,2024-10-09 01:30:00-04:00,2623.171219557598,SL,-1.0,-1000.0
2024-10-09 20:15:00-04:00,SHORT,Bearish,Trendline,2608.94,2609.699952928853,2605.21,2604.77,,2,2024-10-09 20:30:00-04:00,2609.699952928853,SL,2024-10-09 20:30:00-04:00,2609.699952928853,SL,-1.0,-1000.0
2024-10-18 04:00:00-04:00,LONG,Bullish,SessionLow,2703.21,2702.1947039645984,2714.07,,,2,2024-10-18 04:30:00-04:00,2702.1947039645984,SL,2024-10-18 04:30:00-04:00,2702.1947039645984,SL,-1.0,-1000.0
2024-10-24 09:00:00-04:00,LONG,Bullish,Trendline,2739.8,2735.309732027531,2752.93,2758.47,,2,2024-10-24 09:45:00-04:00,2735.309732027531,SL,2024-10-24 09:45:00-04:00,2735.309732027531,SL,-1.0,-1000.0
2024-10-30 09:45:00-04:00,LONG,Neutral,SessionLow,2777.34,2772.9373952778615,2789.84,,,2,2024-10-30 11:00:00-04:00,2772.9373952778615,SL,2024-10-30 11:00:00-04:00,2772.9373952778615,SL,-1.0,-1000.0
2024-10-30 23:15:00-04:00,LONG,Bullish,Trendline,2785.47,2784.0594440857744,2789.02,2790.09,,2,2024-10-31 00:00:00-04:00,2784.0594440857744,SL,2024-10-31 00:00:00-04:00,2784.0594440857744,SL,-1.0,-1000.0
2024-11-13 09:30:00-05:00,LONG,Bullish,Trendline,2609.86,2606.704832640305,2618.81,2627.13,2675.33,2,2024-11-13 09:45:00-05:00,2606.704832640305,SL,2024-11-13 09:45:00-05:00,2606.704832640305,SL,-1.0,-1000.0
