entry_time,direction,entry_price,stop,target,exit_time,exit_price,exit_reason,r_multiple,pnl_usd,confirmations
2020-02-06 20:30:00-05:00,LONG,1567.34,1566.0810069882755,1571.43,2020-02-06 21:00:00-05:00,1566.0810069882755,SL,-1.0,-1000.0,5
2020-02-11 12:00:00-05:00,SHORT,1566.18,1567.7572476270564,1560.07,2020-02-11 13:30:00-05:00,1567.7572476270564,SL,-1.0,-1000.0,4
2020-03-13 10:00:00-04:00,SHORT,1573.83,1583.3925677814664,1551.16,2020-03-13 11:30:00-04:00,1551.16,TP,2.371,2370.7,3
2020-05-19 05:00:00-04:00,SHORT,1735.78,1739.3716485643756,1725.6,2020-05-19 09:00:00-04:00,1739.3716485643756,SL,-1.0,-1000.0,4
2020-07-15 11:00:00-04:00,LONG,1808.62,1805.6291347032343,1814.97,2020-07-16 02:30:00-04:00,1805.6291347032343,SL,-1.0,-1000.0,3
2020-08-18 03:00:00-04:00,LONG,2002.16,1996.1912528062776,2029.82,2020-08-18 10:00:00-04:00,1996.1912528062776,SL,-1.0,-1000.0,3
2020-08-25 06:30:00-04:00,SHORT,1924.22,1930.300054996719,1911.18,2020-08-25 07:00:00-04:00,1930.300054996719,SL,-1.0,-1000.0,5
2020-09-02 04:30:00-04:00,SHORT,1965.17,1968.0734732027054,1954.15,2020-09-02 05:00:00-04:00,1968.0734732027054,SL,-1.0,-1000.0,3
2021-05-14 04:00:00-04:00,LONG,1834.27,1831.0870974467455,1843.46,2021-05-16 18:00:00-04:00,1843.46,TP,2.887,2887.3,4
2021-07-23 10:30:00-04:00,LONG,1798.26,1794.2129183237987,1810.26,2021-07-26 03:00:00-04:00,1810.26,TP,2.965,2965.1,5
2021-08-02 08:30:00-04:00,SHORT,1806.6,1811.3750779159252,1792.4,2021-08-02 09:30:00-04:00,1811.3750779159252,SL,-1.0,-1000.0,5
2021-10-18 03:30:00-04:00,SHORT,1764.29,1767.3398531186601,1757.77,2021-10-18 08:00:00-04:00,1767.3398531186601,SL,-1.0,-1000.0,5
2022-01-31 10:00:00-05:00,LONG,1797.17,1793.030391005003,1816.76,2022-02-03 09:30:00-05:00,1793.030391005003,SL,-1.0,-1000.0,5
2022-03-22 06:30:00-04:00,SHORT,1927.33,1930.693373505425,1917.51,2022-03-22 08:30:00-04:00,1930.693373505425,SL,-1.0,-1000.0,3
2022-06-20 00:00:00-04:00,LONG,1844.61,1842.4477947410494,1852.92,2022-06-20 01:00:00-04:00,1842.4477947410494,SL,-1.0,-1000.0,3
2022-07-01 02:00:00-04:00,SHORT,1797.69,1800.0560544372765,1786.73,2022-07-01 07:30:00-04:00,1786.73,TP,4.632,4632.18,3
2022-07-22 10:30:00-04:00,LONG,1732.79,1728.6963971433922,1745.29,2022-07-22 12:30:00-04:00,1728.6963971433922,SL,-1.0,-1000.0,5
2022-08-28 22:30:00-04:00,SHORT,1726.4,1728.3364297006265,1711.43,2022-08-29 06:30:00-04:00,1728.3364297006265,SL,-1.0,-1000.0,4
2022-10-10 22:30:00-04:00,SHORT,1665.23,1667.6839084680933,1659.5,2022-10-11 02:00:00-04:00,1667.6839084680933,SL,-1.0,-1000.0,5
2022-11-15 03:30:00-05:00,LONG,1777.43,1773.300540894201,1786.33,2022-11-15 04:30:00-05:00,1773.300540894201,SL,-1.0,-1000.0,3
2023-02-14 10:00:00-05:00,SHORT,1858.62,1866.4862346132197,1834.38,2023-02-15 03:00:00-05:00,1834.38,TP,3.082,3081.53,3
2023-02-21 10:30:00-05:00,SHORT,1838.63,1842.7103699295008,1830.08,2023-02-22 07:00:00-05:00,1842.7103699295008,SL,-1.0,-1000.0,4
2023-05-10 04:30:00-04:00,LONG,2028.36,2025.7469787420769,2038.09,2023-05-10 08:00:00-04:00,2025.7469787420769,SL,-1.0,-1000.0,3
2023-05-19 12:00:00-04:00,LONG,1975.84,1972.2822286369399,1985.86,2023-05-22 01:30:00-04:00,1972.2822286369399,SL,-1.0,-1000.0,4
2023-07-05 11:30:00-04:00,SHORT,1923.11,1925.301808827444,1911.5,2023-07-06 07:00:00-04:00,1925.301808827444,SL,-1.0,-1000.0,3
2023-07-13 02:30:00-04:00,LONG,1962.69,1960.6121521644457,1967.78,2023-07-13 03:00:00-04:00,1960.6121521644457,SL,-1.0,-1000.0,3
2023-07-25 08:00:00-04:00,SHORT,1958.63,1963.7836028359384,1945.62,2023-07-25 11:00:00-04:00,1963.7836028359384,SL,-1.0,-1000.0,5
2023-08-24 11:30:00-04:00,LONG,1920.94,1919.4355369415848,1930.06,2023-08-24 12:00:00-04:00,1919.4355369415848,SL,-1.0,-1000.0,3
2023-09-19 11:30:00-04:00,LONG,1932.98,1931.5738288245943,1937.26,2023-09-19 12:30:00-04:00,1931.5738288245943,SL,-1.0,-1000.0,3
2023-09-21 10:30:00-04:00,SHORT,1920.0,1924.2200720712704,1900.86,2023-09-21 22:00:00-04:00,1924.2200720712704,SL,-1.0,-1000.0,3
2023-12-14 10:30:00-05:00,LONG,2040.27,2035.4452152183947,2090.43,2023-12-14 12:30:00-05:00,2035.4452152183947,SL,-1.0,-1000.0,4
2024-01-19 10:30:00-05:00,LONG,2027.52,2023.05921337276,2044.98,2024-01-22 00:00:00-05:00,2023.05921337276,SL,-1.0,-1000.0,4
2024-01-30 11:00:00-05:00,LONG,2032.82,2030.8981202046907,2050.88,2024-01-31 09:30:00-05:00,2050.88,TP,9.397,9397.05,3
2024-02-02 11:00:00-05:00,SHORT,2034.5,2037.5548296793706,2020.33,2024-02-02 13:00:00-05:00,2037.5548296793706,SL,-1.0,-1000.0,3
2024-04-10 12:00:00-04:00,SHORT,2336.41,2341.9764644120405,2319.22,2024-04-10 13:30:00-04:00,2341.9764644120405,SL,-1.0,-1000.0,4
2024-07-23 22:30:00-04:00,LONG,2413.93,2409.6589782722413,2469.76,2024-07-24 05:00:00-04:00,2409.6589782722413,SL,-1.0,-1000.0,4
2024-08-15 10:30:00-04:00,SHORT,2452.12,2459.535204651264,2423.65,2024-08-15 11:30:00-04:00,2459.535204651264,SL,-1.0,-1000.0,4
2024-10-15 10:30:00-04:00,SHORT,2659.7,2665.070336712713,2637.87,2024-10-15 11:30:00-04:00,2665.070336712713,SL,-1.0,-1000.0,3
2024-11-04 23:00:00-05:00,SHORT,2735.25,2736.791786141145,2716.72,2024-11-05 00:30:00-05:00,2736.791786141145,SL,-1.0,-1000.0,3
2024-11-06 22:00:00-05:00,SHORT,2656.36,2660.3855371565783,2637.87,2024-11-06 22:30:00-05:00,2660.3855371565783,SL,-1.0,-1000.0,4
