entry_time,direction,daily_bias,sweep_kind,entry_price,sl,tp1,tp2,tp3,of_score,leg1_exit_time,leg1_exit_price,leg1_exit_reason,leg2_exit_time,leg2_exit_price,leg2_exit_reason,r_multiple,pnl_usd
2024-10-31 11:00:00-04:00,LONG,Bullish,Trendline,1.08552,1.0845039606624098,1.09013,1.09165,1.09365,2,2024-11-01 08:00:00-04:00,1.09013,TP1,2024-11-01 10:00:00-04:00,1.08552,SL_BE,2.269,2268.61
2024-11-15 03:00:00-05:00,SHORT,Neutral,SessionHigh,1.05698,1.0585475360085486,1.05118,1.04961,,2,2024-11-15 08:00:00-05:00,1.0585475360085486,SL,2024-11-15 08:00:00-05:00,1.0585475360085486,SL,-1.0,-1000.0
2025-04-29 12:00:00-04:00,SHORT,Bearish,SessionHigh,1.14029,1.1417091380250735,1.13696,1.13391,1.1329,2,2025-04-29 21:00:00-04:00,1.13696,TP1,2025-04-30 11:00:00-04:00,1.13391,TP2,3.421,3421.09
2025-06-13 00:00:00-04:00,LONG,Neutral,SessionLow,1.15247,1.1508248300206576,1.16141,1.16313,,2,2025-06-13 06:00:00-04:00,1.1508248300206576,SL,2025-06-13 06:00:00-04:00,1.1508248300206576,SL,-1.0,-1000.0
2025-07-29 06:00:00-04:00,SHORT,Neutral,SessionHigh,1.15736,1.159191500718007,1.15262,,,2,2025-07-29 08:00:00-04:00,1.15262,TP1,2025-07-29 08:00:00-04:00,1.15262,TP1,2.588,2588.04
2025-10-22 04:00:00-04:00,SHORT,Bearish,Trendline,1.15979,1.1614497274197533,1.15427,1.154225,1.15418,2,2025-10-22 11:00:00-04:00,1.1614497274197533,SL,2025-10-22 11:00:00-04:00,1.1614497274197533,SL,-1.0,-1000.0
2026-02-24 16:00:00-05:00,LONG,Neutral,SessionLow,1.17718,1.1766220373933056,1.17901,1.17929,1.17942,2,2026-02-24 21:00:00-05:00,1.17901,TP1,2026-02-24 21:00:00-05:00,1.17929,TP2,3.531,3530.7
2026-03-05 12:00:00-05:00,LONG,Neutral,SessionLow,1.15877,1.156574134061215,1.16444,1.16459,1.16474,2,2026-03-06 06:00:00-05:00,1.156574134061215,SL,2026-03-06 06:00:00-05:00,1.156574134061215,SL,-1.0,-1000.0
2026-03-26 18:00:00-04:00,SHORT,Bearish,Trendline,1.15383,1.1561101149443658,1.14835,1.14428,1.1414,2,2026-03-30 05:00:00-04:00,1.14835,TP1,2026-03-30 11:00:00-04:00,1.14428,TP2,3.296,3295.89
2026-04-08 12:00:00-04:00,LONG,Bullish,SessionLow,1.16817,1.1665877480977445,1.17216,,,2,2026-04-08 14:00:00-04:00,1.1665877480977445,SL,2026-04-08 14:00:00-04:00,1.1665877480977445,SL,-1.0,-1000.0
2026-04-23 11:00:00-04:00,SHORT,Neutral,SessionHigh,1.17033,1.171064031646534,1.16781,1.167735,1.16766,2,2026-04-23 13:00:00-04:00,1.16781,TP1,2026-04-23 13:00:00-04:00,1.167735,TP2,3.484,3484.18
2026-07-22 20:00:00-04:00,SHORT,Bearish,SessionHigh,1.14174,1.142298280406621,1.14036,1.14004,1.13959,2,2026-07-22 22:00:00-04:00,1.142298280406621,SL,2026-07-22 22:00:00-04:00,1.142298280406621,SL,-1.0,-1000.0
