entry_time,direction,entry_price,stop,target,exit_time,exit_price,exit_reason,r_multiple,pnl_usd,confirmations
2020-01-13 19:25:00-05:00,SHORT,1543.8,1544.2307387674857,1540.07,2020-01-13 20:10:00-05:00,1540.07,TP,8.66,8659.54,3
2020-01-29 03:25:00-05:00,SHORT,1567.46,1568.0482533729382,1565.91,2020-01-29 03:35:00-05:00,1568.0482533729382,SL,-1.0,-1000.0,3
2020-01-29 03:45:00-05:00,SHORT,1569.06,1569.6824827567805,1565.91,2020-01-29 04:10:00-05:00,1569.6824827567805,SL,-1.0,-1000.0,3
2020-04-01 01:30:00-04:00,SHORT,1584.79,1585.8644518267706,1579.21,2020-04-01 01:35:00-04:00,1585.8644518267706,SL,-1.0,-1000.0,3
2020-04-08 07:50:00-04:00,SHORT,1648.25,1650.0041028311714,1641.56,2020-04-08 08:35:00-04:00,1650.0041028311714,SL,-1.0,-1000.0,3
2020-04-20 02:40:00-04:00,SHORT,1680.61,1683.236543638986,1671.53,2020-04-20 05:10:00-04:00,1683.236543638986,SL,-1.0,-1000.0,5
2020-06-04 20:40:00-04:00,LONG,1714.82,1714.158086773596,1716.92,2020-06-04 20:55:00-04:00,1714.158086773596,SL,-1.0,-1000.0,6
2020-06-26 00:05:00-04:00,SHORT,1759.91,1760.612296288034,1757.76,2020-06-26 00:20:00-04:00,1760.612296288034,SL,-1.0,-1000.0,3
2020-07-07 20:25:00-04:00,LONG,1794.35,1793.27804128218,1797.14,2020-07-07 20:35:00-04:00,1793.27804128218,SL,-1.0,-1000.0,3
2020-07-10 08:55:00-04:00,LONG,1807.18,1806.5115458215294,1815.35,2020-07-10 09:30:00-04:00,1806.5115458215294,SL,-1.0,-1000.0,3
2020-07-22 02:05:00-04:00,LONG,1857.81,1855.7068381925224,1865.64,2020-07-22 03:25:00-04:00,1855.7068381925224,SL,-1.0,-1000.0,4
2020-09-02 15:35:00-04:00,SHORT,1940.82,1942.0597139313782,1936.91,2020-09-02 15:40:00-04:00,1942.0597139313782,SL,-1.0,-1000.0,4
2020-09-16 02:05:00-04:00,SHORT,1959.57,1960.5517282197873,1957.47,2020-09-16 02:10:00-04:00,1957.47,TP,2.139,2139.08,4
2020-10-16 08:35:00-04:00,LONG,1909.45,1906.849738290034,1923.91,2020-10-16 08:45:00-04:00,1906.849738290034,SL,-1.0,-1000.0,3
2020-10-20 01:55:00-04:00,SHORT,1901.57,1902.848251730893,1894.65,2020-10-20 02:25:00-04:00,1902.848251730893,SL,-1.0,-1000.0,3
2020-10-27 11:45:00-04:00,LONG,1909.44,1908.4430335748982,1914.03,2020-10-27 11:55:00-04:00,1908.4430335748982,SL,-1.0,-1000.0,3
2020-11-22 21:50:00-05:00,LONG,1872.69,1871.588088759032,1875.77,2020-11-23 01:30:00-05:00,1875.77,TP,2.795,2795.14,5
2020-12-04 01:05:00-05:00,LONG,1840.2,1839.558528558969,1842.8,2020-12-04 01:45:00-05:00,1842.8,TP,4.053,4053.18,3
2021-01-05 22:30:00-05:00,LONG,1944.18,1942.8246575307246,1949.83,2021-01-05 22:55:00-05:00,1942.8246575307246,SL,-1.0,-1000.0,3
2021-01-17 18:15:00-05:00,SHORT,1827.92,1829.3747155329306,1823.19,2021-01-17 18:35:00-05:00,1823.19,TP,3.251,3251.49,3
2021-01-21 02:40:00-05:00,LONG,1868.52,1867.4967174065323,1874.92,2021-01-21 02:50:00-05:00,1867.4967174065323,SL,-1.0,-1000.0,3
2021-01-21 02:50:00-05:00,LONG,1868.65,1867.0784782739997,1874.92,2021-01-21 03:00:00-05:00,1867.0784782739997,SL,-1.0,-1000.0,4
2021-01-21 03:55:00-05:00,LONG,1871.74,1870.803894171536,1874.92,2021-01-21 04:00:00-05:00,1870.803894171536,SL,-1.0,-1000.0,3
2021-01-26 00:00:00-05:00,SHORT,1855.97,1857.1573416987253,1853.53,2021-01-26 00:35:00-05:00,1857.1573416987253,SL,-1.0,-1000.0,4
2021-02-01 01:15:00-05:00,LONG,1864.55,1861.8316009556202,1875.62,2021-02-01 02:00:00-05:00,1861.8316009556202,SL,-1.0,-1000.0,5
2021-02-01 03:30:00-05:00,LONG,1861.42,1859.3191118236025,1875.62,2021-02-01 04:50:00-05:00,1859.3191118236025,SL,-1.0,-1000.0,5
