entry_time,direction,exit_reason,spread_price,r_multiple_gross,r_multiple_net,pnl_usd_net
2020-06-08 21:10:00-04:00,SHORT,TP,0.000178,3.4298,2.532,2532.02
2020-06-08 21:15:00-04:00,SHORT,TP,0.000174,6.1186,5.253,5253.02
2020-06-30 20:00:00-04:00,SHORT,SL,0.000178,-1.0,-1.9489,-1948.89
2020-08-12 10:50:00-04:00,LONG,TP,0.000148,2.4231,2.3007,2300.66
2020-10-12 20:00:00-04:00,SHORT,TP,0.000132,4.3371,3.7345,3734.5
2020-12-03 13:45:00-05:00,SHORT,TP,0.000114,10.0001,9.741,9741.03
2021-02-08 15:00:00-05:00,SHORT,SL,0.000128,-1.0,-1.3619,-1361.94
2021-05-03 17:00:00-04:00,SHORT,SL,0.00081,-1.0,-4.5079,-4507.95
2021-06-09 21:40:00-04:00,LONG,SL,0.000216,-1.0,-1.7852,-1785.23
2021-06-30 15:25:00-04:00,LONG,TP,0.000208,4.8086,4.4422,4442.2
2021-07-04 17:25:00-04:00,SHORT,SL,0.000766,-1.0,-1.4714,-1471.4
2021-09-19 17:35:00-04:00,LONG,SL,0.000978,-1.0,-2.6873,-2687.28
2021-11-02 22:00:00-04:00,LONG,SL,0.000208,-1.0,-6.1401,-6140.1
2021-11-08 17:15:00-05:00,SHORT,TP,0.000482,17.7617,10.4445,10444.46
2021-11-08 20:30:00-05:00,SHORT,TP,0.000216,3.2217,2.3408,2340.85
2021-11-08 20:55:00-05:00,SHORT,SL,0.00021,-1.0,-1.3864,-1386.37
2022-01-17 19:55:00-05:00,LONG,SL,0.000164,-1.0,-2.728,-2728.02
2022-01-17 20:05:00-05:00,LONG,SL,0.000198,-1.0,-2.3416,-2341.62
2022-01-26 14:00:00-05:00,SHORT,TP,0.000182,3.4188,3.1831,3183.09
2022-03-21 13:25:00-04:00,SHORT,TP,0.00021,4.0064,3.7986,3798.65
2022-11-09 21:30:00-05:00,LONG,SL,0.00024,-1.0,-1.2825,-1282.48
2023-01-05 13:45:00-05:00,LONG,SL,0.00018,-1.0,-1.0724,-1072.38
2023-01-29 20:00:00-05:00,SHORT,SL,0.000162,-1.0,-2.0348,-2034.82
2023-03-15 14:25:00-04:00,LONG,TP,0.000166,8.9476,8.6226,8622.62
2023-04-03 21:00:00-04:00,SHORT,SL,0.00017,-1.0,-3.808,-3807.97
2023-04-03 21:05:00-04:00,SHORT,TP,0.000166,4.6677,3.5763,3576.35
2023-04-17 17:15:00-04:00,LONG,SL,0.00047,-1.0,-1.9825,-1982.49
2023-06-01 18:00:00-04:00,SHORT,SL,0.00017,-1.0,-1.6562,-1656.22
2023-08-29 21:50:00-04:00,SHORT,TP,0.000158,3.197,2.7725,2772.54
2023-09-14 22:10:00-04:00,LONG,SL,0.00017,-1.0,-1.5218,-1521.81
2023-09-14 22:20:00-04:00,LONG,TP,0.00017,9.9473,8.3055,8305.52
2024-01-25 12:25:00-05:00,LONG,SL,0.00017,-1.0,-1.2842,-1284.15
2024-02-19 13:25:00-05:00,LONG,SL,0.000156,-1.0,-1.238,-1237.98
2024-04-16 14:20:00-04:00,LONG,TP,0.00014,2.0229,1.9474,1947.36
2024-08-20 21:40:00-04:00,SHORT,TP,0.000156,2.1058,1.7408,1740.83
2024-08-26 17:40:00-04:00,LONG,SL,0.000408,-1.0,-2.0547,-2054.66
2025-02-25 20:00:00-05:00,SHORT,TP,0.0002,2.1168,1.7174,1717.37
2025-03-03 15:05:00-05:00,SHORT,TP,0.0002,2.1809,1.8375,1837.48
2025-03-10 20:00:00-04:00,LONG,TP,0.0002,5.3408,4.7786,4778.58
2025-04-24 17:30:00-04:00,SHORT,TP,0.00038,29.612,25.2336,25233.59
2025-08-20 19:40:00-04:00,LONG,SL,0.000142,-1.0,-2.3857,-2385.66
2025-08-20 19:45:00-04:00,LONG,SL,0.000142,-1.0,-1.6123,-1612.31
2025-11-13 17:45:00-05:00,SHORT,TP,0.000416,6.8583,5.4246,5424.63
2025-11-13 18:00:00-05:00,SHORT,TP,0.000198,3.9911,3.7394,3739.42
2026-02-01 19:00:00-05:00,LONG,SL,0.00022,-1.0,-1.4745,-1474.55
2026-03-26 16:20:00-04:00,LONG,SL,0.00035,-1.0,-2.1464,-2146.44
2026-03-26 16:25:00-04:00,LONG,SL,0.00035,-1.0,-1.3627,-1362.67
2026-06-29 20:50:00-04:00,SHORT,SL,0.000174,-1.0,-2.232,-2232.05
2026-06-29 21:00:00-04:00,SHORT,TP,0.00018,6.629,5.7181,5718.12
2026-07-01 17:55:00-04:00,SHORT,SL,0.000388,-1.0,-1.9548,-1954.82
2026-07-31 16:10:00-04:00,SHORT,SL,0.000308,-1.0,-2.7561,-2756.13
2026-07-31 16:15:00-04:00,SHORT,SL,0.00035,-1.0,-2.5423,-2542.33
2026-07-31 16:20:00-04:00,SHORT,SL,0.00035,-1.0,-1.6751,-1675.06
