day,setup_type,direction,signal_time,entry_time,entry_price,stop,target,exit_time,exit_price,exit_reason,r_multiple,pnl_usd
2022-12-01,reversal,SHORT,2022-12-01 10:00:00-05:00,2022-12-01 10:30:00-05:00,1798.63,1804.3313195064325,1787.2273609871354,2022-12-01 18:15:00-05:00,1804.3313195064325,SL,-1.0684,-534.2
2022-12-02,reversal,LONG,2022-12-02 10:15:00-05:00,2022-12-02 11:15:00-05:00,1787.83,1780.5667458020375,1802.3565083959247,2022-12-02 16:45:00-05:00,1797.02,EOD,1.2116,605.79
2022-12-08,reversal,SHORT,2022-12-08 10:45:00-05:00,2022-12-08 11:15:00-05:00,1788.25,1792.4826742507748,1779.7846514984503,2022-12-08 20:00:00-05:00,1792.4826742507748,SL,-1.0921,-546.07
2022-12-09,reversal,LONG,2022-12-09 09:45:00-05:00,2022-12-09 10:45:00-05:00,1794.84,1795.1255703811353,1795.4111407622706,2022-12-09 11:00:00-05:00,1795.4111407622706,TP,0.6343,317.16
2022-12-12,reversal,SHORT,2022-12-12 09:45:00-05:00,2022-12-12 10:45:00-05:00,1786.43,1790.1143510314566,1779.061297937087,2022-12-12 14:00:00-05:00,1779.061297937087,TP,1.8941,947.07
2022-12-19,reversal,SHORT,2022-12-19 10:00:00-05:00,2022-12-19 10:45:00-05:00,1789.88,1792.7337461884297,1784.172507623141,2022-12-19 11:00:00-05:00,1784.172507623141,TP,1.8633,931.67
2022-12-21,reversal,SHORT,2022-12-21 10:00:00-05:00,2022-12-21 11:00:00-05:00,1818.28,1821.0753766143366,1812.6892467713267,2022-12-21 23:45:00-05:00,1820.14,EOD,-0.8049,-402.45
2022-12-30,reversal,SHORT,2022-12-30 13:00:00-05:00,2022-12-30 13:30:00-05:00,1821.52,1826.329199063027,1811.9016018739458,2022-12-30 16:45:00-05:00,1823.61,EOD,-0.5157,-257.84
2023-01-03,reversal,SHORT,2023-01-03 09:45:00-05:00,2023-01-03 10:15:00-05:00,1840.01,1850.1977439457123,1819.6345121085753,2023-01-03 23:45:00-05:00,1846.59,EOD,-0.6842,-342.08
2023-01-23,reversal,LONG,2023-01-23 09:45:00-05:00,2023-01-23 10:30:00-05:00,1917.51,1912.905391766663,1926.7192164666742,2023-01-23 13:00:00-05:00,1926.7192164666742,TP,1.9153,957.65
2023-01-24,reversal,LONG,2023-01-24 10:15:00-05:00,2023-01-24 10:45:00-05:00,1933.46,1926.5462555045176,1947.287488990965,2023-01-24 23:45:00-05:00,1928.51,EOD,-0.7724,-386.19
2023-02-07,reversal,LONG,2023-02-07 10:00:00-05:00,2023-02-07 10:45:00-05:00,1873.29,1866.862110158322,1886.145779683356,2023-02-07 13:45:00-05:00,1866.862110158322,SL,-1.0607,-530.34
2023-02-20,reversal,SHORT,2023-02-20 09:45:00-05:00,2023-02-20 10:30:00-05:00,1843.32,1847.1195865643733,1835.7208268712532,2023-02-20 23:45:00-05:00,1839.12,EOD,1.0027,501.37
2023-03-23,reversal,LONG,2023-03-23 09:45:00-04:00,2023-03-23 10:30:00-04:00,1975.17,1966.1318327236054,1993.2463345527894,2023-03-23 13:30:00-04:00,1993.2463345527894,TP,1.9568,978.42
2023-03-27,reversal,LONG,2023-03-27 09:45:00-04:00,2023-03-27 10:30:00-04:00,1954.27,1943.5161729540014,1975.7776540919972,2023-03-27 23:45:00-04:00,1959.59,EOD,0.4584,229.22
2023-03-28,reversal,LONG,2023-03-28 10:00:00-04:00,2023-03-28 10:45:00-04:00,1964.63,1959.5214073717073,1974.8471852565858,2023-03-28 13:45:00-04:00,1974.8471852565858,TP,1.9237,961.83
2023-03-30,reversal,LONG,2023-03-30 09:45:00-04:00,2023-03-30 10:30:00-04:00,1968.16,1964.8896404942384,1974.7007190115235,2023-03-30 11:00:00-04:00,1974.7007190115235,TP,1.8807,940.37
2023-04-06,reversal,LONG,2023-04-06 10:00:00-04:00,2023-04-06 10:45:00-04:00,2009.47,2000.9612286930185,2026.4875426139631,2023-04-06 16:45:00-04:00,2006.7,EOD,-0.3714,-185.69
2023-04-10,reversal,SHORT,2023-04-10 20:15:00-04:00,2023-04-10 21:15:00-04:00,1991.63,1995.4106689713738,1984.0686620572528,2023-04-10 22:00:00-04:00,1995.4106689713738,SL,-1.1032,-551.58
2023-04-13,reversal,SHORT,2023-04-13 10:15:00-04:00,2023-04-13 10:45:00-04:00,2037.1,2046.283400988121,2018.7331980237577,2023-04-13 22:00:00-04:00,2046.283400988121,SL,-1.0425,-521.23
2023-05-03,reversal,LONG,2023-05-03 10:30:00-04:00,2023-05-03 11:00:00-04:00,2020.15,2014.0926082936346,2032.264783412731,2023-05-03 14:00:00-04:00,2032.264783412731,TP,1.9356,967.81
2023-05-10,reversal,SHORT,2023-05-10 10:00:00-04:00,2023-05-10 10:45:00-04:00,2031.08,2038.4344728131623,2016.3710543736752,2023-05-10 23:45:00-04:00,2032.28,EOD,-0.2162,-108.1
2023-05-12,reversal,SHORT,2023-05-12 09:45:00-04:00,2023-05-12 10:15:00-04:00,2016.85,2022.8571860310747,2004.8356279378504,2023-05-12 16:45:00-04:00,2010.57,EOD,0.9805,490.25
2023-05-16,reversal,SHORT,2023-05-16 09:45:00-04:00,2023-05-16 10:45:00-04:00,2003.69,2011.10753289172,1988.8549342165602,2023-05-16 12:45:00-04:00,1988.8549342165602,TP,1.9474,973.71
2023-05-17,reversal,LONG,2023-05-17 10:00:00-04:00,2023-05-17 10:30:00-04:00,1982.69,1974.6793272396037,1998.7113455207927,2023-05-17 23:45:00-04:00,1982.19,EOD,-0.1111,-55.55
2023-05-26,reversal,SHORT,2023-05-26 10:00:00-04:00,2023-05-26 10:45:00-04:00,1942.55,1951.6524244098227,1924.3451511803544,2023-05-26 16:45:00-04:00,1945.77,EOD,-0.3966,-198.3
2023-07-12,reversal,SHORT,2023-07-12 10:15:00-04:00,2023-07-12 11:15:00-04:00,1955.4,1957.4661420819684,1951.2677158360634,2023-07-12 12:15:00-04:00,1957.4661420819684,SL,-1.1888,-594.38
2023-07-19,reversal,SHORT,2023-07-19 09:45:00-04:00,2023-07-19 10:15:00-04:00,1974.55,1980.0813931657053,1963.4872136685892,2023-07-19 21:00:00-04:00,1980.0813931657053,SL,-1.0705,-535.25
2023-08-02,reversal,SHORT,2023-08-02 09:45:00-04:00,2023-08-02 10:15:00-04:00,1940.48,1947.925610551541,1925.588778896918,2023-08-02 23:45:00-04:00,1937.18,EOD,0.3908,195.42
2023-08-10,reversal,SHORT,2023-08-10 09:45:00-04:00,2023-08-10 10:15:00-04:00,1917.9,1925.4783829352896,1902.7432341294211,2023-08-10 23:45:00-04:00,1914.55,EOD,0.3906,195.29
2023-08-14,reversal,LONG,2023-08-14 09:45:00-04:00,2023-08-14 10:15:00-04:00,1907.27,1902.349032170183,1917.1119356596341,2023-08-14 23:45:00-04:00,1907.07,EOD,-0.1199,-59.95
