entry_time,direction,exit_reason,spread_price,r_multiple_gross,r_multiple_net,pnl_usd_net
2020-02-11 11:00:00-05:00,LONG,TP,0.000211,4.48,4.3066,4306.56
2020-05-06 06:00:00-04:00,SHORT,SL,0.000144,-1.0,-1.0818,-1081.78
2020-07-08 11:00:00-04:00,LONG,SL,0.000172,-1.0,-1.068,-1067.98
2020-07-28 12:00:00-04:00,LONG,SL,0.000169,-1.0,-1.1184,-1118.4
2021-01-05 06:00:00-05:00,SHORT,SL,0.000131,-1.0,-1.0619,-1061.87
2021-01-25 08:00:00-05:00,SHORT,TP,0.000123,2.953,2.8762,2876.21
2021-04-07 06:00:00-04:00,SHORT,TP,0.0002,2.519,2.4426,2442.62
2021-06-04 11:00:00-04:00,LONG,SL,0.00021,-1.0,-1.1991,-1199.12
2021-06-16 15:00:00-04:00,SHORT,TP,0.000214,3.991,3.9119,3911.9
2021-08-12 05:00:00-04:00,LONG,SL,0.000213,-1.0,-1.2252,-1225.16
2021-09-08 14:00:00-04:00,SHORT,SL,0.000241,-1.0,-1.3826,-1382.57
2021-10-07 06:00:00-04:00,LONG,TP,0.000162,3.302,3.1592,3159.19
2022-04-13 07:00:00-04:00,SHORT,SL,0.000201,-1.0,-1.073,-1072.99
2022-04-14 11:00:00-04:00,SHORT,SL,0.000201,-1.0,-1.0932,-1093.17
2022-04-14 12:00:00-04:00,SHORT,SL,0.000208,-1.0,-1.1052,-1105.22
2022-05-26 10:00:00-04:00,LONG,TP,0.000209,2.634,2.5487,2548.71
2022-06-15 05:00:00-04:00,LONG,SL,0.000161,-1.0,-1.0578,-1057.79
2022-10-03 03:00:00-04:00,LONG,TP,0.000273,3.053,3.0002,3000.25
2023-02-07 17:00:00-05:00,LONG,TP,0.000356,3.129,2.8982,2898.23
2023-02-10 09:00:00-05:00,SHORT,TP,0.000165,2.438,2.3641,2364.13
2023-03-29 09:00:00-04:00,LONG,SL,0.00017,-1.0,-1.0638,-1063.82
2023-08-15 07:00:00-04:00,LONG,SL,0.00015,-1.0,-1.1156,-1115.62
2024-01-24 07:00:00-05:00,LONG,SL,0.00015,-1.0,-1.1152,-1115.24
2024-04-19 00:00:00-04:00,SHORT,SL,0.000158,-1.0,-1.177,-1176.97
2024-04-25 03:00:00-04:00,LONG,SL,0.000123,-1.0,-1.0644,-1064.4
2024-05-10 06:00:00-04:00,LONG,SL,0.00014,-1.0,-1.1438,-1143.83
2024-07-09 13:00:00-04:00,SHORT,SL,0.000158,-1.0,-1.1583,-1158.27
2024-09-11 14:00:00-04:00,SHORT,SL,0.000156,-1.0,-1.1765,-1176.47
2024-10-08 04:00:00-04:00,LONG,SL,0.00014,-1.0,-1.0862,-1086.18
2024-11-13 14:00:00-05:00,SHORT,TP,0.00013,2.231,2.159,2159.04
2025-01-09 04:00:00-05:00,SHORT,SL,0.00012,-1.0,-1.0457,-1045.68
2025-10-07 11:00:00-04:00,SHORT,TP,0.000194,2.944,2.8315,2831.53
2025-12-17 04:00:00-05:00,SHORT,SL,0.000177,-1.0,-1.1509,-1150.87
2026-02-09 09:00:00-05:00,LONG,SL,0.0002,-1.0,-1.0762,-1076.18
2026-03-18 11:00:00-04:00,SHORT,SL,0.00018,-1.0,-1.1014,-1101.41
2026-08-21 09:00:00-04:00,LONG,SL,0.00014,-1.0,-1.1071,-1107.14
