entry_time,direction,entry_price,stop,target,exit_time,exit_price,exit_reason,r_multiple,pnl_usd,confirmations
2020-06-21 23:00:00-04:00,LONG,1752.33,1748.3240233678446,1765.08,2020-06-22 03:00:00-04:00,1748.3240233678446,SL,-1.0,-1000.0,3
2020-12-21 10:00:00-05:00,SHORT,1877.45,1885.3795858187718,1854.79,2020-12-27 18:00:00-05:00,1885.3795858187718,SL,-1.0,-1000.0,5
2021-05-04 14:00:00-04:00,SHORT,1777.38,1780.490627459306,1764.04,2021-05-04 22:00:00-04:00,1780.490627459306,SL,-1.0,-1000.0,3
2021-07-23 13:00:00-04:00,LONG,1802.65,1799.9965578526374,1810.26,2021-07-25 20:00:00-04:00,1799.9965578526374,SL,-1.0,-1000.0,4
2021-08-27 13:00:00-04:00,LONG,1817.87,1814.4131142707417,1831.56,2021-08-29 22:00:00-04:00,1814.4131142707417,SL,-1.0,-1000.0,4
2022-01-21 05:00:00-05:00,SHORT,1833.91,1836.19578948482,1810.11,2022-01-21 07:00:00-05:00,1836.19578948482,SL,-1.0,-1000.0,3
2022-05-01 21:00:00-04:00,SHORT,1889.98,1893.4636853223953,1871.83,2022-05-02 08:00:00-04:00,1871.83,TP,5.21,5210.0,3
2022-06-07 11:00:00-04:00,LONG,1851.28,1848.6564092745605,1857.86,2022-06-07 21:00:00-04:00,1848.6564092745605,SL,-1.0,-1000.0,3
2022-06-22 12:00:00-04:00,LONG,1838.23,1834.8808713987796,1852.92,2022-06-22 21:00:00-04:00,1834.8808713987796,SL,-1.0,-1000.0,4
2022-09-28 12:00:00-04:00,LONG,1659.19,1654.0727654814248,1675.85,2022-09-28 20:00:00-04:00,1654.0727654814248,SL,-1.0,-1000.0,3
2022-10-07 09:00:00-04:00,SHORT,1697.89,1705.7796064063186,1659.5,2022-10-07 12:00:00-04:00,1705.7796064063186,SL,-1.0,-1000.0,5
2023-04-21 06:00:00-04:00,SHORT,1987.93,1993.143030539682,1969.06,2023-04-21 09:00:00-04:00,1993.143030539682,SL,-1.0,-1000.0,3
2024-01-02 14:00:00-05:00,SHORT,2060.77,2062.948062923467,2054.31,2024-01-02 21:00:00-05:00,2062.948062923467,SL,-1.0,-1000.0,4
2024-02-28 10:00:00-05:00,SHORT,2031.68,2034.528900064878,2024.28,2024-02-28 12:00:00-05:00,2034.528900064878,SL,-1.0,-1000.0,3
2024-08-27 05:00:00-04:00,SHORT,2508.86,2514.593005886317,2470.6,2024-08-27 09:00:00-04:00,2514.593005886317,SL,-1.0,-1000.0,4
2024-09-04 14:00:00-04:00,LONG,2494.51,2491.266111554049,2506.1,2024-09-05 02:00:00-04:00,2506.1,TP,3.573,3572.87,4
2024-10-10 09:00:00-04:00,LONG,2626.55,2614.6138364176936,2652.86,2024-10-11 09:00:00-04:00,2652.86,TP,2.204,2204.23,4
2024-10-31 13:00:00-04:00,SHORT,2739.5,2744.838604499312,2727.67,2024-10-31 14:00:00-04:00,2744.838604499312,SL,-1.0,-1000.0,4
2024-10-31 15:00:00-04:00,SHORT,2746.38,2750.625123267264,2727.67,2024-10-31 22:00:00-04:00,2750.625123267264,SL,-1.0,-1000.0,4
2024-12-26 14:00:00-05:00,LONG,2634.77,2631.8215567947263,2649.53,2024-12-26 18:00:00-05:00,2631.8215567947263,SL,-1.0,-1000.0,4
2025-03-24 15:00:00-04:00,SHORT,3005.87,3009.118599777045,2999.31,2025-03-24 16:00:00-04:00,3009.118599777045,SL,-1.0,-1000.0,3
2025-04-25 03:00:00-04:00,SHORT,3306.95,3317.1197478929766,3259.8,2025-04-27 18:00:00-04:00,3317.1197478929766,SL,-1.0,-1000.0,4
2025-07-17 13:00:00-04:00,SHORT,3337.1,3342.3963050178104,3309.65,2025-07-17 18:00:00-04:00,3342.3963050178104,SL,-1.0,-1000.0,3
2025-09-23 16:00:00-04:00,SHORT,3763.27,3769.0848805589453,3736.38,2025-09-23 19:00:00-04:00,3769.0848805589453,SL,-1.0,-1000.0,4
2025-12-10 18:00:00-05:00,LONG,4232.44,4221.88710184525,4259.26,2025-12-10 21:00:00-05:00,4221.88710184525,SL,-1.0,-1000.0,4
2025-12-18 16:00:00-05:00,LONG,4332.47,4326.000307405114,4374.32,2025-12-18 19:00:00-05:00,4326.000307405114,SL,-1.0,-1000.0,3
2025-12-28 20:00:00-05:00,SHORT,4497.17,4520.518562278479,4448.18,2025-12-29 02:00:00-05:00,4448.18,TP,2.098,2098.2,3
