day,session,direction,entry_time,entry_price,stop,exit_reason,recorded_spread_at_entry,spread_cost_used,risk,r_multiple_gross,r_multiple_net,pnl_usd_gross,pnl_usd_net
2021-10-13,09:30,LONG,2021-10-13 12:15:00-04:00,14725.2,14710.1,TP,0.0,3.0,15.1,2.0,1.8013,2000.0,1801.32
2021-10-14,09:30,LONG,2021-10-14 10:30:00-04:00,14982.9,14960.0,TP,0.0,3.0,22.9,2.0,1.869,2000.0,1869.0
2021-10-15,09:30,LONG,2021-10-15 11:30:00-04:00,15097.0,15066.0,EOD,0.0,3.0,31.0,1.2548,1.1581,1254.84,1158.06
2021-10-18,09:30,LONG,2021-10-18 10:30:00-04:00,15143.8,15124.8,TP,0.0,3.0,19.0,2.0,1.8421,2000.0,1842.11
2021-10-19,09:30,LONG,2021-10-19 11:15:00-04:00,15380.4,15351.9,EOD,0.0,3.0,28.5,0.7614,0.6561,761.4,656.14
2021-10-20,09:30,LONG,2021-10-20 10:45:00-04:00,15437.9,15428.0,SL,0.0,3.0,9.9,-1.0,-1.303,-1000.0,-1303.03
2021-10-21,09:30,LONG,2021-10-21 11:30:00-04:00,15415.7,15394.2,TP,0.0,3.0,21.5,2.0,1.8605,2000.0,1860.47
2021-10-25,09:30,LONG,2021-10-25 11:30:00-04:00,15428.4,15423.3,TP,0.0,3.0,5.1,2.0,1.4118,2000.0,1411.76
2021-10-26,09:30,LONG,2021-10-26 10:45:00-04:00,15688.7,15654.7,SL,0.0,3.0,34.0,-1.0,-1.0882,-1000.0,-1088.24
2021-10-27,09:30,LONG,2021-10-27 15:00:00-04:00,15679.5,15670.2,SL,0.0,3.0,9.3,-1.0,-1.3226,-1000.0,-1322.58
2021-10-28,09:30,LONG,2021-10-28 11:00:00-04:00,15727.2,15714.0,TP,0.0,3.0,13.2,2.0,1.7727,2000.0,1772.73
2021-11-01,09:30,LONG,2021-11-01 13:15:00-04:00,15851.4,15838.0,TP,0.0,3.0,13.4,2.0,1.7761,2000.0,1776.12
2021-11-02,09:30,SHORT,2021-11-02 12:15:00-04:00,15954.6,15985.3,SL,0.0,3.0,30.7,-1.0,-1.0977,-1000.0,-1097.72
2021-11-03,09:30,LONG,2021-11-03 12:15:00-04:00,15986.4,15980.4,TP,0.0,3.0,6.0,2.0,1.5,2000.0,1500.0
2021-11-08,09:30,SHORT,2021-11-08 12:30:00-05:00,16351.6,16360.2,TP,0.0,3.0,8.6,2.0,1.6512,2000.0,1651.16
2021-11-09,09:30,SHORT,2021-11-09 10:15:00-05:00,16251.3,16374.0,EOD,0.0,3.0,122.7,0.687,0.6626,687.04,662.59
2021-11-10,09:30,LONG,2021-11-10 11:15:00-05:00,16162.7,16116.2,SL,0.0,3.0,46.5,-1.0,-1.0645,-1000.0,-1064.52
2021-11-11,09:30,SHORT,2021-11-11 12:30:00-05:00,16057.9,16083.6,SL,0.0,3.0,25.7,-1.0,-1.1167,-1000.0,-1116.73
2021-11-15,09:30,SHORT,2021-11-15 10:30:00-05:00,16189.8,16237.1,TP,0.0,3.0,47.3,2.0,1.9366,2000.0,1936.58
2021-11-16,09:30,LONG,2021-11-16 12:00:00-05:00,16289.1,16236.9,EOD,0.0,3.0,52.2,0.1648,0.1073,164.75,107.28
2021-11-17,09:30,LONG,2021-11-17 12:15:00-05:00,16328.5,16316.6,SL,0.0,3.0,11.9,-1.0,-1.2521,-1000.0,-1252.1
2021-11-18,09:30,SHORT,2021-11-18 10:30:00-05:00,16355.5,16401.4,SL,0.0,3.0,45.9,-1.0,-1.0654,-1000.0,-1065.36
2021-11-19,09:30,LONG,2021-11-19 10:15:00-05:00,16573.7,16567.5,SL,0.0,3.0,6.2,-1.0,-1.4839,-1000.0,-1483.87
2021-11-22,09:30,LONG,2021-11-22 10:45:00-05:00,16726.3,16714.6,SL,0.0,3.0,11.7,-1.0,-1.2564,-1000.0,-1256.41
2021-11-23,09:30,SHORT,2021-11-23 15:45:00-05:00,16310.9,16400.5,EOD,0.0,3.0,89.6,0.3571,0.3237,357.14,323.66
2021-11-24,09:30,LONG,2021-11-24 14:00:00-05:00,16268.7,16249.0,TP,0.0,3.0,19.7,2.0,1.8477,2000.0,1847.72
2021-11-25,09:30,LONG,2021-11-25 10:45:00-05:00,16408.7,16401.3,SL,0.0,3.0,7.4,-1.0,-1.4054,-1000.0,-1405.41
2021-11-26,09:30,SHORT,2021-11-26 12:15:00-05:00,16122.6,16137.1,TP,0.0,3.0,14.5,2.0,1.7931,2000.0,1793.1
2021-11-30,09:30,LONG,2021-11-30 10:15:00-05:00,16405.2,16358.4,SL,0.0,3.0,46.8,-1.0,-1.0641,-1000.0,-1064.1
2021-12-01,09:30,LONG,2021-12-01 11:45:00-05:00,16351.9,16326.9,SL,0.0,3.0,25.0,-1.0,-1.12,-1000.0,-1120.0
2021-12-02,09:30,LONG,2021-12-02 11:30:00-05:00,15937.2,15891.3,SL,0.0,3.0,45.9,-1.0,-1.0654,-1000.0,-1065.36
2021-12-06,09:30,LONG,2021-12-06 10:30:00-05:00,15740.0,15667.9,SL,0.0,3.0,72.1,-1.0,-1.0416,-1000.0,-1041.61
2021-12-08,09:30,LONG,2021-12-08 12:15:00-05:00,16304.4,16299.6,SL,0.0,3.0,4.8,-1.0,-1.625,-1000.0,-1625.0
2021-12-09,09:30,SHORT,2021-12-09 10:45:00-05:00,16293.9,16328.4,SL,0.0,3.0,34.5,-1.0,-1.087,-1000.0,-1086.96
2021-12-10,09:30,SHORT,2021-12-10 11:30:00-05:00,16233.7,16307.7,SL,0.0,3.0,74.0,-1.0,-1.0405,-1000.0,-1040.54
2021-12-13,09:30,SHORT,2021-12-13 10:45:00-05:00,16237.7,16313.7,EOD,0.0,3.0,76.0,1.5895,1.55,1589.47,1550.0
