entry_time,direction,entry_type,entry_price,stop,target,exit_time,exit_price,exit_reason,r_multiple,pnl_usd
2021-09-07 02:00:00-04:00,LONG,Bounce,1.383,1.3815187296157205,1.3890500000000001,2021-09-07 04:00:00-04:00,1.3815187296157205,SL,-1.0,-1000.0
2021-09-10 03:00:00-04:00,LONG,Breakout,1.38723,1.3858896840366048,1.3890500000000001,2021-09-10 10:00:00-04:00,1.3858896840366048,SL,-1.0,-1000.0
2021-09-14 03:00:00-04:00,LONG,Breakout,1.38748,1.384733830630791,1.3887399999999999,2021-09-14 08:00:00-04:00,1.3887399999999999,TP,0.459,458.82
2021-09-22 03:00:00-04:00,SHORT,Breakout,1.3635,1.3642923690152642,1.36012,2021-09-22 04:00:00-04:00,1.3642923690152642,SL,-1.0,-1000.0
2021-09-22 08:00:00-04:00,SHORT,Breakout,1.36261,1.3643061427135728,1.36012,2021-09-22 10:00:00-04:00,1.3643061427135728,SL,-1.0,-1000.0
2021-09-22 14:00:00-04:00,SHORT,Bounce,1.3612199999999999,1.3680744128757942,1.36012,2021-09-23 06:00:00-04:00,1.3680744128757942,SL,-1.0,-1000.0
2021-09-28 05:00:00-04:00,SHORT,Breakout,1.36437,1.3656943452995243,1.36083,2021-09-28 06:00:00-04:00,1.36083,TP,2.673,2673.02
2021-10-06 03:00:00-04:00,SHORT,Breakout,1.35621,1.3587058735195674,1.35308,2021-10-06 08:00:00-04:00,1.3587058735195674,SL,-1.0,-1000.0
2021-10-06 09:00:00-04:00,SHORT,Breakout,1.35651,1.3587620211153928,1.35308,2021-10-06 15:00:00-04:00,1.3587620211153928,SL,-1.0,-1000.0
2021-10-12 03:00:00-04:00,SHORT,Breakout,1.3584,1.3607326409760419,1.3569499999999999,2021-10-12 04:00:00-04:00,1.3569499999999999,TP,0.622,621.61
2021-10-12 09:00:00-04:00,SHORT,Breakout,1.35944,1.3608418465306398,1.3543,2021-10-12 21:00:00-04:00,1.3608418465306398,SL,-1.0,-1000.0
2021-10-15 09:00:00-04:00,LONG,Breakout,1.37539,1.3730183249766008,1.38116,2021-10-17 23:00:00-04:00,1.3730183249766008,SL,-1.0,-1000.0
2021-10-19 03:00:00-04:00,LONG,Breakout,1.3779,1.3769766215816224,1.38116,2021-10-19 05:00:00-04:00,1.38116,TP,3.531,3530.51
2021-10-20 11:00:00-04:00,LONG,Breakout,1.38194,1.3810302329270356,1.3833199999999999,2021-10-20 14:00:00-04:00,1.3833199999999999,TP,1.517,1516.87
2021-10-22 09:00:00-04:00,LONG,Bounce,1.3786100000000001,1.3772233169484207,1.3834,2021-10-22 10:00:00-04:00,1.3772233169484207,SL,-1.0,-1000.0
2021-10-26 06:00:00-04:00,LONG,Breakout,1.38243,1.3788234795799126,1.3834,2021-10-26 09:00:00-04:00,1.3788234795799126,SL,-1.0,-1000.0
2021-11-02 04:00:00-04:00,SHORT,Breakout,1.36318,1.3643772585188014,1.35866,2021-11-02 05:00:00-04:00,1.3643772585188014,SL,-1.0,-1000.0
2021-11-02 09:00:00-04:00,SHORT,Breakout,1.36318,1.3644202558220186,1.35866,2021-11-03 07:00:00-04:00,1.3644202558220186,SL,-1.0,-1000.0
2021-11-04 08:00:00-04:00,SHORT,Breakout,1.35439,1.3610848118456678,1.35308,2021-11-04 09:00:00-04:00,1.35308,TP,0.196,195.67
2021-11-05 04:00:00-04:00,SHORT,Breakout,1.3449499999999999,1.3474157800336448,1.34326,2021-11-05 05:00:00-04:00,1.34326,TP,0.685,685.38
2021-11-09 02:00:00-05:00,SHORT,Bounce,1.35651,1.3581604806385512,1.34491,2021-11-09 04:00:00-05:00,1.3581604806385512,SL,-1.0,-1000.0
2021-11-10 06:00:00-05:00,SHORT,Breakout,1.35097,1.3526464683680262,1.34491,2021-11-10 09:00:00-05:00,1.3526464683680262,SL,-1.0,-1000.0
2021-11-10 10:00:00-05:00,SHORT,Breakout,1.3474,1.3527502118143273,1.34491,2021-11-10 13:00:00-05:00,1.34491,TP,0.465,465.4
2021-11-15 10:00:00-05:00,SHORT,Bounce,1.34303,1.3435341161901944,1.3352,2021-11-15 11:00:00-05:00,1.3435341161901944,SL,-1.0,-1000.0
2021-11-16 10:00:00-05:00,SHORT,Bounce,1.34203,1.3452745437443385,1.34035,2021-11-16 22:00:00-05:00,1.34035,TP,0.518,517.79
2021-11-17 02:00:00-05:00,SHORT,Bounce,1.34458,1.3475748038178248,1.3352,2021-11-17 08:00:00-05:00,1.3475748038178248,SL,-1.0,-1000.0
2021-11-17 08:00:00-05:00,SHORT,Bounce,1.34534,1.3476212981032445,1.33949,2021-11-17 09:00:00-05:00,1.3476212981032445,SL,-1.0,-1000.0
2021-11-17 09:00:00-05:00,SHORT,Bounce,1.34647,1.3476487768101555,1.33949,2021-11-17 11:00:00-05:00,1.3476487768101555,SL,-1.0,-1000.0
2021-11-22 10:00:00-05:00,SHORT,Breakout,1.3399,1.3410036651596506,1.3352,2021-11-22 11:00:00-05:00,1.3410036651596506,SL,-1.0,-1000.0
2021-11-29 04:00:00-05:00,SHORT,Bounce,1.3338999999999999,1.3358561637782163,1.32763,2021-11-29 06:00:00-05:00,1.3358561637782163,SL,-1.0,-1000.0
2021-12-16 03:00:00-05:00,LONG,Breakout,1.32983,1.3269409752746941,1.33094,2021-12-16 06:00:00-05:00,1.3269409752746941,SL,-1.0,-1000.0
2021-12-16 07:00:00-05:00,LONG,Breakout,1.33503,1.3268266159105722,1.33694,2021-12-16 08:00:00-05:00,1.33694,TP,0.233,232.83
2021-12-27 11:00:00-05:00,LONG,Breakout,1.34363,1.3414220654559914,1.34486,2021-12-28 05:00:00-05:00,1.34486,TP,0.557,557.08
2021-12-29 03:00:00-05:00,LONG,Bounce,1.34232,1.341179825997314,1.3461,2021-12-29 04:00:00-05:00,1.341179825997314,SL,-1.0,-1000.0
2021-12-29 09:00:00-05:00,LONG,Breakout,1.34744,1.3457637851036597,1.3508499999999999,2021-12-30 03:00:00-05:00,1.3457637851036597,SL,-1.0,-1000.0
2021-12-30 05:00:00-05:00,LONG,Breakout,1.34808,1.3458260098592045,1.3508499999999999,2021-12-30 07:00:00-05:00,1.3508499999999999,TP,1.229,1228.93
2021-12-30 07:00:00-05:00,LONG,Breakout,1.35149,1.3501230595214568,1.36062,2021-12-30 08:00:00-05:00,1.3501230595214568,SL,-1.0,-1000.0
2021-12-30 09:00:00-05:00,LONG,Breakout,1.35097,1.350066923771052,1.36062,2021-12-30 10:00:00-05:00,1.350066923771052,SL,-1.0,-1000.0
2022-01-04 10:00:00-05:00,LONG,Breakout,1.35524,1.3545233985459126,1.36062,2022-01-04 11:00:00-05:00,1.3545233985459126,SL,-1.0,-1000.0
2022-01-05 10:00:00-05:00,LONG,Breakout,1.35649,1.3553702501999771,1.36062,2022-01-05 15:00:00-05:00,1.3553702501999771,SL,-1.0,-1000.0
2022-01-10 11:00:00-05:00,LONG,Breakout,1.35648,1.3554590248141511,1.36062,2022-01-11 03:00:00-05:00,1.36062,TP,4.055,4054.95
2022-01-11 03:00:00-05:00,LONG,Breakout,1.36096,1.3600140271174828,1.36974,2022-01-11 05:00:00-05:00,1.3600140271174828,SL,-1.0,-1000.0
2022-01-11 11:00:00-05:00,LONG,Breakout,1.36196,1.3599567646630006,1.36974,2022-01-12 11:00:00-05:00,1.36974,TP,3.884,3883.72
2022-01-31 10:00:00-05:00,SHORT,Bounce,1.3418,1.3436115354302294,1.3364099999999999,2022-01-31 11:00:00-05:00,1.3436115354302294,SL,-1.0,-1000.0
2022-02-03 09:00:00-05:00,LONG,Breakout,1.35926,1.3582592686294575,1.3660700000000001,2022-02-03 17:00:00-05:00,1.3582592686294575,SL,-1.0,-1000.0
2022-02-08 05:00:00-05:00,LONG,Breakout,1.35538,1.3547254439062824,1.36141,2022-02-08 06:00:00-05:00,1.3547254439062824,SL,-1.0,-1000.0
2022-02-16 09:00:00-05:00,LONG,Breakout,1.3572899999999999,1.3562341147830428,1.36087,2022-02-16 22:00:00-05:00,1.3562341147830428,SL,-1.0,-1000.0
2022-02-16 23:00:00-05:00,LONG,Breakout,1.35703,1.356233228100487,1.36087,2022-02-17 05:00:00-05:00,1.36087,TP,4.819,4819.45
2022-03-01 11:00:00-05:00,SHORT,Breakout,1.3316,1.3324540601120165,1.32717,2022-03-01 12:00:00-05:00,1.3324540601120165,SL,-1.0,-1000.0
2022-03-10 04:00:00-05:00,SHORT,Bounce,1.31673,1.3193272042370918,1.30807,2022-03-10 07:00:00-05:00,1.3193272042370918,SL,-1.0,-1000.0
2022-03-15 11:00:00-04:00,SHORT,Bounce,1.30657,1.308216606770713,1.2999399999999999,2022-03-16 07:00:00-04:00,1.308216606770713,SL,-1.0,-1000.0
2022-03-28 05:00:00-04:00,SHORT,Breakout,1.31305,1.3162270929096738,1.3119,2022-03-28 07:00:00-04:00,1.3119,TP,0.362,361.97
2022-03-29 04:00:00-04:00,SHORT,Breakout,1.30591,1.3069962246385758,1.2999399999999999,2022-03-29 05:00:00-04:00,1.3069962246385758,SL,-1.0,-1000.0
