entry_time,direction,exit_reason,spread_price,r_multiple_gross,r_multiple_net,pnl_usd_net
2021-01-25 12:00:00-05:00,SHORT,SL,3.0,-1.0,-1.0182,-1018.24
2021-01-27 09:00:00-05:00,SHORT,TP,3.0,2.9923,2.9759,2975.89
2021-02-25 03:00:00-05:00,SHORT,TP,3.0,2.217,2.1653,2165.29
2021-06-24 14:00:00-04:00,SHORT,SL,3.0,-1.0,-1.1189,-1118.91
2021-11-08 00:30:00-05:00,LONG,TP,3.0,4.295,4.1474,4147.39
2022-10-10 15:00:00-04:00,LONG,SL,3.0,-1.0,-1.233,-1233.04
2022-11-02 14:00:00-04:00,LONG,SL,3.0,-1.0,-1.16,-1160.05
2022-11-30 13:30:00-05:00,LONG,TP,3.0,2.884,2.8352,2835.15
2023-06-14 14:45:00-04:00,SHORT,SL,3.0,-1.0,-1.0982,-1098.21
2023-06-28 13:15:00-04:00,SHORT,SL,3.0,-1.0,-1.0824,-1082.45
2023-07-19 13:30:00-04:00,SHORT,TP,3.0,2.1005,2.0658,2065.85
2023-09-27 15:30:00-04:00,LONG,TP,3.0,2.3738,2.3298,2329.75
2024-05-16 14:00:00-04:00,SHORT,TP,3.0,3.6554,3.57,3569.97
2024-09-09 20:30:00-04:00,SHORT,SL,3.0,-1.0,-1.0719,-1071.88
2024-10-01 03:00:00-04:00,SHORT,TP,3.0,3.963,3.9101,3910.14
2024-10-21 10:30:00-04:00,LONG,SL,3.0,-1.0,-1.2515,-1251.51
2024-10-21 10:45:00-04:00,LONG,SL,3.0,-1.0,-1.4827,-1482.66
2025-02-24 03:45:00-05:00,SHORT,TP,3.0,2.3834,2.3236,2323.6
2025-10-15 13:45:00-04:00,SHORT,SL,3.0,-1.0,-1.0212,-1021.24
2025-10-30 16:30:00-04:00,LONG,TP,3.0,2.6781,2.6359,2635.93
2026-03-02 15:45:00-05:00,SHORT,TP,3.0,4.9571,4.9225,4922.54
2026-04-23 13:00:00-04:00,SHORT,TP,3.0,4.1355,4.0761,4076.12
2026-04-29 23:00:00-04:00,SHORT,SL,3.0,-1.0,-1.1476,-1147.61
