entry_time,direction,entry_type,entry_price,stop,target,exit_time,exit_price,exit_reason,r_multiple,pnl_usd
2021-08-24 10:05:00-04:00,LONG,Breakout,15365.8,15358.564744048563,15385.8,2021-08-24 10:10:00-04:00,15358.564744048563,SL,-1.0,-1000.0
2021-08-25 01:30:00-04:00,LONG,Breakout,15365.3,15361.71454961266,15369.1,2021-08-25 01:40:00-04:00,15369.1,TP,1.06,1059.84
2021-08-25 15:40:00-04:00,LONG,Breakout,15383.4,15374.224444981523,15401.2,2021-08-25 15:50:00-04:00,15374.224444981523,SL,-1.0,-1000.0
2021-08-25 20:45:00-04:00,LONG,Bounce,15353.4,15351.673127788397,15388.0,2021-08-25 20:50:00-04:00,15351.673127788397,SL,-1.0,-1000.0
2021-08-26 07:20:00-04:00,LONG,Breakout,15356.6,15349.808551158936,15388.0,2021-08-26 07:30:00-04:00,15349.808551158936,SL,-1.0,-1000.0
2021-08-26 08:40:00-04:00,LONG,Bounce,15328.2,15320.303982856407,15358.9,2021-08-26 09:30:00-04:00,15358.9,TP,3.888,3888.04
2021-08-27 00:20:00-04:00,LONG,Breakout,15333.7,15332.228655101637,15355.5,2021-08-27 00:30:00-04:00,15332.228655101637,SL,-1.0,-1000.0
2021-08-27 07:50:00-04:00,LONG,Bounce,15319.7,15315.039967153169,15336.3,2021-08-27 08:00:00-04:00,15315.039967153169,SL,-1.0,-1000.0
2021-08-27 08:00:00-04:00,LONG,Bounce,15320.7,15315.036910453498,15336.3,2021-08-27 08:55:00-04:00,15336.3,TP,2.755,2754.68
2021-08-29 21:15:00-04:00,LONG,Bounce,15436.9,15430.76617252356,15460.1,2021-08-29 21:35:00-04:00,15430.76617252356,SL,-1.0,-1000.0
2021-08-29 23:50:00-04:00,LONG,Breakout,15443.8,15441.357455537793,15460.1,2021-08-30 00:35:00-04:00,15441.357455537793,SL,-1.0,-1000.0
2021-08-30 01:25:00-04:00,LONG,Breakout,15447.1,15445.587567524808,15460.1,2021-08-30 01:30:00-04:00,15445.587567524808,SL,-1.0,-1000.0
2021-08-30 06:20:00-04:00,LONG,Breakout,15457.2,15455.654758142371,15460.1,2021-08-30 06:25:00-04:00,15455.654758142371,SL,-1.0,-1000.0
2021-08-30 07:00:00-04:00,LONG,Bounce,15450.4,15447.536532102362,15460.1,2021-08-30 07:20:00-04:00,15447.536532102362,SL,-1.0,-1000.0
2021-08-31 20:05:00-04:00,LONG,Breakout,15602.8,15596.599384033156,15607.0,2021-08-31 20:15:00-04:00,15596.599384033156,SL,-1.0,-1000.0
2021-09-01 01:30:00-04:00,LONG,Breakout,15621.9,15620.86867535461,15668.2,2021-09-01 01:35:00-04:00,15620.86867535461,SL,-1.0,-1000.0
2021-09-01 09:30:00-04:00,LONG,Breakout,15660.9,15647.740537927173,15680.7,2021-09-01 09:45:00-04:00,15680.7,TP,1.505,1504.62
2021-09-02 01:35:00-04:00,LONG,Breakout,15618.5,15616.494126386699,15626.2,2021-09-02 01:40:00-04:00,15616.494126386699,SL,-1.0,-1000.0
2021-09-02 05:30:00-04:00,LONG,Breakout,15651.4,15648.742510541368,15690.4,2021-09-02 05:40:00-04:00,15648.742510541368,SL,-1.0,-1000.0
2021-09-02 08:30:00-04:00,LONG,Breakout,15655.8,15652.049830068045,15690.4,2021-09-02 09:55:00-04:00,15652.049830068045,SL,-1.0,-1000.0
2021-09-02 20:10:00-04:00,LONG,Breakout,15613.6,15607.344324066873,15657.4,2021-09-02 21:40:00-04:00,15607.344324066873,SL,-1.0,-1000.0
2021-09-02 22:50:00-04:00,LONG,Breakout,15621.1,15619.145006126439,15657.4,2021-09-03 01:10:00-04:00,15619.145006126439,SL,-1.0,-1000.0
2021-09-03 08:30:00-04:00,LONG,Breakout,15651.1,15629.779815268963,15682.1,2021-09-03 08:35:00-04:00,15629.779815268963,SL,-1.0,-1000.0
2021-09-06 01:10:00-04:00,LONG,Breakout,15665.8,15662.98657797157,15670.9,2021-09-06 01:35:00-04:00,15670.9,TP,1.813,1812.74
2021-09-06 21:00:00-04:00,LONG,Bounce,15686.2,15685.186700871935,15697.2,2021-09-06 21:05:00-04:00,15685.186700871935,SL,-1.0,-1000.0
2021-09-07 01:10:00-04:00,LONG,Breakout,15684.7,15683.629122114688,15697.2,2021-09-07 01:25:00-04:00,15683.629122114688,SL,-1.0,-1000.0
2021-09-07 15:30:00-04:00,LONG,Bounce,15678.4,15674.511639089922,15701.2,2021-09-07 15:35:00-04:00,15674.511639089922,SL,-1.0,-1000.0
2021-09-08 02:15:00-04:00,LONG,Breakout,15683.7,15680.775572368955,15691.0,2021-09-08 02:20:00-04:00,15680.775572368955,SL,-1.0,-1000.0
2021-09-08 14:00:00-04:00,LONG,Breakout,15615.1,15601.052912675765,15678.7,2021-09-08 14:20:00-04:00,15601.052912675765,SL,-1.0,-1000.0
2021-09-09 03:10:00-04:00,LONG,Bounce,15567.9,15552.971376789936,15581.2,2021-09-09 03:15:00-04:00,15581.2,TP,0.891,890.91
2021-09-09 03:50:00-04:00,LONG,Breakout,15586.2,15579.12429136249,15601.4,2021-09-09 04:25:00-04:00,15579.12429136249,SL,-1.0,-1000.0
2021-09-10 03:20:00-04:00,LONG,Breakout,15607.2,15597.39379775298,15639.0,2021-09-10 08:10:00-04:00,15639.0,TP,3.243,3242.85
2021-09-10 09:30:00-04:00,LONG,Breakout,15663.5,15638.863446641575,15675.0,2021-09-10 10:00:00-04:00,15638.863446641575,SL,-1.0,-1000.0
2021-09-15 06:15:00-04:00,SHORT,Bounce,15434.8,15439.031515805309,15402.5,2021-09-15 06:25:00-04:00,15439.031515805309,SL,-1.0,-1000.0
2021-09-15 09:30:00-04:00,SHORT,Bounce,15399.7,15449.03697899705,15384.7,2021-09-15 09:35:00-04:00,15384.7,TP,0.304,304.03
2021-09-15 21:20:00-04:00,SHORT,Bounce,15525.0,15531.491913724105,15511.1,2021-09-15 21:50:00-04:00,15511.1,TP,2.141,2141.13
2021-09-16 08:05:00-04:00,LONG,Bounce,15471.1,15467.872515533225,15492.7,2021-09-16 08:10:00-04:00,15467.872515533225,SL,-1.0,-1000.0
2021-09-16 09:30:00-04:00,LONG,Bounce,15480.9,15449.29867357656,15492.7,2021-09-16 09:40:00-04:00,15449.29867357656,SL,-1.0,-1000.0
2021-09-16 14:10:00-04:00,LONG,Breakout,15497.2,15487.748609975113,15517.0,2021-09-16 14:25:00-04:00,15487.748609975113,SL,-1.0,-1000.0
2021-09-17 00:50:00-04:00,LONG,Breakout,15538.5,15536.519900907073,15550.3,2021-09-17 01:00:00-04:00,15536.519900907073,SL,-1.0,-1000.0
2021-09-19 22:15:00-04:00,SHORT,Breakout,15278.1,15297.278036829352,15270.1,2021-09-19 22:35:00-04:00,15270.1,TP,0.417,417.14
2021-09-20 01:05:00-04:00,SHORT,Bounce,15259.8,15267.749631419332,15224.2,2021-09-20 01:10:00-04:00,15267.749631419332,SL,-1.0,-1000.0
2021-09-20 02:35:00-04:00,SHORT,Breakout,15214.7,15234.398551467435,15121.8,2021-09-20 02:55:00-04:00,15234.398551467435,SL,-1.0,-1000.0
2021-09-20 03:00:00-04:00,SHORT,Breakout,15219.6,15234.607126625064,15121.8,2021-09-20 03:35:00-04:00,15234.607126625064,SL,-1.0,-1000.0
2021-09-20 07:25:00-04:00,SHORT,Breakout,15143.5,15155.260179889969,15121.8,2021-09-20 07:30:00-04:00,15121.8,TP,1.845,1845.21
2021-09-21 07:35:00-04:00,SHORT,Breakout,15121.5,15131.292057607248,15067.8,2021-09-21 07:40:00-04:00,15131.292057607248,SL,-1.0,-1000.0
2021-09-22 09:30:00-04:00,SHORT,Breakout,15047.8,15074.72923195797,15034.9,2021-09-22 09:40:00-04:00,15034.9,TP,0.479,479.03
2021-09-22 14:15:00-04:00,SHORT,Bounce,15210.6,15224.591523351988,15032.5,2021-09-22 14:30:00-04:00,15224.591523351988,SL,-1.0,-1000.0
2021-09-23 00:30:00-04:00,SHORT,Bounce,15207.3,15216.31504571992,15197.3,2021-09-23 01:05:00-04:00,15216.31504571992,SL,-1.0,-1000.0
2021-09-23 02:00:00-04:00,SHORT,Bounce,15209.8,15216.493715907001,15201.9,2021-09-23 02:05:00-04:00,15201.9,TP,1.18,1180.21
2021-09-23 02:05:00-04:00,SHORT,Breakout,15198.0,15203.212736199359,15103.8,2021-09-23 02:10:00-04:00,15203.212736199359,SL,-1.0,-1000.0
2021-09-23 21:55:00-04:00,SHORT,Breakout,15301.1,15315.725755082392,15284.1,2021-09-23 22:30:00-04:00,15315.725755082392,SL,-1.0,-1000.0
2021-09-24 01:10:00-04:00,SHORT,Breakout,15293.6,15299.043855050646,15284.1,2021-09-24 01:20:00-04:00,15284.1,TP,1.745,1745.09
2021-09-24 02:50:00-04:00,SHORT,Breakout,15272.1,15283.112737269466,15193.8,2021-09-24 12:10:00-04:00,15283.112737269466,SL,-1.0,-1000.0
2021-09-27 01:00:00-04:00,LONG,Bounce,15389.4,15381.096949487004,15414.6,2021-09-27 02:00:00-04:00,15414.6,TP,3.035,3035.03
2021-09-27 20:25:00-04:00,LONG,Bounce,15177.1,15170.650259349275,15247.9,2021-09-27 20:30:00-04:00,15170.650259349275,SL,-1.0,-1000.0
2021-09-28 02:20:00-04:00,SHORT,Breakout,15143.9,15162.33650146592,15138.0,2021-09-28 02:25:00-04:00,15138.0,TP,0.32,320.02
2021-09-28 05:55:00-04:00,SHORT,Breakout,14969.1,14983.466987507903,14947.9,2021-09-28 06:15:00-04:00,14947.9,TP,1.476,1475.61
2021-09-28 09:30:00-04:00,SHORT,Bounce,14997.0,15015.734881580891,14961.3,2021-09-28 09:40:00-04:00,14961.3,TP,1.906,1905.54
2021-09-28 10:00:00-04:00,SHORT,Breakout,14931.6,14966.711724675806,14826.4,2021-09-28 11:05:00-04:00,14826.4,TP,2.996,2996.15
2021-09-28 23:20:00-04:00,SHORT,Bounce,14861.7,14873.64325186943,14791.3,2021-09-29 00:40:00-04:00,14873.64325186943,SL,-1.0,-1000.0
2021-09-29 02:00:00-04:00,SHORT,Bounce,14848.5,14886.30684277753,14837.8,2021-09-29 02:55:00-04:00,14886.30684277753,SL,-1.0,-1000.0
2021-09-29 07:05:00-04:00,SHORT,Breakout,14879.7,14891.735839957093,14839.9,2021-09-29 07:55:00-04:00,14891.735839957093,SL,-1.0,-1000.0
2021-09-29 08:35:00-04:00,SHORT,Breakout,14847.1,14863.082130182376,14839.9,2021-09-29 08:45:00-04:00,14863.082130182376,SL,-1.0,-1000.0
2021-09-29 10:00:00-04:00,SHORT,Bounce,14890.9,14913.62498369519,14791.3,2021-09-29 10:20:00-04:00,14913.62498369519,SL,-1.0,-1000.0
2021-09-30 03:05:00-04:00,SHORT,Breakout,14848.8,14866.079437138518,14835.6,2021-09-30 03:10:00-04:00,14835.6,TP,0.764,763.91
2021-09-30 05:40:00-04:00,SHORT,Breakout,14823.1,14835.150788774887,14799.9,2021-09-30 05:50:00-04:00,14835.150788774887,SL,-1.0,-1000.0
2021-10-03 21:00:00-04:00,SHORT,Breakout,14764.4,14783.256914057401,14662.8,2021-10-03 21:15:00-04:00,14783.256914057401,SL,-1.0,-1000.0
2021-10-04 01:00:00-04:00,SHORT,Bounce,14747.5,14768.172662535979,14708.1,2021-10-04 01:55:00-04:00,14708.1,TP,1.906,1905.9
2021-10-04 03:25:00-04:00,SHORT,Breakout,14662.5,14670.873292911165,14554.6,2021-10-04 03:40:00-04:00,14670.873292911165,SL,-1.0,-1000.0
2021-10-04 09:35:00-04:00,SHORT,Breakout,14665.6,14682.560482891977,14649.3,2021-10-04 09:40:00-04:00,14649.3,TP,0.961,961.06
2021-10-05 02:05:00-04:00,SHORT,Breakout,14486.3,14498.108002857072,14424.8,2021-10-05 02:25:00-04:00,14498.108002857072,SL,-1.0,-1000.0
2021-10-05 09:30:00-04:00,SHORT,Bounce,14542.8,14556.77210807805,14508.6,2021-10-05 09:35:00-04:00,14556.77210807805,SL,-1.0,-1000.0
2021-10-05 09:35:00-04:00,SHORT,Bounce,14536.5,14557.635528929617,14508.6,2021-10-05 09:40:00-04:00,14557.635528929617,SL,-1.0,-1000.0
2021-10-05 21:05:00-04:00,SHORT,Breakout,14630.8,14649.986325899217,14509.8,2021-10-06 03:35:00-04:00,14509.8,TP,6.307,6306.57
2021-10-07 00:40:00-04:00,SHORT,Breakout,14867.2,14870.69408415277,14810.1,2021-10-07 01:00:00-04:00,14870.69408415277,SL,-1.0,-1000.0
2021-10-07 09:35:00-04:00,SHORT,Bounce,14931.6,14967.843470794596,14850.0,2021-10-07 09:55:00-04:00,14967.843470794596,SL,-1.0,-1000.0
2021-10-07 14:00:00-04:00,SHORT,Breakout,14959.8,14970.41434104443,14873.1,2021-10-08 01:10:00-04:00,14873.1,TP,8.168,8168.19
2021-10-08 03:30:00-04:00,SHORT,Breakout,14860.2,14867.85471256809,14850.0,2021-10-08 03:35:00-04:00,14867.85471256809,SL,-1.0,-1000.0
2021-10-08 09:30:00-04:00,SHORT,Breakout,14883.6,14901.385661095565,14852.8,2021-10-08 09:40:00-04:00,14901.385661095565,SL,-1.0,-1000.0
2021-10-08 09:50:00-04:00,SHORT,Breakout,14881.5,14902.27688271945,14852.8,2021-10-08 10:00:00-04:00,14902.27688271945,SL,-1.0,-1000.0
2021-10-08 13:15:00-04:00,SHORT,Breakout,14807.0,14826.802359277775,14697.3,2021-10-08 13:45:00-04:00,14826.802359277775,SL,-1.0,-1000.0
2021-10-11 20:10:00-04:00,SHORT,Breakout,14669.4,14680.919598260545,14582.1,2021-10-12 04:00:00-04:00,14680.919598260545,SL,-1.0,-1000.0
2021-10-12 09:40:00-04:00,SHORT,Breakout,14705.4,14745.61408137734,14601.3,2021-10-12 12:05:00-04:00,14745.61408137734,SL,-1.0,-1000.0
2021-10-13 03:05:00-04:00,SHORT,Breakout,14609.7,14615.273336250459,14601.3,2021-10-13 03:10:00-04:00,14615.273336250459,SL,-1.0,-1000.0
2021-10-13 08:30:00-04:00,SHORT,Breakout,14693.7,14706.192280044856,14606.1,2021-10-13 08:35:00-04:00,14706.192280044856,SL,-1.0,-1000.0
