entry_time,direction,exit_reason,spread_price,r_multiple_gross,r_multiple_net,pnl_usd_net
2020-09-13 21:00:00-04:00,LONG,TP,0.208667,2.7048,2.6442,2644.22
2020-11-02 22:30:00-05:00,SHORT,SL,0.470667,-1.0,-1.3806,-1380.55
2022-05-29 21:30:00-04:00,LONG,TP,0.251333,10.171,9.7777,9777.72
2022-09-29 01:30:00-04:00,SHORT,SL,0.37,-1.0,-1.0285,-1028.47
2023-05-18 21:00:00-04:00,LONG,SL,0.389333,-1.0,-1.2676,-1267.58
2023-06-14 04:15:00-04:00,LONG,SL,0.382667,-1.0,-1.0429,-1042.94
2023-09-25 04:15:00-04:00,LONG,SL,0.36,-1.0,-1.2026,-1202.6
2024-06-10 21:00:00-04:00,SHORT,TP,0.45,28.7822,27.4131,27413.11
2024-06-10 22:30:00-04:00,SHORT,SL,0.45,-1.0,-1.1241,-1124.13
2024-09-26 21:30:00-04:00,SHORT,SL,0.43,-1.0,-1.4395,-1439.5
2025-07-16 11:45:00-04:00,LONG,SL,0.368667,-1.0,-1.0197,-1019.71
2025-08-27 20:45:00-04:00,SHORT,SL,0.42,-1.0,-1.4218,-1421.75
2026-06-17 14:30:00-04:00,SHORT,TP,0.39,2.1375,2.1297,2129.65
