entry_time,direction,entry_type,entry_price,stop,target,exit_time,exit_price,exit_reason,r_multiple,pnl_usd
2021-08-23 08:00:00-04:00,LONG,Bounce,1.17182,1.1713638766293637,1.17271,2021-08-23 08:30:00-04:00,1.17271,TP,1.951,1951.23
2021-08-24 01:05:00-04:00,LONG,Breakout,1.17422,1.174135439690765,1.17465,2021-08-24 01:25:00-04:00,1.174135439690765,SL,-1.0,-1000.0
2021-08-24 02:00:00-04:00,LONG,Breakout,1.17422,1.1741205305153952,1.17465,2021-08-24 02:05:00-04:00,1.1741205305153952,SL,-1.0,-1000.0
2021-08-24 02:45:00-04:00,LONG,Breakout,1.17431,1.1741120257399955,1.17465,2021-08-24 02:55:00-04:00,1.1741120257399955,SL,-1.0,-1000.0
2021-08-24 08:15:00-04:00,LONG,Breakout,1.17426,1.1740945251952868,1.1746,2021-08-24 08:20:00-04:00,1.1740945251952868,SL,-1.0,-1000.0
2021-08-24 08:25:00-04:00,LONG,Breakout,1.17429,1.1740933814183852,1.1746,2021-08-24 08:30:00-04:00,1.1740933814183852,SL,-1.0,-1000.0
2021-08-24 14:20:00-04:00,LONG,Breakout,1.17496,1.174668604403821,1.1764000000000001,2021-08-24 20:30:00-04:00,1.174668604403821,SL,-1.0,-1000.0
2021-08-25 03:10:00-04:00,LONG,Bounce,1.17344,1.1731846505180141,1.17442,2021-08-25 04:10:00-04:00,1.17442,TP,3.838,3837.88
2021-08-25 04:15:00-04:00,LONG,Breakout,1.17519,1.1743472149364145,1.17566,2021-08-25 04:35:00-04:00,1.17566,TP,0.558,557.67
2021-08-25 08:05:00-04:00,LONG,Bounce,1.17357,1.1731684763554842,1.17586,2021-08-25 08:30:00-04:00,1.1731684763554842,SL,-1.0,-1000.0
2021-08-25 08:30:00-04:00,LONG,Bounce,1.17342,1.173168169035701,1.17586,2021-08-25 08:35:00-04:00,1.173168169035701,SL,-1.0,-1000.0
2021-08-25 20:00:00-04:00,LONG,Bounce,1.17718,1.1768904108085623,1.17736,2021-08-25 20:15:00-04:00,1.1768904108085623,SL,-1.0,-1000.0
2021-08-25 22:20:00-04:00,LONG,Bounce,1.17629,1.1761328138522689,1.17727,2021-08-25 23:30:00-04:00,1.1761328138522689,SL,-1.0,-1000.0
2021-08-26 01:20:00-04:00,LONG,Breakout,1.17646,1.17638118862727,1.17667,2021-08-26 01:30:00-04:00,1.17667,TP,2.665,2664.59
2021-08-26 03:25:00-04:00,LONG,Breakout,1.17698,1.1767975590714517,1.17727,2021-08-26 03:30:00-04:00,1.1767975590714517,SL,-1.0,-1000.0
2021-08-26 08:45:00-04:00,LONG,Bounce,1.17619,1.1756564748902283,1.17781,2021-08-26 08:50:00-04:00,1.1756564748902283,SL,-1.0,-1000.0
2021-08-27 02:25:00-04:00,LONG,Breakout,1.17649,1.1762987161135339,1.17665,2021-08-27 02:30:00-04:00,1.17665,TP,0.836,836.45
2021-08-27 07:35:00-04:00,LONG,Breakout,1.17649,1.176222980199427,1.17704,2021-08-27 07:45:00-04:00,1.176222980199427,SL,-1.0,-1000.0
2021-08-27 09:50:00-04:00,LONG,Breakout,1.17702,1.1763952240635127,1.17781,2021-08-27 09:55:00-04:00,1.1763952240635127,SL,-1.0,-1000.0
2021-08-29 18:05:00-04:00,LONG,Breakout,1.17984,1.179706157345726,1.1801,2021-08-29 18:20:00-04:00,1.179706157345726,SL,-1.0,-1000.0
2021-08-30 20:15:00-04:00,LONG,Breakout,1.17986,1.1797510457256701,1.18032,2021-08-30 20:20:00-04:00,1.1797510457256701,SL,-1.0,-1000.0
2021-08-30 20:25:00-04:00,LONG,Breakout,1.17984,1.1797487179981543,1.18032,2021-08-30 20:30:00-04:00,1.1797487179981543,SL,-1.0,-1000.0
2021-08-31 09:30:00-04:00,LONG,Bounce,1.18235,1.1817997737262347,1.18441,2021-08-31 10:45:00-04:00,1.1817997737262347,SL,-1.0,-1000.0
2021-08-31 10:50:00-04:00,LONG,Bounce,1.18178,1.1814276624719753,1.18441,2021-08-31 10:55:00-04:00,1.1814276624719753,SL,-1.0,-1000.0
