entry_time,direction,daily_bias,sweep_kind,entry_price,sl,tp1,tp2,tp3,of_score,leg1_exit_time,leg1_exit_price,leg1_exit_reason,leg2_exit_time,leg2_exit_price,leg2_exit_reason,r_multiple,pnl_usd
2022-07-28 10:30:00-04:00,SHORT,Neutral,SessionHigh,12555.2,12605.422467942086,12380.6,12237.3,12231.6,2,2022-07-28 11:00:00-04:00,12605.422467942086,SL,2022-07-28 11:00:00-04:00,12605.422467942086,SL,-1.0,-1000.0
2022-08-16 07:00:00-04:00,SHORT,Neutral,Trendline,13652.5,13669.794676938478,13606.0,13480.9,13476.2,2,2022-08-16 09:30:00-04:00,13606.0,TP1,2022-08-16 11:30:00-04:00,13652.5,SL_BE,1.344,1344.34
2022-08-25 11:00:00-04:00,LONG,Neutral,Trendline,13011.9,12965.998755708102,13204.2,13267.2,13292.8,2,2022-08-26 09:00:00-04:00,13204.2,TP1,2022-08-26 10:00:00-04:00,13011.9,SL_BE,2.095,2094.71
2022-09-06 04:00:00-04:00,LONG,Neutral,SessionLow,12178.4,12139.145841694106,12454.1,12500.6,12646.2,2,2022-09-06 07:30:00-04:00,12139.145841694106,SL,2022-09-06 07:30:00-04:00,12139.145841694106,SL,-1.0,-1000.0
2022-09-15 05:30:00-04:00,SHORT,Neutral,SessionHigh,12148.1,12171.968684232284,12011.9,12011.6,12011.3,2,2022-09-15 10:30:00-04:00,12011.9,TP1,2022-09-15 10:30:00-04:00,12011.6,TP2,5.713,5712.51
2022-09-28 08:00:00-04:00,SHORT,Bearish,SessionHigh,11212.2,11259.382241367535,11081.5,,,2,2022-09-28 08:30:00-04:00,11259.382241367535,SL,2022-09-28 08:30:00-04:00,11259.382241367535,SL,-1.0,-1000.0
2022-10-28 04:30:00-04:00,SHORT,Bearish,Trendline,11066.8,11087.261156496314,10884.7,10764.4,10726.2,2,2022-10-28 07:00:00-04:00,11087.261156496314,SL,2022-10-28 07:00:00-04:00,11087.261156496314,SL,-1.0,-1000.0
2022-11-11 12:30:00-05:00,SHORT,Neutral,SessionHigh,11728.9,11754.251042308864,11535.6,10796.0,10791.95,2,2022-11-11 13:00:00-05:00,11754.251042308864,SL,2022-11-11 13:00:00-05:00,11754.251042308864,SL,-1.0,-1000.0
2022-11-23 12:30:00-05:00,LONG,Neutral,Trendline,11736.8,11707.34885859712,11861.6,11870.3,11880.2,2,2022-11-23 15:00:00-05:00,11861.6,TP1,2022-11-23 19:00:00-05:00,11870.3,TP2,4.385,4385.23
2023-02-03 15:00:00-05:00,LONG,Neutral,SessionLow,12580.5,12510.475106902442,12831.1,12894.7,,2,2023-02-05 18:00:00-05:00,12510.475106902442,SL,2023-02-05 18:00:00-05:00,12510.475106902442,SL,-1.0,-1000.0
2023-02-17 14:30:00-05:00,SHORT,Neutral,Trendline,12356.5,12366.876840847974,12231.6,12222.3,12201.5,2,2023-02-17 15:00:00-05:00,12366.876840847974,SL,2023-02-17 15:00:00-05:00,12366.876840847974,SL,-1.0,-1000.0
2023-03-14 04:00:00-04:00,SHORT,Neutral,Trendline,11975.8,11994.803250334351,11919.1,11916.6,11914.1,2,2023-03-14 07:00:00-04:00,11994.803250334351,SL,2023-03-14 07:00:00-04:00,11994.803250334351,SL,-1.0,-1000.0
