task,broker,symbol,case,params,deployed,n,win_pct,pf,net_r,max_dd_r,balance,dd_pct,ret_pct,swap,commission,open_trades,tp,sl,median_spread,financing_pct,capped_pct,risk_median,commission_per_lot,volume_max
OrbBreakoutinv_NDX100_Paper,fundingpips,NDX100,Paper (inverse),30m OR / M5 / 4R,False,18,88.88888888888889,2.0112493200746346,2.0287787282684278,1.2726746941404457,50405.45298407723,0.615939900800711,0.8109059681544605,-15.16501592277778,0.0,1,16,2,1.6,-7.33,0.0,216.17899999999935,0.0,10.0
OrbBreakout_SPX500_Demo,fundingpips,SPX500,Demo (rev 0.5R),60m OR / M1 / 4R,True,15,26.666666666666668,0.3991703722821518,-7.669309414127149,8.138321444480951,48109.32050865556,4.059434687131123,-3.7813589826888783,-482.5819913444445,0.0,1,4,11,0.8,-7.33,0.0,247.12000000000262,0.0,10.0
OrbBreakout_SPX500_Paper,fundingpips,SPX500,Paper,60m OR / M1 / 4R,False,9,11.11111111111111,0.3677371139043924,-6.181389226412289,7.153749604811781,48471.013832755554,3.5648799741143926,-3.0579723344888916,-483.38616724444444,0.0,1,1,8,0.8,-7.33,0.0,247.8600000000024,0.0,10.0
OrbBreakoutinv_SPX500_Paper,fundingpips,SPX500,Paper (inverse),60m OR / M1 / 4R,False,8,87.5,1.6678835267050556,0.6723019639982444,1.0066155805863137,50153.33072012638,0.42103967499318595,0.306661440252763,-17.479279873611112,0.0,1,7,1,0.8,-7.33,0.0,220.25250000000005,0.0,10.0
OrbBreakout_XAUUSD_Demo,fundingpips,XAUUSD,Demo (rev 0.5R),15m OR / M1 / 4R,True,78,35.8974358974359,0.7221097357484672,-14.539864827959766,24.059306530892886,47001.73560000011,10.995920800000007,-5.9965287999997825,-197.4594,-57.65,1,28,50,0.16,-5.5901366759245725,0.0,231.5199999999952,5.0,5.0
OrbBreakout_XAUUSD_Paper,fundingpips,XAUUSD,Paper,60m OR / M1 / 3R,False,29,17.24137931034483,0.5748817320230406,-10.579622722544238,10.57962272254424,47505.48640000005,4.989027199999895,-4.989027199999895,-176.7636,-12.1,1,5,24,0.16,-5.5901366759245725,0.0,229.85000000000127,5.0,5.0
OrbBreakoutinv_XAUUSD_Paper,fundingpips,XAUUSD,Paper (inverse),15m OR / M1 / 4R,False,42,80.95238095238095,1.1111529408952598,0.8842266766054737,5.220876252712765,50190.578980000006,2.150319774882001,0.3811579600000114,18.26898,-7.4,1,34,8,0.16,-5.5901366759245725,0.0,210.92500000000018,5.0,5.0
OrbBreakoutwf_XAUUSD_Paper,fundingpips,XAUUSD,Paper (həftə sonu bağlı),60m OR / M1 / 3R,False,36,33.333333333333336,1.074054088482556,1.6834417565075674,5.929621465989701,50339.75542000009,2.7399857199999973,0.6795108400001773,-172.00458,-16.4,0,7,21,0.16,-5.5901366759245725,0.0,234.06999999999698,5.0,5.0
OrbBreakout_DJI30_Demo,cfi,DJI30,Demo (rev 0.5R),60m OR / M1 / 4R,True,13,53.84615384615385,0.8745697893416174,-0.8949160789978552,4.619860950300222,49697.235206667625,2.1500724650090692,-0.6055295866647502,-420.6692933324,0.0,0,7,6,2.0,-6.4718445093013965,0.0,236.2079999999958,0.0,20.0
OrbBreakout_DJI30_Paper,cfi,DJI30,Paper,60m OR / M1 / 4R,False,7,14.285714285714286,0.45200385160371664,-3.9098281176007417,7.134772988903108,49005.80182500001,3.287367928199404,-1.9883963499999808,-423.143175,0.0,0,1,6,2.0,-6.4718445093013965,0.0,236.2079999999958,0.0,20.0
OrbBreakoutinv_DJI30_Paper,cfi,DJI30,Paper (inverse),60m OR / M1 / 4R,False,7,85.71428571428571,1.5493429273397528,0.5357969256050846,0.9753414469168357,50078.07680000339,0.40390839999720635,0.1561536000067863,12.3998000034,0.0,0,6,1,2.0,-6.4718445093013965,0.0,189.69400000000024,0.0,20.0
OrbBreakout_GER40_Demo,cfi,GER40,Demo,30m OR / M1 / 4R,False,33,21.21212121212121,1.0179927288933197,0.4895205973959653,9.907019516916236,49942.701296176856,5.020078145020727,-0.11459740764628805,-483.160715898,0.0,0,7,26,3.7,-4.368661740507754,0.0,247.4865302249991,0.0,20.0
OrbBreakout_GER40_Paper,cfi,GER40,Paper,30m OR / M1 / 4R,False,33,21.21212121212121,1.0179927288933197,0.4895205973959653,9.907019516916236,49942.701296176856,5.020078145020727,-0.11459740764628805,-483.160715898,0.0,0,7,26,3.7,-4.368661740507754,0.0,247.4865302249991,0.0,20.0
OrbBreakout_JP225_Demo,cfi,JP225,Demo (rev 0.5R),15m OR / M1 / 4R,True,84,38.095238095238095,0.6619702308135644,-18.959379372880587,23.051715706717367,45393.751933641644,10.908319098244124,-9.21249613271671,-282.3492608925,0.0,0,32,52,7.1000000000000005,-5.476546859501857,0.0,241.85253713960986,0.0,20.0
OrbBreakout_JP225_Paper,cfi,JP225,Paper,15m OR / M1 / 4R,False,45,13.333333333333334,0.5607605007119322,-18.92148195464596,22.02814828321171,45279.01613399377,10.702873834374788,-9.441967732012461,-268.77601830780003,0.0,0,6,39,7.1000000000000005,-5.476546859501857,0.0,238.74125341774823,0.0,20.0
OrbBreakoutinv_JP225_Paper,cfi,JP225,Paper (inverse),15m OR / M1 / 4R,False,43,86.04651162790698,1.6136501558222907,3.7261069981992474,3.040234266055087,50932.085834710706,1.4095967272583179,1.8641716694214119,-30.114811271999997,0.0,0,37,6,7.1000000000000005,-5.476546859501857,0.0,233.12894788788017,0.0,20.0
OrbBreakout_NDX100_Demo,cfi,NDX100,Demo (rev 0.5R),30m OR / M5 / 4R,True,32,46.875,0.7176661692721064,-5.666248849352063,6.559359200777838,48598.33443679401,3.1741147099514344,-2.803331126411984,-302.03956320599997,0.0,1,15,17,0.8,-6.474527821485055,0.0,232.2599999999991,0.0,20.0
OrbBreakout_NDX100_Paper,cfi,NDX100,Paper,30m OR / M5 / 4R,False,18,11.11111111111111,0.4134791814766963,-11.188278896213092,11.188278896213092,47384.194988020005,5.23161002395999,-5.231610023959991,-302.99501197999996,0.0,1,2,16,0.8,-6.474527821485055,0.0,224.35499999999956,0.0,20.0
OrbBreakoutinv_NDX100_Paper,cfi,NDX100,Paper (inverse),30m OR / M5 / 4R,False,18,88.88888888888889,2.301465458143532,2.5970663779904077,1.2155556318880134,50531.931202670006,0.5926943783001011,1.0638624053400125,10.75320267,0.0,1,16,2,0.8,-6.474527821485055,0.0,218.8379999999994,0.0,20.0
OrbBreakout_SPX500_Demo,cfi,SPX500,Demo (rev 0.5R),60m OR / M1 / 4R,True,13,38.46153846153846,0.5863325277986274,-3.957390064589348,4.998997109494903,49068.417473006426,2.3838342558767627,-1.863165053987148,-409.7575269935999,0.0,1,5,8,0.48,-6.559509149736644,0.0,242.21999999999935,0.0,20.0
OrbBreakout_SPX500_Paper,cfi,SPX500,Paper,60m OR / M1 / 4R,False,8,12.5,0.4198493500351875,-4.987226589406081,6.026346208034672,48817.15282738402,2.881993278815258,-2.3656943452319537,-414.9571726159999,0.0,1,1,7,0.48,-6.559509149736644,0.0,242.42999999999847,0.0,20.0
OrbBreakoutinv_SPX500_Paper,cfi,SPX500,Paper (inverse),60m OR / M1 / 4R,False,8,87.5,1.8346313441584758,0.8305568906564174,0.9951182596596986,50189.071757451195,0.408576674149066,0.3781435149023891,12.451757451199997,0.0,1,7,1,0.48,-6.559509149736644,0.0,221.0325000000007,0.0,20.0
OrbBreakout_XAUUSD_Demo,cfi,XAUUSD,Demo (rev 0.5R),15m OR / M1 / 4R,True,78,37.17948717948718,0.7840267601221425,-10.645759363865741,20.59682131277926,47892.36234499999,9.504095799999966,-4.215275310000027,-166.087655,0.0,1,29,49,0.04,-4.858318848259621,0.0,235.0399999999936,0.0,20.0
OrbBreakout_XAUUSD_Paper,cfi,XAUUSD,Paper,60m OR / M1 / 3R,False,29,17.24137931034483,0.5915943835378608,-10.004311710614495,10.004311710614493,47575.65206500002,4.8486958699999665,-4.8486958699999665,-154.20793500000002,0.0,1,5,24,0.04,-4.858318848259621,0.0,231.8000000000029,0.0,20.0
OrbBreakoutinv_XAUUSD_Paper,cfi,XAUUSD,Paper (inverse),15m OR / M1 / 4R,False,43,81.3953488372093,1.1234027048957982,0.9785614740639527,5.209596576651296,50225.689280000006,2.1498997069537573,0.4513785600000119,24.189280000000004,0.0,1,35,8,0.04,-4.858318848259621,0.0,213.27999999999884,0.0,20.0
OrbBreakoutwf_XAUUSD_Paper,cfi,XAUUSD,Paper (həftə sonu bağlı),60m OR / M1 / 3R,False,36,33.333333333333336,1.1087672332020897,2.4331900877053783,5.609561986315689,50463.26791,2.584305170000007,0.9265358200000046,-150.07209,0.0,0,7,21,0.04,-4.858318848259621,0.0,233.28999999999905,0.0,20.0
