task,broker,symbol,case,params,deployed,n,win_pct,pf,net_r,max_dd_r,balance,dd_pct,ret_pct,swap,commission,open_trades,tp,sl,median_spread,financing_pct,capped_pct,risk_median,commission_per_lot,volume_max
OrbBreakout_DJI30_Demo,fundingpips,DJI30,Demo (rev 0.5R),60m OR / M1 / 4R,True,13,53.84615384615385,0.8311448280358823,-1.2362206169511423,4.845367429387061,49670.95414520347,2.2981640132046484,-0.6580917095930636,-531.3586047965279,0.0,0,7,6,1.0,-7.33,0.0,245.23400000000257,0.0,10.0
OrbBreakout_DJI30_Paper,fundingpips,DJI30,Paper,60m OR / M1 / 4R,False,7,14.285714285714286,0.4246778548074516,-4.212042124636399,7.321188937072319,48951.724008570134,3.498006519751853,-2.0965519828597317,-525.4019914298611,0.0,0,1,6,1.0,-7.33,0.0,245.23400000000257,0.0,10.0
OrbBreakoutinv_DJI30_Paper,fundingpips,DJI30,Paper (inverse),60m OR / M1 / 4R,False,7,85.71428571428571,1.3643561629109957,0.3787027656705145,1.039375216395127,50106.724562762916,0.42866120549611514,0.21344912552583264,-21.750437237083332,0.0,0,6,1,1.0,-7.33,0.0,231.09749999999985,0.0,10.0
OrbBreakout_GER40_Demo,fundingpips,GER40,Demo,30m OR / M1 / 4R,False,31,22.580645161290324,1.0191289901065015,0.4866699319319967,8.464989758339271,50140.78065965456,4.1964996405152535,0.2815613193091267,-641.2236556704207,0.0,0,7,24,2.0,-5.410000000000001,0.0,239.92630717500458,0.0,10.0
OrbBreakout_GER40_Paper,fundingpips,GER40,Paper,30m OR / M1 / 4R,False,31,22.580645161290324,1.0191289901065015,0.4866699319319967,8.464989758339271,50140.78065965456,4.1964996405152535,0.2815613193091267,-641.2236556704207,0.0,0,7,24,2.0,-5.410000000000001,0.0,239.92630717500458,0.0,10.0
OrbBreakout_JP225_Demo,fundingpips,JP225,Demo (rev 0.5R),15m OR / M1 / 4R,True,83,39.75903614457831,0.7602664095624805,-12.839683837380916,19.411744815864306,48610.89157859168,6.230750699999856,-2.7782168428166334,-140.67973368593235,0.0,0,33,50,10.0,-3.4399999999999995,66.26506024096386,215.29648155273645,0.0,10.0
OrbBreakout_JP225_Paper,fundingpips,JP225,Paper,15m OR / M1 / 4R,False,45,15.555555555555555,0.6685026809755659,-13.759236588087012,19.846166775315268,48218.77011990907,6.309219979621182,-3.562459760181853,-122.91590723939596,0.0,0,7,38,10.0,-3.4399999999999995,62.22222222222222,223.42340121295797,0.0,10.0
OrbBreakoutinv_JP225_Paper,fundingpips,JP225,Paper (inverse),15m OR / M1 / 4R,False,44,84.0909090909091,1.2682763642143244,1.8988685965930119,4.05729713316528,50473.553918757585,2.031968838283675,0.9471078375151701,-33.384532463508066,0.0,0,37,7,10.0,-3.4399999999999995,0.0,250.3046664965068,0.0,10.0
OrbBreakout_NDX100_Demo,fundingpips,NDX100,Demo (rev 0.5R),30m OR / M5 / 4R,True,32,46.875,0.7095843559404308,-5.866880585413665,6.565856750035133,48502.87128676834,3.2604311550769522,-2.994257426463315,-351.54771323166665,0.0,1,15,17,1.6,-7.33,0.0,233.67599999999948,0.0,10.0
OrbBreakout_NDX100_Paper,fundingpips,NDX100,Paper,30m OR / M5 / 4R,False,18,11.11111111111111,0.40934392174223033,-11.33653166737853,11.33653166737853,47387.00909600278,5.225981807994438,-5.225981807994438,-340.69490399722224,0.0,1,2,16,1.6,-7.33,0.0,227.44499999999934,0.0,10.0
