day,setup_id,direction,range_high,range_low,range_points,atr,break_time,morning_extreme,entry_time,entry,stop,target,exit_time,exit_price,reason,bars_held,r_gross,r_net
2019-03-28,setup_or_fib_NDX100_20190328_BUY,LONG,7307.5,7296.0,11.5,9.815235968592802,2019-03-28 13:50:00+00:00,7312.4,2019-03-28 14:11:00+00:00,7300.393,7298.231000000001,7310.628,2019-03-28 14:19:00+00:00,7310.628,TP,8,4.734042553192756,3.913968547642094
2019-03-29,setup_or_fib_NDX100_20190329_BUY,LONG,7362.7,7353.7,9.0,6.714436118953315,2019-03-29 13:45:00+00:00,7379.0,2019-03-29 14:46:00+00:00,7357.138,7355.446,7365.148,2019-03-29 14:46:00+00:00,7355.446,SL,0,-1.0,-2.0478723404255277
2019-04-01,setup_or_fib_NDX100_20190401_SELL,SHORT,7457.6,7435.1,22.5,6.390906872936394,2019-04-01 13:54:00+00:00,7430.6,2019-04-01 14:00:00+00:00,7449.005,7453.235000000001,7428.9800000000005,2019-04-01 14:09:00+00:00,7428.9800000000005,TP,9,4.734042553190874,4.314893617020708
2019-04-02,setup_or_fib_NDX100_20190402_SELL,SHORT,7483.3,7468.3,15.0,4.428927411477272,2019-04-02 13:57:00+00:00,7461.3,2019-04-02 14:13:00+00:00,7477.570000000001,7480.39,7464.22,2019-04-02 14:17:00+00:00,7480.39,SL,4,-1.0,-1.628723404255384
2019-04-03,setup_or_fib_NDX100_20190403_BUY,LONG,7544.4,7529.9,14.5,5.510802674542222,2019-04-03 13:47:00+00:00,7547.6,2019-04-03 14:00:00+00:00,7535.438999999999,7532.713,7548.344,2019-04-03 14:00:00+00:00,7532.713,SL,0,-1.0,-1.6504035216435151
2019-04-04,setup_or_fib_NDX100_20190404_BUY,LONG,7565.6,7540.2,25.400000000000546,5.925353432325425,2019-04-04 13:45:00+00:00,7571.0,2019-04-04 14:16:00+00:00,7549.9028,7545.1276,7572.5088000000005,2019-04-04 14:17:00+00:00,7545.1276,SL,1,-1.0,-1.3712933489696735
2019-04-12,setup_or_fib_NDX100_20190412_SELL,SHORT,7631.1,7619.7,11.400000000000546,6.418507040603247,2019-04-12 13:47:00+00:00,7614.2,2019-04-12 14:28:00+00:00,7626.7452,7628.888400000001,7616.5992,2019-04-12 14:30:00+00:00,7628.888400000001,SL,2,-1.0,-1.8272676371778842
2019-04-16,setup_or_fib_NDX100_20190416_BUY,LONG,7657.5,7646.7,10.800000000000182,4.752336295437299,2019-04-16 14:00:00+00:00,7670.7,2019-04-16 14:45:00+00:00,7650.8256,7648.7952,7660.4376,2019-04-16 15:07:00+00:00,7660.4376,TP,22,4.734042553190236,3.860815602835865
2019-04-24,setup_or_fib_NDX100_20190424_SELL,SHORT,7824.2,7804.7,19.5,5.134639160585105,2019-04-24 13:45:00+00:00,7793.5,2019-04-24 14:18:00+00:00,7816.751,7820.417,7799.396,2019-04-24 14:36:00+00:00,7820.417,SL,18,-1.0,-1.483633387888685
2019-04-25,setup_or_fib_NDX100_20190425_SELL,SHORT,7845.5,7811.8,33.69999999999982,5.619698640913909,2019-04-25 14:12:00+00:00,7776.4,2019-04-25 15:36:00+00:00,7832.6266000000005,7838.9622,7802.6336,2019-04-25 15:52:00+00:00,7838.9622,SL,16,-1.0,-1.2798472125765767
2019-04-26,setup_or_fib_NDX100_20190426_SELL,SHORT,7807.7,7758.0,49.69999999999982,8.355541152719129,2019-04-26 13:54:00+00:00,7740.0,2019-04-26 15:10:00+00:00,7788.7146,7798.0581999999995,7744.4816,2019-04-26 15:31:00+00:00,7798.0581999999995,SL,21,-1.0,-1.1897555546042364
2019-04-29,setup_or_fib_NDX100_20190429_SELL,SHORT,7835.2,7821.7,13.5,5.503330774078593,2019-04-29 13:50:00+00:00,7811.0,2019-04-29 14:15:00+00:00,7830.043,7832.581,7818.028,2019-04-29 14:20:00+00:00,7832.581,SL,5,-1.0,-1.6985815602835599
2019-05-01,setup_or_fib_NDX100_20190501_BUY,LONG,7832.7,7816.1,16.599999999999454,4.530687096681585,2019-05-01 14:08:00+00:00,7840.5,2019-05-01 14:30:00+00:00,7822.4412,7819.3204,7837.2152,2019-05-01 15:17:00+00:00,7837.2152,TP,47,4.734042553190398,4.165918995128472
2019-05-02,setup_or_fib_NDX100_20190502_BUY,LONG,7769.5,7739.7,29.800000000000182,6.987312011674162,2019-05-02 13:54:00+00:00,7792.5,2019-05-02 15:03:00+00:00,7751.0836,7745.4812,7777.6056,2019-05-02 15:17:00+00:00,7745.4812,SL,14,-1.0,-1.3164715122090667
2019-05-08,setup_or_fib_NDX100_20190508_BUY,LONG,7640.0,7591.9,48.100000000000364,15.199257854302948,2019-05-08 13:48:00+00:00,7650.5,2019-05-08 14:33:00+00:00,7610.2742,7601.2314,7653.0832,2019-05-08 14:59:00+00:00,7653.0832,TP,26,4.734042553191422,4.537974963506815
2019-05-10,setup_or_fib_NDX100_20190510_BUY,LONG,7568.6,7542.2,26.400000000000546,16.49766640109972,2019-05-10 13:46:00+00:00,7576.1,2019-05-10 13:52:00+00:00,7552.2848,7547.321599999999,7575.7808,2019-05-10 13:53:00+00:00,7547.321599999999,SL,1,-1.0,-1.3572292069631737
2019-05-14,setup_or_fib_NDX100_20190514_SELL,SHORT,7384.2,7356.9,27.300000000000182,11.803855057006006,2019-05-14 13:48:00+00:00,7335.5,2019-05-14 14:02:00+00:00,7373.7714,7378.9038,7349.474399999999,2019-05-14 14:15:00+00:00,7378.9038,SL,13,-1.0,-1.345452419920477
2019-05-17,setup_or_fib_NDX100_20190517_BUY,LONG,7550.0,7502.1,47.899999999999636,14.02802522583021,2019-05-17 13:47:00+00:00,7554.5,2019-05-17 13:54:00+00:00,7520.397800000001,7511.392600000001,7563.0288,2019-05-17 14:27:00+00:00,7563.0288,TP,33,4.734042553191631,4.537156309687869
2019-05-21,setup_or_fib_NDX100_20190521_SELL,SHORT,7452.1,7431.9,20.200000000000728,11.803894312315425,2019-05-21 13:50:00+00:00,7414.0,2019-05-21 14:42:00+00:00,7444.3836,7448.181200000001,7426.405599999999,2019-05-21 14:43:00+00:00,7448.181200000001,SL,1,-1.0,-1.4668738150409821
2019-05-22,setup_or_fib_NDX100_20190522_BUY,LONG,7435.4,7408.5,26.899999999999636,10.585855331533102,2019-05-22 13:54:00+00:00,7460.5,2019-05-22 14:56:00+00:00,7418.775799999999,7413.7186,7442.716799999999,2019-05-22 15:01:00+00:00,7413.7186,SL,5,-1.0,-1.3505892588784802
2019-05-23,setup_or_fib_NDX100_20190523_SELL,SHORT,7334.1,7304.8,29.300000000000182,11.899478467849901,2019-05-23 13:45:00+00:00,7296.1,2019-05-23 14:03:00+00:00,7322.9074,7328.415800000001,7296.8304,2019-05-23 14:11:00+00:00,7296.8304,TP,8,4.7340425531909975,4.412170503230973
2019-05-27,setup_or_fib_NDX100_20190527_SELL,SHORT,7310.1,7304.0,6.100000000000364,5.86700822913348,2019-05-27 14:09:00+00:00,7302.0,2019-05-27 14:31:00+00:00,7307.7698,7308.9166000000005,7302.3408,2019-05-27 16:00:00+00:00,7303.3,TIME,89,3.897628182767821,2.35158702476353
2019-05-29,setup_or_fib_NDX100_20190529_BUY,LONG,7236.6,7203.6,33.0,8.968091477713788,2019-05-29 14:15:00+00:00,7253.6,2019-05-29 15:00:00+00:00,7216.206,7210.002,7245.576,2019-05-29 15:14:00+00:00,7210.002,SL,14,-1.0,-1.2857833655706123
2019-05-30,setup_or_fib_NDX100_20190530_BUY,LONG,7252.1,7229.1,23.0,8.3535293090941,2019-05-30 13:47:00+00:00,7263.4,2019-05-30 14:52:00+00:00,7237.886,7233.562,7258.356000000001,2019-05-30 14:53:00+00:00,7233.562,SL,1,-1.0,-1.4100370027751583
2019-05-31,setup_or_fib_NDX100_20190531_SELL,SHORT,7163.9,7133.3,30.599999999999454,9.94757063640116,2019-05-31 13:50:00+00:00,7126.5,2019-05-31 14:07:00+00:00,7152.2108,7157.9636,7124.9768,2019-05-31 14:26:00+00:00,7157.9636,SL,19,-1.0,-1.3081977471839688
2019-06-04,setup_or_fib_NDX100_20190604_SELL,SHORT,7061.5,7026.1,35.399999999999636,10.326493964031766,2019-06-04 13:51:00+00:00,7021.4,2019-06-04 13:56:00+00:00,7047.9772,7054.6323999999995,7016.471200000001,2019-06-04 14:15:00+00:00,7054.6323999999995,SL,19,-1.0,-1.2664082221421147
2019-06-06,setup_or_fib_NDX100_20190606_SELL,SHORT,7239.8,7211.9,27.900000000000546,9.195542391700043,2019-06-06 13:53:00+00:00,7198.4,2019-06-06 14:43:00+00:00,7229.1422,7234.3874,7204.311199999999,2019-06-06 15:09:00+00:00,7234.3874,SL,26,-1.0,-1.3380233356211788
2019-06-13,setup_or_fib_NDX100_20190613_BUY,LONG,7522.9,7492.0,30.899999999999636,9.845259614764988,2019-06-13 13:45:00+00:00,7530.4,2019-06-13 14:08:00+00:00,7503.8038,7497.994599999999,7531.3048,2019-06-13 15:06:00+00:00,7497.994599999999,SL,58,-1.0,-1.3052055360462398
2019-06-24,setup_or_fib_NDX100_20190624_SELL,SHORT,7745.8,7731.4,14.400000000000546,6.246123836895302,2019-06-24 13:48:00+00:00,7718.6,2019-06-24 14:11:00+00:00,7740.2992,7743.0064,7727.4832,2019-06-24 14:30:00+00:00,7743.0064,SL,19,-1.0,-1.6549202127659988
2019-06-27,setup_or_fib_NDX100_20190627_BUY,LONG,7667.6,7644.4,23.200000000000728,9.90552932063788,2019-06-27 13:56:00+00:00,7671.3,2019-06-27 14:17:00+00:00,7653.2624,7648.900799999999,7673.910400000001,2019-06-27 14:47:00+00:00,7648.900799999999,SL,30,-1.0,-1.406502201027129
2019-07-01,setup_or_fib_NDX100_20190701_SELL,SHORT,7822.4,7803.0,19.399999999999636,6.596217354051665,2019-07-01 13:45:00+00:00,7790.1,2019-07-01 14:03:00+00:00,7814.9892,7818.636399999999,7797.7232,2019-07-01 14:11:00+00:00,7797.7232,TP,8,4.734042553192126,4.24791620969567
2019-07-02,setup_or_fib_NDX100_20190702_BUY,LONG,7768.5,7749.1,19.399999999999636,6.235047073082384,2019-07-02 14:29:00+00:00,7782.1,2019-07-02 15:39:00+00:00,7756.5108,7752.863600000001,7773.7768,2019-07-02 15:40:00+00:00,7752.863600000001,SL,1,-1.0,-1.4861263434964567
2019-07-03,setup_or_fib_NDX100_20190703_BUY,LONG,7821.9,7808.4,13.5,6.063234135736292,2019-07-03 13:45:00+00:00,7824.1,2019-07-03 13:52:00+00:00,7813.557,7811.018999999999,7825.571999999999,2019-07-03 13:52:00+00:00,7811.018999999999,SL,0,-1.0,-1.6985815602835599
2019-07-04,setup_or_fib_NDX100_20190704_SELL,SHORT,7873.4,7868.8,4.599999999999454,3.058239534158056,2019-07-04 14:05:00+00:00,7866.9,2019-07-04 14:42:00+00:00,7871.6428,7872.507599999999,7867.5488000000005,2019-07-04 14:53:00+00:00,7872.507599999999,SL,11,-1.0,-3.0501850138775173
2019-07-08,setup_or_fib_NDX100_20190708_SELL,SHORT,7792.1,7754.9,37.20000000000073,6.076746694643023,2019-07-08 13:47:00+00:00,7752.1,2019-07-08 14:21:00+00:00,7777.8896,7784.8832,7744.781599999999,2019-07-08 16:00:00+00:00,7765.9,TIME,99,1.71436742164281,1.4608499199269478
2019-07-10,setup_or_fib_NDX100_20190710_BUY,LONG,7906.9,7863.6,43.29999999999927,11.626024050837604,2019-07-10 13:48:00+00:00,7925.4,2019-07-10 14:59:00+00:00,7880.1406,7872.0002,7918.677599999999,2019-07-10 15:00:00+00:00,7872.0002,SL,1,-1.0,-1.2178025649845399
2019-07-11,setup_or_fib_NDX100_20190711_BUY,LONG,7923.8,7904.6,19.199999999999818,8.70743153569081,2019-07-11 14:00:00+00:00,7928.4,2019-07-11 14:05:00+00:00,7911.9344,7908.3248,7929.0224,2019-07-11 14:11:00+00:00,7908.3248,SL,6,-1.0,-1.491190159574499
2019-07-12,setup_or_fib_NDX100_20190712_BUY,LONG,7919.0,7901.3,17.699999999999818,5.717666864062779,2019-07-12 13:45:00+00:00,7926.3,2019-07-12 14:17:00+00:00,7908.0614000000005,7904.7338,7923.8144,2019-07-12 14:25:00+00:00,7904.7338,SL,8,-1.0,-1.532816444284084
2019-07-15,setup_or_fib_NDX100_20190715_SELL,SHORT,7961.4,7944.1,17.299999999999272,5.088626772936549,2019-07-15 13:46:00+00:00,7938.8,2019-07-15 15:17:00+00:00,7954.7914,7958.0437999999995,7939.3944,2019-07-15 15:21:00+00:00,7958.0437999999995,SL,4,-1.0,-1.5451358996434412
2019-07-16,setup_or_fib_NDX100_20190716_BUY,LONG,7961.6,7949.1,12.5,5.862350856667583,2019-07-16 13:45:00+00:00,7964.1,2019-07-16 14:05:00+00:00,7953.875,7951.525000000001,7965.0,2019-07-16 14:14:00+00:00,7951.525000000001,SL,9,-1.0,-1.7544680851065582
2019-07-18,setup_or_fib_NDX100_20190718_BUY,LONG,7879.9,7842.6,37.29999999999927,7.033372508306365,2019-07-18 14:21:00+00:00,7883.4,2019-07-18 14:55:00+00:00,7856.8486,7849.8362,7890.0455999999995,2019-07-18 15:09:00+00:00,7849.8362,SL,14,-1.0,-1.252837830129466
2019-07-25,setup_or_fib_NDX100_20190725_SELL,SHORT,7981.6,7944.9,36.70000000000073,8.657906000279914,2019-07-25 13:47:00+00:00,7928.4,2019-07-25 14:40:00+00:00,7967.5806,7974.480200000001,7934.9176,2019-07-25 16:00:00+00:00,7947.9,TIME,80,2.8524262276072165,2.595454808974276
2019-07-31,setup_or_fib_NDX100_20190731_BUY,LONG,7975.0,7953.9,21.100000000000364,5.6242834087913,2019-07-31 14:10:00+00:00,7978.9,2019-07-31 14:30:00+00:00,7961.9601999999995,7957.9934,7980.7392,2019-07-31 14:31:00+00:00,7957.9934,SL,1,-1.0,-1.4469597660583695
2019-08-06,setup_or_fib_NDX100_20190806_BUY,LONG,7519.8,7481.7,38.100000000000364,19.1514228298745,2019-08-06 14:03:00+00:00,7525.9,2019-08-06 14:11:00+00:00,7496.2542,7489.0914,7530.1632,2019-08-06 14:13:00+00:00,7489.0914,SL,2,-1.0,-1.2475288993131157
2019-08-07,setup_or_fib_NDX100_20190807_SELL,SHORT,7455.5,7411.5,44.0,22.822180147937082,2019-08-07 13:45:00+00:00,7380.3,2019-08-07 14:04:00+00:00,7438.692,7446.964,7399.532,2019-08-07 14:07:00+00:00,7446.964,SL,3,-1.0,-1.2143375241779515
2019-08-12,setup_or_fib_NDX100_20190812_BUY,LONG,7620.4,7573.7,46.69999999999982,15.663377115968352,2019-08-12 14:31:00+00:00,7624.0,2019-08-12 14:46:00+00:00,7591.5394,7582.7598,7633.1024,2019-08-12 15:11:00+00:00,7582.7598,SL,25,-1.0,-1.2019454189256948
2019-08-14,setup_or_fib_NDX100_20190814_SELL,SHORT,7620.8,7584.4,36.400000000000546,17.724715015336194,2019-08-14 13:45:00+00:00,7573.2,2019-08-14 13:51:00+00:00,7606.8952,7613.7384,7574.499199999999,2019-08-14 13:58:00+00:00,7613.7384,SL,7,-1.0,-1.2590893149403692
2019-08-15,setup_or_fib_NDX100_20190815_SELL,SHORT,7523.9,7451.4,72.5,32.19381666455698,2019-08-15 15:20:00+00:00,7445.8,2019-08-15 15:57:00+00:00,7496.205,7509.834999999999,7431.679999999999,2019-08-15 16:00:00+00:00,7498.3,TIME,3,-0.1537050623624635,-0.28378576669115785
2019-08-19,setup_or_fib_NDX100_20190819_SELL,SHORT,7735.0,7707.2,27.800000000000182,9.949478078470925,2019-08-19 14:01:00+00:00,7685.8,2019-08-19 15:10:00+00:00,7724.3804,7729.6068,7699.6384,2019-08-19 15:37:00+00:00,7729.6068,SL,27,-1.0,-1.3392392469003807
2019-08-20,setup_or_fib_NDX100_20190820_SELL,SHORT,7711.8,7675.8,36.0,10.256030725154687,2019-08-20 13:51:00+00:00,7671.7,2019-08-20 14:10:00+00:00,7698.048,7704.816000000001,7666.008,2019-08-20 14:55:00+00:00,7704.816000000001,SL,45,-1.0,-1.2619680851063466
2019-08-23,setup_or_fib_NDX100_20190823_SELL,SHORT,7665.9,7648.4,17.5,17.388772593906733,2019-08-23 13:47:00+00:00,7620.0,2019-08-23 14:00:00+00:00,7659.214999999999,7662.505,7643.639999999999,2019-08-23 14:01:00+00:00,7643.639999999999,TP,1,4.734042553190178,4.195136778114333
2019-08-26,setup_or_fib_NDX100_20190826_SELL,SHORT,7558.5,7527.3,31.199999999999818,23.279883957351082,2019-08-26 13:47:00+00:00,7519.0,2019-08-26 14:01:00+00:00,7546.5816,7552.4472,7518.8136,2019-08-26 14:09:00+00:00,7518.8136,TP,8,4.734042553192159,4.431771685761675
2019-08-27,setup_or_fib_NDX100_20190827_BUY,LONG,7634.8,7611.5,23.300000000000182,13.34132969631198,2019-08-27 13:48:00+00:00,7641.8,2019-08-27 13:50:00+00:00,7620.4006,7616.0202,7641.1376,2019-08-27 13:50:00+00:00,7616.0202,SL,0,-1.0,-1.4047575563875436
2019-08-29,setup_or_fib_NDX100_20190829_BUY,LONG,7709.5,7676.5,33.0,10.522097554333458,2019-08-29 13:46:00+00:00,7717.8,2019-08-29 14:11:00+00:00,7689.106,7682.902,7718.476,2019-08-29 14:37:00+00:00,7682.902,SL,26,-1.0,-1.2857833655706123
2019-09-02,setup_or_fib_NDX100_20190902_BUY,LONG,7657.4,7635.2,22.199999999999818,7.834812620175642,2019-09-02 14:20:00+00:00,7665.7,2019-09-02 15:10:00+00:00,7643.6804,7639.506799999999,7663.4384,2019-09-02 15:50:00+00:00,7608.5,SL,39,-8.429269695225193,-8.854082806208416
2019-09-03,setup_or_fib_NDX100_20190903_BUY,LONG,7662.5,7621.8,40.69999999999982,16.612093080905453,2019-09-03 13:51:00+00:00,7670.3,2019-09-03 14:00:00+00:00,7637.347400000001,7629.6957999999995,7673.5704,2019-09-03 14:01:00+00:00,7629.6957999999995,SL,1,-1.0,-1.2317162423545083
2019-09-04,setup_or_fib_NDX100_20190904_BUY,LONG,7691.9,7675.0,16.899999999999636,8.64909547785653,2019-09-04 13:45:00+00:00,7699.5,2019-09-04 13:51:00+00:00,7681.4558,7678.278600000001,7696.4968,2019-09-04 13:51:00+00:00,7678.278600000001,SL,0,-1.0,-1.5580385244871144
2019-09-09,setup_or_fib_NDX100_20190909_SELL,SHORT,7879.0,7854.3,24.699999999999818,5.253220150768841,2019-09-09 13:55:00+00:00,7839.3,2019-09-09 14:59:00+00:00,7869.5646,7874.2082,7847.5816,2019-09-09 16:00:00+00:00,7857.8,TIME,61,2.533508484795993,2.1516926522523043
2019-09-10,setup_or_fib_NDX100_20190910_SELL,SHORT,7795.3,7746.8,48.5,10.331071176859203,2019-09-10 13:54:00+00:00,7739.8,2019-09-10 14:24:00+00:00,7776.773,7785.8910000000005,7733.608,2019-09-10 15:51:00+00:00,7785.8910000000005,SL,86,-1.0,-1.194450537398544
2019-09-12,setup_or_fib_NDX100_20190912_SELL,SHORT,7950.2,7919.0,31.199999999999818,10.721284131002257,2019-09-12 13:47:00+00:00,7903.7,2019-09-12 14:10:00+00:00,7938.2816,7944.147199999999,7910.5136,2019-09-12 14:10:00+00:00,7944.147199999999,SL,0,-1.0,-1.3022708674304844
2019-09-13,setup_or_fib_NDX100_20190913_BUY,LONG,7907.9,7883.0,24.899999999999636,7.628011856236226,2019-09-13 13:50:00+00:00,7916.0,2019-09-13 14:07:00+00:00,7892.5118,7887.8306,7914.672799999999,2019-09-13 14:08:00+00:00,7887.8306,SL,1,-1.0,-1.3787490387080243
2019-09-16,setup_or_fib_NDX100_20190916_BUY,LONG,7860.5,7831.7,28.800000000000182,9.636835814088716,2019-09-16 13:52:00+00:00,7871.7,2019-09-16 14:54:00+00:00,7842.7016,7837.2872,7868.3336,2019-09-16 15:59:00+00:00,7837.2872,SL,65,-1.0,-1.3274601063829443
2019-09-18,setup_or_fib_NDX100_20190918_SELL,SHORT,7877.7,7861.5,16.199999999999818,5.554492080487437,2019-09-18 13:45:00+00:00,7857.3,2019-09-18 14:09:00+00:00,7871.5116,7874.557199999999,7857.0936,2019-09-18 16:00:00+00:00,7864.9,TIME,111,2.170869451011734,1.5887181507752255
2019-09-20,setup_or_fib_NDX100_20190920_SELL,SHORT,7917.5,7902.2,15.300000000000182,7.666243754504252,2019-09-20 13:59:00+00:00,7900.3,2019-09-20 14:08:00+00:00,7911.6554,7914.5318,7898.0383999999995,2019-09-20 14:39:00+00:00,7898.0383999999995,TP,31,4.734042553191385,4.117647058823447
2019-09-23,setup_or_fib_NDX100_20190923_BUY,LONG,7821.5,7797.0,24.5,8.94161252170877,2019-09-23 13:50:00+00:00,7825.5,2019-09-23 14:01:00+00:00,7806.359,7801.753000000001,7828.164,2019-09-23 14:05:00+00:00,7801.753000000001,SL,4,-1.0,-1.3849326964828679
2019-09-24,setup_or_fib_NDX100_20190924_BUY,LONG,7867.5,7846.3,21.199999999999818,5.826558920273536,2019-09-24 13:55:00+00:00,7872.5,2019-09-24 14:05:00+00:00,7854.3984,7850.4128,7873.2663999999995,2019-09-24 14:06:00+00:00,7850.4128,SL,1,-1.0,-1.4448514652749926
2019-09-25,setup_or_fib_NDX100_20190925_SELL,SHORT,7719.3,7694.4,24.900000000000546,9.55180529180881,2019-09-25 13:45:00+00:00,7643.9,2019-09-25 14:31:00+00:00,7709.7882,7714.4694,7687.6272,2019-09-25 14:51:00+00:00,7687.6272,TP,20,4.734042553191512,4.3552935144834874
2019-09-26,setup_or_fib_NDX100_20190926_SELL,SHORT,7793.9,7752.0,41.899999999999636,8.982831768530293,2019-09-26 13:55:00+00:00,7740.0,2019-09-26 14:49:00+00:00,7777.8942,7785.7714,7740.6032000000005,2019-09-26 15:01:00+00:00,7740.6032000000005,TP,12,4.734042553191454,4.508962575534416
2019-10-01,setup_or_fib_NDX100_20191001_BUY,LONG,7816.8,7777.7,39.100000000000364,7.9289186968764325,2019-10-01 13:47:00+00:00,7822.8,2019-10-01 14:00:00+00:00,7792.6362,7785.2854,7827.4352,2019-10-01 14:03:00+00:00,7785.2854,SL,3,-1.0,-1.2411982369265877
2019-10-03,setup_or_fib_NDX100_20191003_SELL,SHORT,7569.7,7534.5,35.19999999999982,10.653883951666087,2019-10-03 14:00:00+00:00,7459.8,2019-10-03 15:02:00+00:00,7556.2536,7562.8712,7524.9256000000005,2019-10-03 15:03:00+00:00,7562.8712,SL,1,-1.0,-1.267921905222454
2019-10-04,setup_or_fib_NDX100_20191004_BUY,LONG,7698.5,7669.5,29.0,14.313961235135695,2019-10-04 13:58:00+00:00,7713.7,2019-10-04 14:35:00+00:00,7680.578,7675.126,7706.388,2019-10-04 14:47:00+00:00,7675.126,SL,12,-1.0,-1.3252017608217033
2019-10-07,setup_or_fib_NDX100_20191007_SELL,SHORT,7742.5,7714.4,28.100000000000364,7.786845756820754,2019-10-07 13:45:00+00:00,7710.5,2019-10-07 13:52:00+00:00,7731.7658,7737.0486,7706.756799999999,2019-10-07 14:06:00+00:00,7737.0486,SL,14,-1.0,-1.3356174755811343
2019-10-09,setup_or_fib_NDX100_20191009_SELL,SHORT,7683.8,7657.5,26.300000000000182,13.901878746391704,2019-10-09 13:53:00+00:00,7649.3,2019-10-09 14:01:00+00:00,7673.7534000000005,7678.6978,7650.3464,2019-10-09 14:30:00+00:00,7678.6978,SL,29,-1.0,-1.3585874929213277
2019-10-16,setup_or_fib_NDX100_20191016_SELL,SHORT,7924.4,7906.3,18.099999999999454,8.006358671382904,2019-10-16 14:03:00+00:00,7897.3,2019-10-16 14:18:00+00:00,7917.4857999999995,7920.8886,7901.3768,2019-10-16 14:26:00+00:00,7920.8886,SL,8,-1.0,-1.5210414952390996
2019-10-18,setup_or_fib_NDX100_20191018_BUY,LONG,7943.3,7930.2,13.100000000000364,6.527710860710983,2019-10-18 13:48:00+00:00,7947.0,2019-10-18 13:57:00+00:00,7935.2042,7932.7414,7946.863200000001,2019-10-18 14:03:00+00:00,7932.7414,SL,6,-1.0,-1.7199122949487675
2019-10-21,setup_or_fib_NDX100_20191021_SELL,SHORT,7925.9,7900.4,25.5,6.546839366890294,2019-10-21 13:49:00+00:00,7884.2,2019-10-21 14:38:00+00:00,7916.159,7920.9529999999995,7893.464,2019-10-21 14:40:00+00:00,7920.9529999999995,SL,2,-1.0,-1.3698372966207861
2019-10-23,setup_or_fib_NDX100_20191023_BUY,LONG,7875.9,7844.7,31.199999999999818,8.054163390318934,2019-10-23 13:46:00+00:00,7878.6,2019-10-23 14:16:00+00:00,7856.618399999999,7850.7528,7884.386399999999,2019-10-23 14:35:00+00:00,7850.6,SL,19,-1.026050190943785,-1.3283210583742693
2019-10-24,setup_or_fib_NDX100_20191024_SELL,SHORT,7952.9,7934.9,18.0,6.212438440476597,2019-10-24 13:53:00+00:00,7908.7,2019-10-24 15:09:00+00:00,7946.023999999999,7949.407999999999,7930.004,2019-10-24 15:22:00+00:00,7949.407999999999,SL,13,-1.0,-1.5239361702127638
2019-10-30,setup_or_fib_NDX100_20191030_BUY,LONG,8065.1,8056.1,9.0,4.163210625985882,2019-10-30 13:49:00+00:00,8067.4,2019-10-30 14:30:00+00:00,8059.5380000000005,8057.8460000000005,8067.548000000001,2019-10-30 14:30:00+00:00,8057.8460000000005,SL,0,-1.0,-2.0478723404255277
2019-10-31,setup_or_fib_NDX100_20191031_BUY,LONG,8101.6,8088.8,12.800000000000182,8.630287019199837,2019-10-31 13:46:00+00:00,8108.2,2019-10-31 14:31:00+00:00,8093.689600000001,8091.2832,8105.0816,2019-10-31 14:31:00+00:00,8091.2832,SL,0,-1.0,-1.73678523936147
2019-11-05,setup_or_fib_NDX100_20191105_BUY,LONG,8225.9,8203.9,22.0,5.352945954295918,2019-11-05 15:01:00+00:00,8229.8,2019-11-05 15:07:00+00:00,8212.304,8208.168,8231.884,2019-11-05 15:09:00+00:00,8208.168,SL,2,-1.0,-1.4286750483558557
2019-11-06,setup_or_fib_NDX100_20191106_SELL,SHORT,8205.9,8184.2,21.699999999999818,5.01432304249561,2019-11-06 15:28:00+00:00,8171.9,2019-11-06 16:44:00+00:00,8197.6106,8201.6902,8178.2976,2019-11-06 16:45:00+00:00,8171.4,TP,1,6.424796548682716,5.990195117169728
2019-11-08,setup_or_fib_NDX100_20191108_SELL,SHORT,8225.7,8199.2,26.5,6.49333349792132,2019-11-08 14:59:00+00:00,8183.9,2019-11-08 15:25:00+00:00,8215.577000000001,8220.559000000001,8191.992000000001,2019-11-08 15:32:00+00:00,8220.559000000001,SL,7,-1.0,-1.355881172219994
2019-11-14,setup_or_fib_NDX100_20191114_BUY,LONG,8249.4,8229.9,19.5,6.5351706241169,2019-11-14 15:03:00+00:00,8256.2,2019-11-14 15:46:00+00:00,8237.349,8233.683,8254.704,2019-11-14 15:51:00+00:00,8233.683,SL,5,-1.0,-1.4836333878888048
2019-11-15,setup_or_fib_NDX100_20191115_SELL,SHORT,8309.9,8286.9,23.0,5.761683489763595,2019-11-15 14:58:00+00:00,8281.9,2019-11-15 15:17:00+00:00,8301.114,8305.437999999998,8280.644,2019-11-15 15:22:00+00:00,8305.437999999998,SL,5,-1.0,-1.410037002775331
2019-11-20,setup_or_fib_NDX100_20191120_BUY,LONG,8321.9,8307.7,14.199999999998909,8.509475848763648,2019-11-20 14:48:00+00:00,8323.9,2019-11-20 14:53:00+00:00,8313.1244,8310.454800000001,8325.7624,2019-11-20 15:01:00+00:00,8325.7624,TP,8,4.734042553192425,4.0698981120774675
2019-11-21,setup_or_fib_NDX100_20191121_BUY,LONG,8277.4,8254.4,23.0,9.490785565880817,2019-11-21 15:13:00+00:00,8280.4,2019-11-21 15:16:00+00:00,8263.186,8258.862000000001,8283.655999999999,2019-11-21 15:16:00+00:00,8258.862000000001,SL,0,-1.0,-1.410037002775331
