day,setup_id,direction,range_high,range_low,range_points,atr,break_time,morning_extreme,entry_time,entry,stop,target,exit_time,exit_price,reason,bars_held,r_gross,r_net
2009-06-17,setup_or_fib_XAUUSD_20090617_SELL,SHORT,933.66,931.81,1.8500000000000227,1.6872136149074117,2009-06-17 13:48:00+00:00,928.1,2009-06-17 15:02:00+00:00,932.9533,933.66,931.3068,2009-06-17 15:03:00+00:00,933.66,SL,1,-1.0,-1.2313570114617383
2009-06-18,setup_or_fib_XAUUSD_20090618_BUY,LONG,938.78,935.95,2.8299999999999272,1.619828948231893,2009-06-18 13:49:00+00:00,941.48,2009-06-18 14:36:00+00:00,937.03106,935.95,939.54976,2009-06-18 14:55:00+00:00,935.95,SL,19,-1.0,-1.151240449188762
2009-06-19,setup_or_fib_XAUUSD_20090619_SELL,SHORT,936.32,934.56,1.7600000000001046,1.2682190740149712,2009-06-19 13:54:00+00:00,932.66,2009-06-19 15:41:00+00:00,935.64768,936.32,934.0812799999999,2009-06-19 15:51:00+00:00,936.32,SL,10,-1.0,-1.2431877677296477
2009-06-23,setup_or_fib_XAUUSD_20090623_BUY,LONG,923.17,921.66,1.509999999999991,1.3883273300152819,2009-06-23 13:50:00+00:00,923.62,2009-06-23 13:55:00+00:00,922.23682,921.66,923.5807199999999,2009-06-23 14:11:00+00:00,921.66,SL,16,-1.0,-1.2834506431815829
2009-06-24,setup_or_fib_XAUUSD_20090624_SELL,SHORT,937.61,934.83,2.7799999999999727,2.2107777067992798,2009-06-24 13:48:00+00:00,933.3,2009-06-24 14:16:00+00:00,936.54804,937.61,934.07384,2009-06-24 14:38:00+00:00,937.61,SL,22,-1.0,-1.153960601152586
2009-06-25,setup_or_fib_XAUUSD_20090625_BUY,LONG,937.76,935.15,2.6100000000000136,1.833676116796977,2009-06-25 14:10:00+00:00,939.29,2009-06-25 14:45:00+00:00,936.14702,935.15,938.46992,2009-06-25 14:49:00+00:00,935.15,SL,4,-1.0,-1.1639886862851263
2009-07-01,setup_or_fib_XAUUSD_20090701_SELL,SHORT,939.96,938.19,1.7699999999999818,1.6042055136987994,2009-07-01 14:00:00+00:00,937.68,2009-07-01 14:20:00+00:00,939.28386,939.96,937.70856,2009-07-01 14:23:00+00:00,939.96,SL,3,-1.0,-1.241813825539078
2009-07-02,setup_or_fib_XAUUSD_20090702_SELL,SHORT,931.28,928.92,2.3600000000000136,1.967449694663815,2009-07-02 14:04:00+00:00,927.74,2009-07-02 15:09:00+00:00,930.37848,931.28,928.2780799999999,2009-07-02 15:45:00+00:00,928.2780799999999,TP,36,2.3298429319372,2.148482562782884
2009-07-06,setup_or_fib_XAUUSD_20090706_BUY,LONG,923.17,920.65,2.519999999999982,1.2750860836341644,2009-07-06 13:48:00+00:00,925.47,2009-07-06 14:19:00+00:00,921.6126399999999,920.65,923.8554399999999,2009-07-06 15:46:00+00:00,923.8554399999999,TP,58,2.329842931937246,2.1599975068562123
2009-07-08,setup_or_fib_XAUUSD_20090708_BUY,LONG,918.9,916.45,2.449999999999932,1.579594103261477,2009-07-08 13:47:00+00:00,919.34,2009-07-08 13:59:00+00:00,917.3859,916.45,919.5663999999999,2009-07-08 14:56:00+00:00,916.45,SL,57,-1.0,-1.1746981515119237
2009-07-09,setup_or_fib_XAUUSD_20090709_SELL,SHORT,913.28,910.32,2.9599999999999227,1.3340388846385245,2009-07-09 13:49:00+00:00,909.86,2009-07-09 14:07:00+00:00,912.14928,913.28,909.5148800000001,2009-07-09 14:44:00+00:00,913.28,SL,37,-1.0,-1.1445981321635776
2009-07-13,setup_or_fib_XAUUSD_20090713_SELL,SHORT,912.09,908.75,3.340000000000032,1.3373785675772698,2009-07-13 13:49:00+00:00,907.73,2009-07-13 14:18:00+00:00,910.81412,912.09,907.84152,2009-07-13 15:34:00+00:00,912.09,SL,76,-1.0,-1.1281468476659218
2009-07-15,setup_or_fib_XAUUSD_20090715_SELL,SHORT,940.0,937.81,2.1900000000000546,1.630069368123715,2009-07-15 14:04:00+00:00,937.04,2009-07-15 14:22:00+00:00,939.16342,940.0,937.2143199999999,2009-07-15 14:29:00+00:00,940.0,SL,7,-1.0,-1.1954385713261073
2009-07-17,setup_or_fib_XAUUSD_20090717_SELL,SHORT,939.62,937.69,1.92999999999995,1.2184728042870947,2009-07-17 13:51:00+00:00,937.11,2009-07-17 14:25:00+00:00,938.88274,939.62,937.1650400000001,2009-07-17 15:26:00+00:00,937.1650400000001,TP,61,2.329842931937093,2.1080758484116044
2009-07-24,setup_or_fib_XAUUSD_20090724_SELL,SHORT,953.91,950.72,3.189999999999941,1.131033888040536,2009-07-24 14:00:00+00:00,950.53,2009-07-24 14:29:00+00:00,952.74,953.91,949.8523200000001,2009-07-24 16:00:00+00:00,953.58,TIME,91,-0.7179487179487702,-0.8576923076923648
2009-07-30,setup_or_fib_XAUUSD_20090730_SELL,SHORT,933.87,932.03,1.8400000000000318,0.9573244212291413,2009-07-30 13:45:00+00:00,931.31,2009-07-30 14:09:00+00:00,933.16712,933.87,931.5295199999999,2009-07-30 14:11:00+00:00,933.87,SL,2,-1.0,-1.232614386523999
2009-07-31,setup_or_fib_XAUUSD_20090731_BUY,LONG,941.45,935.41,6.040000000000077,1.3990524272126328,2009-07-31 13:45:00+00:00,941.79,2009-07-31 14:06:00+00:00,937.71728,935.41,943.09288,2009-07-31 15:44:00+00:00,943.09288,TP,98,2.3298429319372147,2.258980271141819
